VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
41314.9	0.198600	0.214500	0.147000	0.383800	0.255700	0.196200	0.259800	0.247200	0.200600	0.237500	0.214200	0.234500	0.226200	0.261100	0.191400	0.240800	0.181100	0.282000	0.157600	0.171400
46479.3	0.202900	0.221100	0.152700	0.372900	0.262100	0.202400	0.254800	0.251900	0.203400	0.240900	0.218500	0.241500	0.231600	0.259400	0.196900	0.243700	0.185600	0.285400	0.161500	0.176100
51643.7	0.206700	0.223600	0.156300	0.374000	0.268800	0.204000	0.255500	0.257200	0.206300	0.243000	0.221900	0.246200	0.236900	0.268600	0.198900	0.245200	0.186100	0.285100	0.164100	0.176200
56808.0	0.201500	0.218200	0.148500	0.384600	0.261200	0.197800	0.259300	0.251500	0.202400	0.235700	0.215100	0.239300	0.228800	0.265000	0.195300	0.239400	0.182100	0.285800	0.158300	0.171500
61972.4	0.195700	0.212300	0.143000	0.397500	0.252800	0.192900	0.264300	0.248300	0.199900	0.233100	0.210200	0.228500	0.224100	0.264900	0.190500	0.233000	0.177800	0.287600	0.153600	0.167400
67136.7	0.204400	0.221500	0.153000	0.383800	0.266200	0.201500	0.260100	0.255900	0.205400	0.238700	0.220300	0.241900	0.235000	0.265500	0.198300	0.241100	0.184100	0.289300	0.160200	0.172200
72301.1	0.200100	0.218900	0.148800	0.390700	0.263400	0.199100	0.259400	0.252600	0.202900	0.236000	0.217500	0.236300	0.232800	0.250300	0.195900	0.236500	0.181200	0.283900	0.157400	0.171500
77465.5	0.201100	0.218700	0.147700	0.388700	0.255300	0.199300	0.259500	0.250100	0.201900	0.234900	0.212800	0.231200	0.229000	0.246500	0.195700	0.235000	0.180200	0.281100	0.157900	0.171300
82629.8	0.199100	0.216400	0.144900	0.401400	0.257100	0.194600	0.265600	0.249800	0.202600	0.238300	0.214200	0.234300	0.230400	0.251800	0.194300	0.235100	0.179700	0.287400	0.156800	0.170800
87794.2	0.196300	0.214500	0.146600	0.390000	0.253100	0.195300	0.262300	0.248900	0.200800	0.238200	0.212800	0.231800	0.229000	0.247800	0.194500	0.232400	0.179200	0.280000	0.156700	0.172000
92958.6	0.195400	0.213400	0.144200	0.402700	0.255400	0.191400	0.271000	0.251000	0.202900	0.242800	0.215600	0.239100	0.233200	0.250800	0.192700	0.231100	0.179800	0.281700	0.156800	0.173500
98122.9	0.197100	0.215500	0.147300	0.396800	0.256000	0.191800	0.268600	0.249500	0.203100	0.248700	0.217100	0.240000	0.233800	0.257100	0.192500	0.231600	0.178300	0.281700	0.156400	0.172700
103287.3	0.195200	0.214300	0.147700	0.384800	0.250800	0.191900	0.264800	0.248000	0.202100	0.263700	0.216000	0.237900	0.232900	0.265500	0.191100	0.229500	0.179500	0.276100	0.157200	0.174100
108451.7	0.199300	0.216500	0.149800	0.376100	0.251000	0.195100	0.261000	0.251100	0.203600	0.264100	0.217700	0.239900	0.232900	0.255800	0.192000	0.231400	0.180200	0.277700	0.159500	0.175400
113616.0	0.199600	0.216600	0.147100	0.377100	0.249800	0.192000	0.266200	0.252000	0.205600	0.267400	0.218900	0.239700	0.232300	0.255600	0.190400	0.231600	0.180000	0.282700	0.158200	0.174200
118780.4	0.202700	0.220200	0.154300	0.351500	0.253900	0.199300	0.253100	0.251100	0.203400	0.261200	0.219900	0.240400	0.233200	0.242800	0.193100	0.231300	0.181200	0.271500	0.162000	0.177000
123944.8	0.192800	0.208900	0.142000	0.364900	0.237100	0.187600	0.260600	0.243100	0.196900	0.243200	0.207700	0.223500	0.220100	0.240600	0.183200	0.219600	0.171700	0.266200	0.150600	0.168100
129109.1	0.198100	0.214900	0.146300	0.359400	0.248800	0.192300	0.260600	0.255300	0.205400	0.248200	0.219500	0.233000	0.231500	0.261300	0.189000	0.227600	0.179500	0.272000	0.160100	0.177100
134273.5	0.199700	0.215000	0.149700	0.353000	0.251400	0.194900	0.260500	0.262400	0.208400	0.248500	0.222300	0.239200	0.235700	0.260200	0.190600	0.229900	0.181300	0.273500	0.162200	0.177700
139437.8	0.196700	0.211600	0.143900	0.350800	0.237800	0.192300	0.256600	0.254300	0.202000	0.237200	0.212300	0.227000	0.224900	0.259900	0.186500	0.220000	0.174300	0.268800	0.156600	0.173400
144602.2	0.193700	0.207400	0.140400	0.355200	0.236500	0.188300	0.260600	0.260100	0.203500	0.233100	0.211000	0.226800	0.223800	0.259800	0.183100	0.218400	0.174400	0.277600	0.153800	0.171800
149766.6	0.195900	0.213200	0.145700	0.337600	0.237400	0.193900	0.253200	0.261700	0.202400	0.231700	0.210300	0.226000	0.223800	0.252300	0.186300	0.219700	0.174700	0.279300	0.155700	0.172300
154930.9	0.194000	0.211800	0.145100	0.340200	0.233000	0.192800	0.253500	0.259700	0.200900	0.234100	0.208700	0.224700	0.222000	0.249500	0.184300	0.216800	0.174700	0.279100	0.154600	0.172700
160095.3	0.189000	0.202900	0.135300	0.369100	0.230400	0.188200	0.269800	0.260500	0.202100	0.264200	0.209000	0.221100	0.222700	0.250400	0.180400	0.215200	0.172600	0.290600	0.152000	0.172000
165259.7	0.200500	0.218700	0.150000	0.341400	0.247200	0.205700	0.255500	0.268400	0.207300	0.291400	0.221400	0.238300	0.235700	0.254700	0.193700	0.228300	0.179600	0.291900	0.160100	0.178800
170424.0	0.206500	0.224900	0.157000	0.345600	0.262400	0.219700	0.257700	0.279000	0.215700	0.293000	0.230500	0.253300	0.247300	0.266100	0.203700	0.238600	0.186800	0.308000	0.166400	0.184200
175588.4	0.200700	0.219400	0.145800	0.367500	0.259700	0.216700	0.271700	0.277000	0.217000	0.280600	0.224900	0.247500	0.243300	0.267300	0.201000	0.233600	0.182200	0.313400	0.160000	0.179900
180752.7	0.204000	0.219500	0.139800	0.384400	0.262900	0.215600	0.285300	0.283700	0.226100	0.277000	0.227100	0.246000	0.245800	0.273700	0.202700	0.235900	0.182500	0.319700	0.157800	0.178600
185917.1	0.217900	0.234500	0.158800	0.352100	0.296200	0.238300	0.272800	0.303300	0.260800	0.285500	0.245500	0.272400	0.265700	0.276500	0.219400	0.251400	0.193000	0.319800	0.169800	0.187700
191081.5	0.210200	0.227200	0.151300	0.375600	0.288000	0.235600	0.288000	0.294600	0.270600	0.275200	0.240200	0.261200	0.259900	0.271100	0.214300	0.243100	0.186400	0.319100	0.162100	0.182000
196245.8	0.226700	0.246400	0.166100	0.348700	0.315700	0.255700	0.277300	0.303800	0.279800	0.284800	0.258300	0.283200	0.278200	0.271700	0.230700	0.257200	0.198200	0.316700	0.174500	0.191400
201410.2	0.227700	0.245900	0.169100	0.349100	0.315100	0.259700	0.278600	0.295200	0.274300	0.278200	0.259500	0.277100	0.277200	0.266700	0.232900	0.254200	0.197800	0.313600	0.174600	0.191900
206574.6	0.227300	0.243100	0.165600	0.371100	0.312700	0.261000	0.297500	0.293100	0.276000	0.278900	0.263100	0.275200	0.280600	0.272000	0.231300	0.254300	0.197900	0.322300	0.172300	0.190800
211738.9	0.243100	0.260200	0.186800	0.335900	0.330400	0.281200	0.279400	0.294700	0.275800	0.281300	0.278000	0.287200	0.293700	0.268700	0.245700	0.261800	0.205200	0.309300	0.183000	0.197800
216903.3	0.242500	0.261400	0.180100	0.365500	0.329600	0.275100	0.301800	0.291800	0.275300	0.280400	0.284300	0.284700	0.296100	0.274000	0.241800	0.259200	0.202200	0.318300	0.178500	0.192100
222067.7	0.246200	0.268400	0.189300	0.360500	0.335000	0.283300	0.300900	0.289200	0.274700	0.279300	0.295300	0.285600	0.302400	0.270600	0.247100	0.259900	0.206700	0.317500	0.182800	0.196200
227232.0	0.243400	0.261900	0.184700	0.376200	0.321800	0.281800	0.312100	0.278900	0.268300	0.273300	0.292600	0.276600	0.297200	0.268700	0.241400	0.252400	0.201800	0.319300	0.178300	0.193000
232396.4	0.259000	0.281500	0.202000	0.356100	0.342500	0.299500	0.307800	0.286300	0.274200	0.280100	0.313300	0.291600	0.314900	0.270700	0.253500	0.261900	0.212200	0.317800	0.191100	0.202400
237560.7	0.255600	0.278000	0.196500	0.361500	0.328500	0.293600	0.311600	0.277500	0.266300	0.272700	0.309800	0.279200	0.305700	0.266700	0.246900	0.254200	0.207300	0.311200	0.185400	0.198700
242725.1	0.254900	0.276600	0.195400	0.369800	0.324700	0.289700	0.321100	0.277100	0.264300	0.269700	0.310700	0.276000	0.304300	0.266700	0.244200	0.251900	0.207000	0.313700	0.184900	0.198000
247889.5	0.261400	0.291500	0.205300	0.363500	0.330900	0.297800	0.319500	0.278600	0.264400	0.268900	0.315500	0.280100	0.310400	0.267200	0.247300	0.252900	0.209900	0.313900	0.189400	0.201700
253053.8	0.264000	0.295000	0.214800	0.349800	0.327900	0.300000	0.311900	0.275000	0.259700	0.264000	0.313900	0.277100	0.306500	0.259600	0.248700	0.250500	0.209900	0.306300	0.191200	0.202600
258218.2	0.260200	0.291200	0.195900	0.363500	0.309300	0.286500	0.322400	0.266000	0.253100	0.255000	0.302400	0.259800	0.292800	0.256700	0.239100	0.242900	0.203700	0.307900	0.183900	0.198300
263382.6	0.266500	0.300800	0.207200	0.355100	0.323700	0.295300	0.320700	0.272100	0.258600	0.260100	0.313700	0.272500	0.305400	0.260600	0.243700	0.248300	0.209500	0.310800	0.190300	0.204200
268546.9	0.261900	0.300500	0.198700	0.366800	0.314400	0.286200	0.330100	0.268300	0.254800	0.255900	0.306900	0.262500	0.299200	0.259900	0.238100	0.242800	0.205500	0.309200	0.186900	0.200600
273711.3	0.266100	0.307900	0.205100	0.351800	0.316900	0.294400	0.321900	0.268400	0.253500	0.254900	0.310600	0.262100	0.302100	0.256800	0.240000	0.245000	0.207400	0.308100	0.190100	0.203500
278875.6	0.262300	0.303100	0.199000	0.358800	0.308000	0.289100	0.325500	0.262300	0.248400	0.249100	0.301300	0.250900	0.293100	0.252700	0.234800	0.238000	0.203400	0.307600	0.185400	0.200600
284040.0	0.266200	0.310200	0.203800	0.350200	0.316800	0.294800	0.325800	0.270400	0.251700	0.253800	0.310400	0.257500	0.304400	0.256000	0.239800	0.242400	0.208900	0.309200	0.193200	0.207700
289204.4	0.257200	0.299100	0.185400	0.370600	0.295100	0.277700	0.337400	0.260200	0.242900	0.243100	0.292800	0.236700	0.286300	0.251300	0.226300	0.231800	0.200200	0.308400	0.181200	0.197200
294368.7	0.257100	0.305100	0.189300	0.362800	0.301200	0.280200	0.335400	0.262800	0.243400	0.243400	0.297400	0.243500	0.291600	0.252100	0.227400	0.233000	0.201300	0.307500	0.183100	0.200000
299533.1	0.262100	0.309600	0.197500	0.343100	0.309200	0.287800	0.324800	0.265400	0.243100	0.244000	0.300500	0.246900	0.294700	0.248200	0.231500	0.235500	0.206400	0.302400	0.190100	0.205400
304697.5	0.255900	0.303600	0.186400	0.361600	0.299700	0.282500	0.338200	0.264300	0.242500	0.243700	0.295700	0.237300	0.291800	0.251100	0.227700	0.232400	0.204300	0.308500	0.187600	0.205600
309861.8	0.260200	0.309900	0.198200	0.340100	0.303500	0.286600	0.326100	0.264200	0.239500	0.239800	0.296400	0.242700	0.293900	0.246200	0.229000	0.232900	0.203600	0.299400	0.188700	0.201600
315026.2	0.249800	0.296500	0.177100	0.361500	0.285000	0.268200	0.338200	0.255900	0.233200	0.233700	0.282700	0.223300	0.278200	0.245100	0.217500	0.224700	0.196400	0.301700	0.179500	0.194600
320190.5	0.259200	0.310200	0.198000	0.333700	0.305000	0.283400	0.325300	0.263800	0.237900	0.241100	0.296100	0.243500	0.294400	0.245300	0.227700	0.232900	0.204100	0.296100	0.190300	0.200600
325354.9	0.251400	0.303900	0.191300	0.342400	0.289500	0.274600	0.326000	0.254100	0.230300	0.231700	0.284500	0.234600	0.281000	0.239800	0.221400	0.225100	0.197400	0.292700	0.183400	0.193900
330519.3	0.250900	0.304800	0.193300	0.345200	0.295100	0.274900	0.328800	0.258800	0.233700	0.234600	0.288400	0.234800	0.285500	0.240800	0.219500	0.226200	0.199600	0.296600	0.186100	0.196100
335683.6	0.251000	0.306300	0.193100	0.331100	0.290100	0.272900	0.322700	0.254800	0.229900	0.231800	0.284200	0.232900	0.281500	0.237800	0.219200	0.225000	0.198500	0.291000	0.186400	0.195300
340848.0	0.248300	0.301100	0.185000	0.334000	0.282300	0.266200	0.326400	0.250400	0.226600	0.228800	0.279400	0.224900	0.275800	0.236200	0.214600	0.222000	0.195500	0.291000	0.184100	0.193800
346012.4	0.245900	0.300000	0.185500	0.340000	0.282900	0.265200	0.329500	0.250700	0.227000	0.229300	0.281300	0.228200	0.277700	0.238000	0.212900	0.221400	0.195500	0.295100	0.182800	0.192900
351176.7	0.271200	0.334700	0.215100	0.285000	0.312700	0.291500	0.295100	0.267700	0.238400	0.241700	0.303400	0.251700	0.301300	0.238200	0.233300	0.239800	0.213400	0.286300	0.207300	0.210700
356341.1	0.243800	0.299600	0.182900	0.332900	0.277500	0.262600	0.325000	0.246400	0.222600	0.224400	0.275300	0.222300	0.274000	0.232700	0.211200	0.218400	0.194200	0.289700	0.184000	0.193700
361505.4	0.247500	0.305900	0.189700	0.328000	0.283700	0.267800	0.323900	0.251300	0.225200	0.227200	0.280800	0.230300	0.279600	0.234300	0.213500	0.220500	0.196300	0.288900	0.186800	0.195400
366669.8	0.239400	0.299200	0.182100	0.326900	0.269500	0.262400	0.322200	0.244300	0.219300	0.222000	0.271700	0.215500	0.269300	0.230100	0.208700	0.214900	0.192500	0.287100	0.181800	0.192800
371834.2	0.241400	0.300200	0.184000	0.329000	0.274700	0.260000	0.325300	0.246800	0.221900	0.224700	0.276800	0.220500	0.273800	0.232700	0.208700	0.217700	0.193900	0.291200	0.183400	0.193400
376998.5	0.246500	0.306500	0.189300	0.317700	0.279000	0.263100	0.319700	0.250000	0.224000	0.226100	0.279300	0.225500	0.279100	0.231900	0.211400	0.220200	0.196300	0.288300	0.187900	0.196000
382162.9	0.234800	0.292100	0.179000	0.324400	0.265600	0.254300	0.321900	0.243300	0.217200	0.218800	0.267800	0.214900	0.268000	0.229000	0.203500	0.212800	0.191300	0.288200	0.182000	0.192600
387327.3	0.233300	0.290800	0.173900	0.335200	0.264400	0.247100	0.330700	0.242900	0.218200	0.220300	0.267100	0.214500	0.267700	0.230700	0.198900	0.212500	0.190300	0.291800	0.179400	0.190200
392491.6	0.227800	0.284000	0.168200	0.344400	0.257100	0.241500	0.336400	0.240800	0.215500	0.216100	0.261900	0.210200	0.263600	0.229100	0.195300	0.208600	0.187200	0.290900	0.177400	0.188100
397656.0	0.241300	0.304600	0.189200	0.305000	0.269000	0.259500	0.311800	0.246800	0.218900	0.221200	0.269700	0.217900	0.271500	0.227900	0.206300	0.216200	0.195000	0.285700	0.188200	0.195700
402820.3	0.229200	0.288800	0.172500	0.332600	0.255800	0.242500	0.328800	0.242000	0.215500	0.217600	0.261800	0.210800	0.263700	0.229800	0.195700	0.209400	0.189300	0.289900	0.179200	0.190500
407984.7	0.235400	0.298000	0.184700	0.310800	0.261600	0.251500	0.315400	0.243800	0.215500	0.218100	0.266200	0.212700	0.267600	0.225400	0.201000	0.212500	0.191700	0.285700	0.184500	0.192600
413149.1	0.233300	0.292000	0.174000	0.319300	0.255700	0.243400	0.320900	0.242200	0.214300	0.217200	0.261400	0.211000	0.264900	0.226600	0.195700	0.209500	0.190700	0.285700	0.181600	0.192500
418313.4	0.236900	0.299900	0.184500	0.307900	0.262600	0.249400	0.314000	0.246700	0.216800	0.219900	0.267600	0.217400	0.272300	0.228200	0.199300	0.213800	0.194200	0.285600	0.188000	0.196000
423477.8	0.229800	0.290600	0.174700	0.322300	0.255000	0.239200	0.323100	0.241800	0.213500	0.216800	0.259900	0.209900	0.264000	0.227000	0.192900	0.208400	0.189100	0.287700	0.181400	0.191000
428642.2	0.231300	0.294300	0.179300	0.307900	0.251400	0.240200	0.314300	0.240900	0.210900	0.214900	0.258500	0.207000	0.262500	0.223900	0.192800	0.207600	0.188900	0.283700	0.181900	0.190900
433806.5	0.225000	0.289700	0.177800	0.323000	0.251400	0.236700	0.325500	0.243000	0.212800	0.216400	0.259200	0.207800	0.263800	0.228100	0.189800	0.207200	0.187900	0.288500	0.180400	0.189300
438970.9	0.227100	0.290300	0.178000	0.313800	0.248900	0.237000	0.318400	0.244000	0.212000	0.215200	0.257300	0.210000	0.262800	0.224900	0.190400	0.206300	0.188600	0.283900	0.182400	0.189800
444135.2	0.221300	0.281800	0.170500	0.324800	0.241800	0.229000	0.323800	0.241700	0.209800	0.212000	0.251600	0.203900	0.257300	0.223100	0.185800	0.203300	0.184900	0.283400	0.178900	0.188200
449299.6	0.221500	0.285500	0.170600	0.322800	0.241400	0.227700	0.323300	0.241400	0.208900	0.211300	0.250200	0.203700	0.257100	0.223700	0.184300	0.202700	0.184700	0.282300	0.177900	0.187300
454464.0	0.226500	0.288500	0.177700	0.307000	0.246700	0.232000	0.313200	0.245400	0.210800	0.215300	0.254500	0.208700	0.262800	0.222900	0.188600	0.206800	0.189000	0.280700	0.183800	0.192000
459628.3	0.219100	0.279500	0.173700	0.315900	0.235300	0.224100	0.317800	0.238000	0.205500	0.208200	0.244400	0.202900	0.252200	0.218600	0.182000	0.199000	0.182800	0.277400	0.176200	0.185500
464792.7	0.224400	0.289400	0.174100	0.309200	0.241100	0.225300	0.313400	0.242900	0.209300	0.213100	0.250900	0.209000	0.258800	0.220900	0.184700	0.204100	0.187000	0.280100	0.181400	0.189600
469957.1	0.220700	0.285200	0.180700	0.304000	0.240400	0.225700	0.308500	0.243000	0.208700	0.210300	0.249000	0.208700	0.258400	0.219800	0.183800	0.202500	0.186600	0.278100	0.182400	0.189400
475121.4	0.214800	0.275900	0.166700	0.321900	0.230100	0.213300	0.324100	0.239300	0.207100	0.209400	0.242400	0.200900	0.250300	0.221600	0.176800	0.198600	0.181800	0.282800	0.176500	0.185700
480285.8	0.211000	0.271300	0.165000	0.328800	0.229000	0.208800	0.328700	0.237100	0.205600	0.208000	0.239800	0.200900	0.249400	0.220900	0.173200	0.195600	0.178700	0.281300	0.173000	0.183300
485450.1	0.223300	0.287700	0.184000	0.289800	0.235600	0.224800	0.299700	0.238800	0.205000	0.208100	0.243800	0.205900	0.253800	0.214800	0.182300	0.200500	0.184700	0.271400	0.181800	0.188600
490614.5	0.205200	0.262200	0.152900	0.346300	0.216700	0.200000	0.338600	0.231300	0.201200	0.203200	0.230900	0.191300	0.241200	0.218800	0.167800	0.189600	0.175200	0.280500	0.167500	0.180400
495778.9	0.214800	0.276700	0.169900	0.307700	0.225900	0.213200	0.311800	0.236600	0.203100	0.206200	0.238700	0.196600	0.247100	0.216400	0.176000	0.195600	0.180600	0.274200	0.176500	0.186000
500943.2	0.210200	0.270000	0.162600	0.326700	0.221800	0.202300	0.326300	0.236900	0.204600	0.206500	0.236200	0.197900	0.246100	0.218900	0.171300	0.193700	0.178900	0.279100	0.172400	0.182400
506107.6	0.212300	0.274100	0.170700	0.309600	0.227200	0.209400	0.315200	0.240900	0.206200	0.210100	0.240300	0.201400	0.251700	0.217100	0.174900	0.197100	0.182600	0.278300	0.177700	0.187400
511271.9	0.213000	0.275300	0.175200	0.300700	0.225700	0.210800	0.306800	0.235700	0.201500	0.204700	0.236300	0.200200	0.246900	0.213800	0.174200	0.194100	0.179300	0.273100	0.176000	0.183400
516436.3	0.212000	0.272200	0.170200	0.309100	0.219500	0.203500	0.311300	0.234500	0.201300	0.204000	0.234200	0.197100	0.243200	0.214200	0.170700	0.192800	0.177800	0.274300	0.172600	0.181900
521600.7	0.207500	0.268800	0.164200	0.317200	0.214800	0.199500	0.316400	0.231000	0.199000	0.201400	0.229500	0.192400	0.239100	0.212700	0.167800	0.189800	0.175300	0.273300	0.169800	0.179400
526765.0	0.208700	0.269800	0.171500	0.308200	0.218100	0.201000	0.310600	0.234900	0.200100	0.202800	0.231300	0.197300	0.242600	0.212700	0.169300	0.191100	0.176600	0.271100	0.172500	0.180800
531929.4	0.212600	0.273200	0.174900	0.293900	0.221400	0.204900	0.299800	0.237400	0.202300	0.206600	0.235600	0.202500	0.247000	0.212500	0.172600	0.195000	0.181400	0.268800	0.177500	0.186300
537093.8	0.210700	0.273600	0.171000	0.294300	0.220300	0.202100	0.301100	0.237700	0.201300	0.204900	0.232800	0.201400	0.244200	0.212300	0.171100	0.194300	0.180400	0.269300	0.176300	0.184800
542258.1	0.208500	0.269600	0.169800	0.305500	0.212600	0.200100	0.307100	0.232500	0.199100	0.203100	0.227800	0.193900	0.237800	0.213100	0.167600	0.191300	0.176800	0.272400	0.172700	0.180300
547422.5	0.203200	0.263600	0.170000	0.304900	0.215400	0.195400	0.307500	0.235100	0.200600	0.202800	0.228900	0.199900	0.242400	0.211500	0.166600	0.190400	0.178600	0.269600	0.172700	0.182200
552586.8	0.204800	0.263900	0.163500	0.308300	0.211400	0.192400	0.308300	0.233700	0.199300	0.201700	0.227400	0.194600	0.238600	0.211900	0.164900	0.190300	0.177500	0.269600	0.172100	0.181900
557751.2	0.204200	0.262700	0.165300	0.306100	0.206000	0.191500	0.302900	0.228000	0.194500	0.197600	0.220900	0.188000	0.232400	0.208100	0.163000	0.186500	0.174000	0.267200	0.167600	0.177600
562915.6	0.198000	0.254600	0.162600	0.315900	0.204700	0.186000	0.312100	0.226200	0.194400	0.196500	0.219700	0.191100	0.230900	0.208300	0.159600	0.183600	0.171800	0.267400	0.165300	0.175800
568079.9	0.205900	0.267000	0.173000	0.290900	0.213800	0.192600	0.295300	0.232400	0.197900	0.201000	0.226100	0.200100	0.240000	0.208500	0.165100	0.190000	0.177200	0.266400	0.173100	0.180800
573244.3	0.204200	0.263200	0.174800	0.290700	0.213200	0.192100	0.294100	0.232000	0.197700	0.201200	0.225400	0.198800	0.238800	0.207600	0.164600	0.189100	0.176900	0.265000	0.172800	0.180500
578408.7	0.201600	0.259500	0.164900	0.309300	0.208300	0.185800	0.308800	0.232100	0.198500	0.200200	0.223200	0.197100	0.237100	0.210400	0.160600	0.188000	0.174800	0.271800	0.168900	0.178400
583573.0	0.198900	0.256700	0.166500	0.315200	0.207900	0.183400	0.309900	0.231500	0.198000	0.201200	0.222700	0.196400	0.237500	0.211300	0.159600	0.187200	0.174400	0.273500	0.168400	0.178300
588737.4	0.201700	0.260500	0.169500	0.297400	0.209000	0.185500	0.296100	0.229200	0.197000	0.199200	0.221600	0.193900	0.234400	0.208100	0.161000	0.187900	0.174800	0.268400	0.169800	0.178500
593901.7	0.203400	0.264300	0.169500	0.293200	0.208000	0.186400	0.294600	0.229900	0.197000	0.200200	0.221600	0.195100	0.234500	0.207900	0.161300	0.188500	0.175400	0.265300	0.172400	0.179100
599066.1	0.197600	0.256900	0.164000	0.311700	0.205300	0.178700	0.308200	0.230700	0.199200	0.200400	0.222200	0.193800	0.235800	0.212500	0.157500	0.187300	0.173700	0.272500	0.169200	0.176800
604230.5	0.196700	0.255500	0.165500	0.305200	0.206300	0.178500	0.301900	0.228000	0.197600	0.199900	0.218700	0.192300	0.234400	0.208300	0.157700	0.186600	0.173200	0.269500	0.169100	0.176400
609394.8	0.197600	0.255600	0.169700	0.298400	0.205500	0.180300	0.294000	0.225900	0.195600	0.197200	0.217700	0.190300	0.232000	0.206600	0.157600	0.185600	0.171900	0.264400	0.168000	0.175200
614559.2	0.194200	0.248900	0.163000	0.308900	0.199800	0.175700	0.302500	0.224700	0.194200	0.196200	0.215100	0.189100	0.229100	0.206900	0.155000	0.182900	0.170300	0.269200	0.165100	0.173700
619723.6	0.200400	0.260000	0.174300	0.286900	0.207900	0.184400	0.285700	0.229700	0.197100	0.200100	0.218900	0.196200	0.236400	0.206500	0.159800	0.188200	0.175700	0.264300	0.173000	0.180700
624887.9	0.192600	0.247600	0.164300	0.307700	0.198600	0.173800	0.298700	0.224200	0.194000	0.195400	0.213500	0.188000	0.228600	0.205700	0.153500	0.182400	0.170500	0.266500	0.165400	0.175000
630052.3	0.197000	0.254300	0.165400	0.294200	0.199400	0.175600	0.287600	0.222700	0.192200	0.194900	0.212600	0.185700	0.225500	0.202400	0.154500	0.183200	0.169800	0.262100	0.166300	0.174900
635216.6	0.188400	0.243000	0.158500	0.310500	0.193700	0.170200	0.295500	0.218300	0.189400	0.191000	0.206700	0.183600	0.221600	0.202300	0.149800	0.178200	0.167300	0.263600	0.161500	0.171700
640381.0	0.194900	0.249300	0.162100	0.307300	0.200800	0.170400	0.298300	0.226000	0.195400	0.197200	0.214200	0.189300	0.230200	0.206700	0.151900	0.183900	0.170500	0.268600	0.165700	0.174800
645545.4	0.195800	0.250200	0.167700	0.297200	0.201800	0.174200	0.286800	0.224200	0.194300	0.196600	0.213600	0.190400	0.230700	0.203900	0.154700	0.183300	0.172500	0.264000	0.168200	0.177500
650709.7	0.192300	0.246600	0.160800	0.301300	0.197200	0.170600	0.293000	0.224300	0.194000	0.196000	0.212200	0.187000	0.227800	0.203800	0.151700	0.182400	0.170700	0.263900	0.165300	0.174500
