VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
%.1f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f
Time	ROI(1-1)	ROI(1-2)	ROI(1-3)	ROI(1-4)	ROI(1-5)	ROI(1-6)	ROI(1-7)	ROI(1-8)	ROI(1-9)	ROI(1-10)	ROI(1-11)	ROI(1-12)	ROI(1-13)
GraphNo	1	2	3	4	5	6	7	8	9	10	11	12	13
902317.5	0.146300	0.146600	0.156400	0.202700	0.189100	0.169600	0.117500	0.071400	0.089500	0.078200	0.088000	0.130800	0.162300
907275.3	0.146600	0.147300	0.156300	0.203700	0.189300	0.170800	0.117500	0.071200	0.089000	0.077300	0.086800	0.131400	0.162600
912233.1	0.147500	0.147600	0.156300	0.204000	0.192800	0.172700	0.116200	0.068700	0.087800	0.076100	0.085800	0.131400	0.162300
917190.9	0.148600	0.149000	0.158200	0.206200	0.195000	0.174400	0.115300	0.066400	0.088000	0.074300	0.083700	0.132700	0.161600
922148.7	0.147000	0.147900	0.156500	0.203200	0.192300	0.171600	0.116100	0.067000	0.087200	0.074900	0.084600	0.131000	0.162000
927106.5	0.147700	0.147800	0.157300	0.203400	0.193000	0.172000	0.116200	0.069800	0.089600	0.077500	0.086500	0.131700	0.161700
932064.3	0.147900	0.148500	0.158100	0.204400	0.195800	0.173300	0.115400	0.065500	0.086500	0.073200	0.082500	0.132200	0.161700
937022.1	0.147500	0.147700	0.157100	0.203600	0.193800	0.171800	0.115700	0.067600	0.088200	0.074500	0.084800	0.131200	0.161800
941979.8	0.147700	0.148600	0.158000	0.204300	0.197400	0.175000	0.115200	0.064900	0.085900	0.072400	0.082700	0.132300	0.161700
946937.6	0.147500	0.147700	0.156800	0.202800	0.193500	0.171000	0.116000	0.066000	0.087100	0.074400	0.083700	0.132100	0.161800
951895.4	0.147200	0.147500	0.156900	0.203400	0.195500	0.173200	0.114700	0.064300	0.087000	0.073900	0.082600	0.131500	0.161600
956853.2	0.145900	0.145600	0.155100	0.199300	0.190300	0.168300	0.111700	0.066000	0.090000	0.072800	0.079000	0.129800	0.157900
961811.0	0.147400	0.146900	0.156800	0.201300	0.193500	0.169800	0.114000	0.067400	0.089300	0.075400	0.083300	0.130200	0.158900
966768.8	0.144500	0.145000	0.154300	0.198300	0.188100	0.165100	0.116300	0.072700	0.091400	0.079700	0.088700	0.129200	0.157900
971726.6	0.148100	0.148200	0.158500	0.204600	0.197600	0.175000	0.112400	0.062600	0.086900	0.071200	0.078900	0.132200	0.159500
976684.4	0.146200	0.145900	0.155400	0.200200	0.191200	0.168300	0.114100	0.067000	0.088600	0.074400	0.083400	0.130400	0.159200
981642.1	0.147900	0.148900	0.159000	0.204800	0.200200	0.176100	0.112100	0.064100	0.085600	0.071800	0.079300	0.132700	0.158700
986599.9	0.148300	0.148900	0.158700	0.203700	0.197700	0.174600	0.113300	0.064100	0.085000	0.071500	0.079700	0.131800	0.158700
991557.7	0.146400	0.146000	0.156800	0.201800	0.194300	0.171100	0.112500	0.065700	0.087700	0.072700	0.080700	0.130900	0.158000
996515.5	0.147700	0.147400	0.157900	0.202800	0.195400	0.172000	0.113500	0.066300	0.087100	0.074000	0.082600	0.131300	0.158300
1001473.3	0.146900	0.147000	0.156500	0.201300	0.193900	0.170600	0.113000	0.063600	0.085900	0.072500	0.081000	0.131300	0.158900
1006431.1	0.147900	0.147800	0.157700	0.202400	0.195400	0.171400	0.113200	0.063500	0.085000	0.071300	0.079600	0.132000	0.159300
1011388.9	0.147200	0.146800	0.156800	0.200600	0.191900	0.167700	0.113900	0.064500	0.086200	0.073300	0.081200	0.130700	0.159200
1016346.7	0.147300	0.147300	0.157900	0.203000	0.196500	0.172600	0.112100	0.063400	0.085600	0.072200	0.080000	0.132000	0.158400
1021304.5	0.146700	0.147300	0.156900	0.201100	0.194200	0.169700	0.112900	0.064900	0.085700	0.072200	0.080900	0.131500	0.158700
1026262.2	0.146300	0.146600	0.156700	0.200800	0.193300	0.169500	0.113500	0.065800	0.085500	0.073400	0.081500	0.131100	0.159000
1031220.0	0.147400	0.148000	0.157800	0.202600	0.196600	0.171600	0.112900	0.063500	0.086900	0.071300	0.080000	0.132200	0.158900
1036177.8	0.146400	0.146400	0.156000	0.199300	0.191800	0.168200	0.113100	0.064400	0.085400	0.074100	0.081900	0.131200	0.158500
1041135.6	0.147500	0.147200	0.157400	0.201600	0.196200	0.171500	0.112500	0.063000	0.084900	0.072400	0.080600	0.131600	0.158400
1046093.4	0.146300	0.145900	0.155700	0.199600	0.192000	0.166200	0.114600	0.065400	0.087100	0.074400	0.083500	0.131800	0.158300
1051051.2	0.146000	0.146400	0.156600	0.199500	0.193300	0.167200	0.114000	0.067000	0.087400	0.075100	0.084000	0.132300	0.158600
1056009.0	0.146400	0.145900	0.156200	0.199300	0.193100	0.166600	0.114000	0.066200	0.087900	0.075200	0.083200	0.132500	0.158600
1060966.8	0.148300	0.147900	0.158800	0.202100	0.197200	0.171400	0.113100	0.063300	0.085300	0.073400	0.082200	0.134200	0.159300
1065924.5	0.147600	0.147600	0.157800	0.201900	0.198300	0.171800	0.112100	0.062900	0.084600	0.072100	0.080200	0.134100	0.158200
1070882.3	0.146400	0.146500	0.156500	0.200400	0.195700	0.169200	0.112300	0.064000	0.086700	0.072600	0.080200	0.133300	0.158300
1075840.1	0.146900	0.146400	0.156700	0.200800	0.198000	0.170500	0.112100	0.063400	0.086300	0.072300	0.080700	0.133300	0.157300
1080797.9	0.145700	0.144400	0.154900	0.197800	0.192400	0.164600	0.113800	0.066000	0.086200	0.075100	0.084100	0.131800	0.157900
1085755.7	0.145700	0.144800	0.155000	0.198400	0.192800	0.165000	0.113500	0.067200	0.086400	0.076300	0.083700	0.132200	0.158200
1090713.5	0.147500	0.146900	0.157400	0.200000	0.196700	0.168300	0.113400	0.066300	0.085800	0.074500	0.084200	0.133400	0.158200
1095671.3	0.148100	0.148100	0.158000	0.202000	0.200700	0.172200	0.111600	0.060700	0.083700	0.069700	0.077800	0.134200	0.157800
1100629.1	0.146100	0.146100	0.156500	0.200100	0.196800	0.168100	0.113100	0.064700	0.085600	0.073100	0.081900	0.133300	0.157800
1105586.9	0.148300	0.148100	0.158200	0.202300	0.202600	0.173300	0.113200	0.064400	0.084800	0.072500	0.081500	0.134900	0.159900
1110544.6	0.149000	0.148500	0.159500	0.203900	0.203200	0.171900	0.114000	0.063900	0.086800	0.074400	0.082900	0.134800	0.158800
1115502.4	0.150400	0.149300	0.160100	0.204400	0.204900	0.171800	0.114600	0.065800	0.087700	0.075000	0.083700	0.135100	0.160700
1120460.2	0.150500	0.149000	0.160700	0.206200	0.205400	0.173200	0.115500	0.067200	0.088700	0.076500	0.085400	0.135200	0.160600
1125418.0	0.151500	0.150000	0.162100	0.206900	0.205800	0.173200	0.115500	0.066800	0.086300	0.077100	0.086200	0.135500	0.159300
1130375.8	0.150400	0.149100	0.160500	0.204700	0.200900	0.169100	0.116400	0.069000	0.087900	0.078100	0.087100	0.134800	0.158800
1135333.6	0.150400	0.149100	0.161200	0.204500	0.204600	0.171600	0.114300	0.067700	0.087000	0.075300	0.082300	0.135600	0.157100
1140291.4	0.150700	0.150400	0.161700	0.204000	0.203700	0.170500	0.115600	0.069300	0.087700	0.077300	0.085400	0.135900	0.157700
1145249.2	0.149900	0.148800	0.161500	0.204200	0.205300	0.171300	0.114000	0.067000	0.087600	0.075600	0.083500	0.135800	0.156800
1150206.9	0.150800	0.149500	0.161700	0.203700	0.205100	0.171600	0.113900	0.066700	0.085800	0.076500	0.083200	0.135400	0.156500
1155164.7	0.149300	0.148500	0.160300	0.201100	0.201300	0.166800	0.116500	0.070000	0.089700	0.079800	0.087900	0.133600	0.156900
1160122.5	0.151900	0.150500	0.163200	0.204200	0.208000	0.172300	0.114100	0.065500	0.084800	0.074900	0.082100	0.136200	0.157600
1165080.3	0.151800	0.150500	0.163900	0.204400	0.209300	0.172900	0.114800	0.065300	0.085300	0.075400	0.083700	0.135900	0.157200
1170038.1	0.150400	0.149700	0.162000	0.201800	0.207500	0.170800	0.113700	0.066800	0.085700	0.077400	0.084000	0.135200	0.157600
1174995.9	0.148800	0.147900	0.160300	0.200600	0.204000	0.168000	0.114700	0.067400	0.085900	0.076900	0.085100	0.134100	0.157800
1179953.7	0.148900	0.148800	0.161200	0.200500	0.206000	0.168200	0.114500	0.066200	0.085700	0.076200	0.084300	0.134200	0.158100
1184911.5	0.150900	0.149800	0.162800	0.203200	0.210500	0.172500	0.114000	0.067400	0.084400	0.075100	0.084300	0.135500	0.158500
1189869.2	0.150500	0.150800	0.163500	0.202800	0.211000	0.172500	0.113700	0.066000	0.083100	0.075000	0.083900	0.135300	0.158700
1194827.0	0.150600	0.149900	0.163100	0.202800	0.207700	0.169300	0.114400	0.066900	0.085500	0.075100	0.083700	0.134700	0.159400
1199784.8	0.150700	0.150700	0.163900	0.203400	0.210700	0.172400	0.114000	0.068000	0.083700	0.075800	0.084500	0.136000	0.159100
1204742.6	0.151200	0.150700	0.164700	0.203100	0.209000	0.169700	0.114600	0.065900	0.084200	0.075200	0.084500	0.135300	0.159900
1209700.4	0.149200	0.148700	0.162400	0.201300	0.205900	0.166600	0.115700	0.068400	0.086600	0.076900	0.086600	0.134000	0.158600
1214658.2	0.150500	0.149800	0.163700	0.203600	0.210100	0.169400	0.114200	0.068900	0.084200	0.075300	0.085300	0.134300	0.158500
1219616.0	0.150600	0.150000	0.164200	0.203000	0.209800	0.169600	0.114700	0.068400	0.086300	0.077300	0.086000	0.134200	0.158800
1224573.8	0.150700	0.150800	0.164500	0.205600	0.213600	0.172000	0.114100	0.068400	0.084500	0.075400	0.084400	0.135200	0.158400
1229531.6	0.151100	0.152800	0.165800	0.205600	0.209900	0.170800	0.127900	0.083500	0.101900	0.098800	0.105500	0.147000	0.160800
1234489.3	0.153800	0.160100	0.171600	0.211700	0.214300	0.179000	0.149700	0.103600	0.118300	0.128700	0.133400	0.172700	0.162300
1239447.1	0.156300	0.168000	0.176000	0.217800	0.218500	0.185400	0.178200	0.134300	0.142300	0.162000	0.177800	0.199500	0.163900
1244404.9	0.156800	0.173000	0.176400	0.217200	0.210300	0.182100	0.200500	0.160500	0.160100	0.187500	0.215500	0.211500	0.165700
1249362.7	0.159400	0.181400	0.180600	0.222500	0.213900	0.187500	0.206600	0.169300	0.167900	0.197500	0.232000	0.221300	0.166900
1254320.5	0.165700	0.194700	0.189200	0.233400	0.228300	0.206700	0.207700	0.163800	0.165900	0.194900	0.232100	0.231800	0.169100
1259278.3	0.166200	0.199300	0.190100	0.230600	0.221200	0.203200	0.211100	0.180000	0.176800	0.208900	0.248100	0.228900	0.168800
1264236.1	0.168200	0.207100	0.193400	0.231800	0.217500	0.203700	0.215200	0.182100	0.180600	0.215300	0.253600	0.229100	0.170200
1269193.9	0.170300	0.214600	0.196200	0.235900	0.217100	0.205800	0.218600	0.199600	0.189200	0.225000	0.267100	0.229600	0.170700
1274151.6	0.174600	0.222200	0.201600	0.242100	0.224100	0.215900	0.217700	0.195400	0.186700	0.222000	0.262000	0.232200	0.171200
1279109.4	0.175400	0.226400	0.204200	0.244700	0.224000	0.220600	0.216200	0.189100	0.183700	0.217400	0.256000	0.233700	0.171900
1284067.2	0.176100	0.227700	0.203400	0.244100	0.218600	0.216800	0.222000	0.206300	0.195500	0.227400	0.271800	0.231000	0.172300
1289025.0	0.179400	0.232400	0.206300	0.247800	0.222400	0.225700	0.221700	0.203300	0.194500	0.228600	0.271900	0.233900	0.172500
1293982.8	0.181400	0.235500	0.208200	0.250500	0.223800	0.230900	0.222100	0.202900	0.194000	0.222500	0.270300	0.236800	0.174200
1298940.6	0.182500	0.238500	0.209100	0.253700	0.226000	0.237200	0.222700	0.205700	0.193700	0.223000	0.270400	0.236600	0.174000
1303898.4	0.182800	0.238400	0.209100	0.251300	0.222500	0.233900	0.225300	0.216700	0.202100	0.231500	0.281400	0.235700	0.174200
1308856.2	0.185100	0.240000	0.208700	0.253600	0.224600	0.237200	0.220800	0.201800	0.195000	0.223900	0.272200	0.236400	0.174500
1313813.9	0.189600	0.244900	0.212900	0.258600	0.234000	0.249400	0.222100	0.190000	0.186700	0.212000	0.259500	0.239800	0.175800
1318771.7	0.190800	0.243100	0.212000	0.256400	0.228500	0.245200	0.224400	0.202000	0.194200	0.219900	0.270700	0.237100	0.175500
1323729.5	0.192000	0.241700	0.211200	0.253300	0.225400	0.243800	0.225900	0.206400	0.196700	0.224300	0.275100	0.236300	0.176700
1328687.3	0.191600	0.240300	0.211200	0.252500	0.223800	0.242300	0.223900	0.203300	0.195500	0.222000	0.273900	0.236100	0.176600
1333645.1	0.194300	0.241500	0.213500	0.252800	0.225200	0.245000	0.228700	0.218900	0.202800	0.228200	0.287600	0.238300	0.177400
1338602.9	0.197900	0.245200	0.215800	0.255300	0.229700	0.250900	0.224700	0.206100	0.197800	0.222600	0.276900	0.241200	0.176700
1343560.7	0.194900	0.235500	0.210200	0.249900	0.227100	0.240600	0.206100	0.189400	0.180800	0.201400	0.250200	0.220100	0.175600
1348518.5	0.191000	0.225200	0.203500	0.243100	0.223300	0.230800	0.188300	0.161700	0.160100	0.170900	0.212200	0.199400	0.174500
1353476.3	0.190500	0.219600	0.200800	0.242200	0.227900	0.231100	0.176100	0.136000	0.144300	0.146800	0.179600	0.190600	0.173700
1358434.0	0.187100	0.212000	0.195600	0.237000	0.223500	0.221800	0.169600	0.127600	0.138000	0.136000	0.166000	0.180700	0.172900
1363391.8	0.185700	0.208400	0.192800	0.233800	0.226000	0.221800	0.161600	0.113700	0.126000	0.120900	0.147500	0.174800	0.173600
1368349.6	0.183800	0.204300	0.190600	0.230700	0.223900	0.216400	0.156400	0.104200	0.119700	0.112100	0.135400	0.169700	0.172300
1373307.4	0.180400	0.196800	0.186400	0.224500	0.218100	0.208100	0.153900	0.106200	0.120500	0.113100	0.135500	0.164500	0.172200
1378265.2	0.179600	0.195000	0.184200	0.223200	0.219800	0.207400	0.148800	0.102000	0.116400	0.106800	0.127100	0.161600	0.171300
1383223.0	0.178600	0.191800	0.183700	0.222300	0.218100	0.202400	0.148800	0.100100	0.115900	0.106600	0.125900	0.159100	0.171800
1388180.8	0.176300	0.188100	0.180300	0.217000	0.212600	0.195200	0.147700	0.103100	0.117400	0.107500	0.124800	0.155100	0.171200
1393138.6	0.176800	0.187400	0.181200	0.219700	0.220600	0.201100	0.142400	0.092800	0.108200	0.097800	0.115000	0.155000	0.170400
1398096.4	0.176700	0.185700	0.180900	0.218900	0.220800	0.200800	0.138500	0.086600	0.103400	0.091600	0.106400	0.153100	0.170800
1403054.1	0.174400	0.184400	0.179400	0.217700	0.220000	0.198500	0.136100	0.085700	0.100500	0.089800	0.103800	0.152000	0.169900
1408011.9	0.173900	0.182200	0.178200	0.215400	0.219000	0.194400	0.134500	0.084800	0.101400	0.088800	0.102200	0.150600	0.168900
1412969.7	0.172600	0.180000	0.176500	0.212800	0.218900	0.192800	0.133700	0.082400	0.098800	0.088200	0.100700	0.148700	0.168100
1417927.5	0.172100	0.178400	0.175100	0.210800	0.217800	0.190900	0.130700	0.081900	0.097300	0.086600	0.099500	0.147300	0.167000
1422885.3	0.169800	0.176000	0.173700	0.207600	0.216300	0.187300	0.130600	0.081500	0.098100	0.087300	0.099800	0.146200	0.165800
1427843.1	0.168700	0.174300	0.171600	0.204200	0.214800	0.184700	0.128800	0.081000	0.095100	0.084200	0.095600	0.145000	0.165200
1432800.9	0.168000	0.172000	0.170000	0.200700	0.213700	0.182800	0.127600	0.081300	0.095400	0.084900	0.095600	0.143700	0.163500
1437758.7	0.166600	0.170900	0.169600	0.199200	0.213100	0.179600	0.126200	0.083200	0.094000	0.083700	0.094500	0.143000	0.161300
1442716.4	0.166400	0.169800	0.167500	0.196100	0.215100	0.180000	0.125400	0.078100	0.093300	0.082800	0.093900	0.142700	0.159400
1447674.2	0.165100	0.168300	0.166500	0.192900	0.212000	0.176000	0.123900	0.079200	0.094400	0.083300	0.093100	0.142200	0.158200
1452632.0	0.165100	0.168000	0.166000	0.190200	0.211700	0.174700	0.123800	0.076600	0.091000	0.081600	0.092000	0.142100	0.158200
1457589.8	0.164300	0.166500	0.164700	0.186800	0.210700	0.172000	0.122500	0.076300	0.090100	0.080300	0.090000	0.140700	0.156700
1462547.6	0.163400	0.165700	0.163500	0.184700	0.212000	0.172000	0.122500	0.075400	0.091500	0.081800	0.092200	0.140800	0.155900
1467505.4	0.161400	0.163300	0.160700	0.180200	0.206200	0.166300	0.122700	0.078400	0.095400	0.086600	0.095600	0.138700	0.154700
1472463.2	0.161200	0.163700	0.160400	0.179900	0.210900	0.169300	0.119900	0.079200	0.089900	0.079900	0.088900	0.139800	0.154000
1477421.0	0.159900	0.162100	0.159500	0.176600	0.208700	0.166600	0.120000	0.076100	0.089000	0.081200	0.090800	0.138800	0.153600
1482378.7	0.159800	0.162200	0.159000	0.175000	0.208500	0.165700	0.120100	0.074400	0.091400	0.082600	0.092000	0.138900	0.152800
1487336.5	0.157900	0.159300	0.156500	0.170900	0.205200	0.162800	0.118900	0.073000	0.088100	0.081400	0.089900	0.137100	0.154900
1492294.3	0.157700	0.159400	0.156400	0.171100	0.208200	0.164700	0.117800	0.071300	0.088100	0.078700	0.088200	0.138000	0.153000
1497252.1	0.157000	0.158100	0.155400	0.168600	0.203200	0.159800	0.118000	0.073000	0.090200	0.080600	0.089800	0.136700	0.152600
