VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
356341.1	0.211600	0.187300	0.366500	0.262500	0.193800	0.163100	0.199000	0.275300	0.136000	0.247300
361505.5	0.212800	0.189000	0.369600	0.258100	0.192100	0.162700	0.181000	0.270300	0.131500	0.247600
366669.8	0.212200	0.188700	0.372200	0.258400	0.195200	0.164400	0.183800	0.269600	0.135400	0.243900
371834.2	0.212900	0.192000	0.378100	0.259800	0.194200	0.164100	0.185800	0.281200	0.135400	0.248400
376998.6	0.212300	0.190900	0.380200	0.255800	0.191700	0.164000	0.186000	0.293100	0.136600	0.248100
382162.9	0.208700	0.188200	0.377900	0.251400	0.190700	0.163100	0.188000	0.296100	0.138400	0.239500
387327.3	0.208000	0.188400	0.382200	0.249200	0.190800	0.162900	0.189100	0.296000	0.139200	0.237100
392491.7	0.206000	0.185900	0.381400	0.247100	0.188400	0.163900	0.190400	0.299300	0.140700	0.230900
397656.0	0.209700	0.188900	0.386600	0.246400	0.189500	0.163400	0.190100	0.308200	0.138800	0.236000
402820.4	0.210000	0.190500	0.391100	0.244000	0.188500	0.166900	0.189200	0.312300	0.138100	0.237700
407984.7	0.208100	0.186900	0.388800	0.242400	0.188400	0.163300	0.192100	0.331700	0.141300	0.230200
413149.1	0.212600	0.192000	0.392700	0.240600	0.187300	0.163300	0.191300	0.349200	0.139800	0.238600
418313.5	0.207500	0.181700	0.380600	0.237400	0.186300	0.162300	0.192900	0.337700	0.142100	0.220400
423477.8	0.216900	0.193700	0.390100	0.236700	0.183700	0.162100	0.189100	0.363900	0.135700	0.241400
428642.2	0.180800	0.146600	0.327300	0.216800	0.181600	0.161400	0.215600	0.280400	0.156500	0.164900
433806.6	0.214800	0.190600	0.395400	0.235900	0.190700	0.171200	0.196800	0.359000	0.141000	0.235000
438970.9	0.209200	0.185700	0.386400	0.229500	0.187200	0.165800	0.202200	0.357800	0.136400	0.225900
444135.3	0.207500	0.192200	0.389500	0.228400	0.195800	0.168900	0.204800	0.357400	0.140500	0.220500
449299.7	0.206700	0.199500	0.402800	0.225900	0.195800	0.170800	0.206700	0.359300	0.140800	0.222100
454464.0	0.202400	0.195900	0.400600	0.221600	0.192000	0.167200	0.203800	0.350400	0.140100	0.215900
459628.4	0.200800	0.195600	0.404000	0.218800	0.190700	0.167100	0.201700	0.342800	0.140200	0.213100
464792.7	0.202600	0.199200	0.415700	0.217800	0.191500	0.169000	0.199800	0.344100	0.138700	0.218800
469957.1	0.204400	0.200900	0.426600	0.217800	0.195200	0.174200	0.203400	0.344800	0.141800	0.217900
475121.5	0.203400	0.203100	0.436300	0.215000	0.192800	0.171500	0.200400	0.352200	0.138900	0.221900
480285.8	0.203200	0.202500	0.448200	0.215900	0.193400	0.171300	0.205100	0.347900	0.140200	0.219200
485450.2	0.202000	0.203500	0.452200	0.213300	0.191200	0.174100	0.201100	0.360600	0.138700	0.220400
490614.6	0.202500	0.202800	0.460000	0.213800	0.192600	0.170200	0.204300	0.372900	0.141800	0.216500
495778.9	0.201100	0.204900	0.465600	0.210000	0.193400	0.171800	0.201400	0.392400	0.140300	0.218800
500943.3	0.208300	0.219600	0.492200	0.218600	0.194400	0.171000	0.195900	0.424200	0.146200	0.235100
506107.7	0.204400	0.214700	0.493100	0.213900	0.196200	0.173200	0.194500	0.416800	0.143600	0.226600
511272.0	0.202500	0.213200	0.497500	0.212500	0.196100	0.174200	0.194500	0.418400	0.143400	0.226300
516436.4	0.203300	0.215800	0.502300	0.211200	0.196300	0.174700	0.194700	0.428200	0.143100	0.226000
521600.7	0.203900	0.217400	0.509600	0.210000	0.196100	0.175300	0.195200	0.431900	0.142200	0.226700
526765.1	0.202900	0.217700	0.509900	0.208200	0.197100	0.174900	0.195300	0.441800	0.142700	0.226500
531929.5	0.203900	0.215100	0.516300	0.206400	0.198800	0.175400	0.196800	0.443500	0.142100	0.226900
537093.8	0.202500	0.213700	0.524900	0.205500	0.198700	0.175800	0.194600	0.443100	0.142000	0.224900
542258.2	0.202400	0.212200	0.529700	0.203600	0.199100	0.176500	0.194800	0.447400	0.140900	0.222700
547422.6	0.199700	0.207400	0.528100	0.201300	0.196100	0.173800	0.192200	0.446100	0.140400	0.219100
552586.9	0.199300	0.205500	0.531000	0.199300	0.198600	0.176400	0.191200	0.447000	0.140100	0.219900
557751.3	0.197900	0.206000	0.533600	0.197200	0.199100	0.175000	0.189000	0.450200	0.139900	0.219200
562915.7	0.199500	0.210500	0.538300	0.196200	0.201000	0.176800	0.188900	0.468200	0.139800	0.225200
568080.0	0.199100	0.207600	0.538400	0.196500	0.200300	0.176600	0.189500	0.492900	0.139300	0.220300
573244.4	0.198900	0.205000	0.543000	0.193900	0.198800	0.175700	0.188900	0.526600	0.140800	0.218300
578408.7	0.200400	0.205600	0.550700	0.195100	0.199200	0.175000	0.190700	0.566500	0.139600	0.216300
583573.1	0.198600	0.200100	0.536400	0.188500	0.196100	0.169900	0.192700	0.576900	0.133800	0.213800
588737.5	0.198500	0.195700	0.544100	0.191300	0.195600	0.170900	0.195200	0.542400	0.137500	0.213000
593901.8	0.199200	0.196800	0.549200	0.192500	0.194000	0.171200	0.196300	0.525600	0.137900	0.220500
599066.2	0.198500	0.193100	0.555000	0.193500	0.196100	0.171300	0.198600	0.490300	0.140300	0.217400
604230.6	0.202500	0.198000	0.572400	0.190300	0.194100	0.169400	0.192600	0.480400	0.133600	0.234700
609394.9	0.200700	0.194200	0.575500	0.191600	0.193300	0.170400	0.193200	0.443800	0.136500	0.236000
614559.3	0.202600	0.192400	0.583500	0.193900	0.198700	0.171200	0.196000	0.415500	0.138400	0.238900
619723.7	0.203600	0.191900	0.573300	0.195100	0.195900	0.169100	0.195500	0.394200	0.139100	0.244100
624888.0	0.203900	0.191800	0.565300	0.194200	0.195400	0.169900	0.195800	0.380100	0.137200	0.246100
630052.4	0.205900	0.189100	0.563400	0.199000	0.197400	0.171400	0.202000	0.354100	0.143200	0.240200
635216.7	0.209000	0.193200	0.555100	0.199200	0.195600	0.171000	0.199700	0.354700	0.139300	0.250400
640381.1	0.210700	0.196300	0.545000	0.198100	0.193900	0.172000	0.196600	0.350900	0.137600	0.256700
645545.5	0.209900	0.193700	0.537900	0.200100	0.193100	0.171900	0.201200	0.334300	0.139200	0.254800
650709.8	0.206300	0.232500	0.468400	0.171800	0.144300	0.123000	0.156400	0.415000	0.114100	0.375000
655874.2	0.216000	0.204700	0.544900	0.208000	0.198600	0.175300	0.198100	0.336100	0.142300	0.279400
661038.6	0.215800	0.203300	0.536900	0.205600	0.199700	0.174500	0.200400	0.326900	0.142300	0.283100
666202.9	0.217500	0.203400	0.533600	0.207800	0.200900	0.175400	0.203000	0.316000	0.141800	0.287100
671367.3	0.217400	0.200800	0.530300	0.206700	0.202400	0.175500	0.206300	0.307500	0.143100	0.288100
676531.6	0.216900	0.199900	0.523100	0.206400	0.200400	0.174600	0.207100	0.304400	0.141700	0.295100
681696.0	0.217100	0.199500	0.514000	0.205000	0.199200	0.175000	0.208000	0.294200	0.141300	0.296700
686860.4	0.216700	0.195500	0.501900	0.203000	0.198600	0.173200	0.240900	0.286800	0.141500	0.298700
692024.7	0.218200	0.197800	0.503300	0.203500	0.198200	0.173000	0.248900	0.286400	0.141000	0.301800
697189.1	0.219200	0.197400	0.500700	0.202900	0.200200	0.175200	0.255000	0.283100	0.140600	0.304100
702353.5	0.218700	0.198000	0.493800	0.203600	0.201900	0.176600	0.257100	0.282300	0.140700	0.307900
707517.8	0.218300	0.196700	0.493000	0.203300	0.199600	0.174000	0.259600	0.277400	0.142400	0.303800
712682.2	0.219700	0.202100	0.491600	0.201400	0.198700	0.174500	0.247400	0.279800	0.137300	0.320600
717846.6	0.212900	0.188900	0.473300	0.201900	0.199400	0.173800	0.254100	0.260100	0.141000	0.298700
723010.9	0.221000	0.199700	0.485400	0.205300	0.199900	0.174800	0.252900	0.274800	0.138900	0.321800
728175.3	0.208500	0.163400	0.488900	0.219700	0.238800	0.209400	0.313900	0.207500	0.166100	0.242800
733339.6	0.212300	0.186700	0.457900	0.201200	0.199700	0.170300	0.267500	0.254900	0.137400	0.302900
738504.0	0.211500	0.184200	0.461000	0.202100	0.201100	0.172300	0.275100	0.248100	0.143400	0.300000
743668.4	0.211600	0.185200	0.454900	0.201300	0.199200	0.172400	0.272800	0.251300	0.139400	0.303900
748832.7	0.213200	0.184900	0.452300	0.199400	0.197000	0.169400	0.267700	0.250700	0.137500	0.303600
753997.1	0.212700	0.182600	0.451900	0.202500	0.198000	0.171300	0.271400	0.245400	0.140400	0.298600
759161.5	0.216200	0.187300	0.447700	0.201100	0.198300	0.170300	0.264000	0.254100	0.137100	0.307900
764325.8	0.219300	0.186600	0.453600	0.208200	0.205800	0.173800	0.275500	0.252500	0.143500	0.303000
769490.2	0.216100	0.185600	0.443400	0.203900	0.201700	0.170400	0.263600	0.250300	0.138200	0.302500
774654.6	0.219400	0.188900	0.452400	0.205900	0.204100	0.172600	0.266500	0.254400	0.140300	0.309000
779818.9	0.219000	0.186700	0.449400	0.206300	0.204600	0.175300	0.270200	0.250800	0.143400	0.303700
784983.3	0.216100	0.182000	0.445800	0.205600	0.209000	0.174600	0.268900	0.244000	0.143900	0.298800
790147.6	0.220000	0.187800	0.448400	0.206600	0.219200	0.174800	0.262100	0.252500	0.140400	0.310300
795312.0	0.219200	0.187700	0.447000	0.208200	0.218000	0.175800	0.258200	0.252500	0.139600	0.308200
800476.4	0.221000	0.194900	0.460300	0.207600	0.221200	0.177200	0.240500	0.258200	0.139200	0.313500
805640.7	0.220300	0.194200	0.457900	0.207400	0.217700	0.176100	0.237100	0.253200	0.139900	0.313300
810805.1	0.220400	0.193000	0.458100	0.209700	0.217200	0.177900	0.238400	0.253300	0.140400	0.313400
815969.5	0.220400	0.195800	0.461000	0.209700	0.215200	0.178200	0.234900	0.261100	0.139200	0.324100
821133.8	0.220000	0.193100	0.456000	0.208600	0.216700	0.178200	0.234700	0.257100	0.140000	0.318400
826298.2	0.219200	0.191600	0.456800	0.209700	0.218900	0.176400	0.233600	0.254400	0.141100	0.316500
831462.6	0.217000	0.189700	0.453700	0.209000	0.211900	0.176500	0.232000	0.251900	0.141300	0.317100
836626.9	0.217300	0.191800	0.454500	0.208800	0.209000	0.178000	0.227600	0.257100	0.140000	0.318900
841791.3	0.224200	0.201000	0.461600	0.208300	0.202600	0.174700	0.217700	0.267800	0.134000	0.342200
846955.6	0.214000	0.188100	0.447100	0.205900	0.207600	0.183800	0.224900	0.251700	0.139700	0.323100
852120.0	0.211900	0.182400	0.452200	0.207000	0.202100	0.179300	0.224800	0.242300	0.141300	0.310200
857284.4	0.221000	0.201800	0.460900	0.206200	0.203300	0.182400	0.213300	0.272400	0.133800	0.360300
862448.7	0.212100	0.187300	0.446900	0.203900	0.197300	0.175100	0.214000	0.250800	0.136800	0.329400
867613.1	0.209900	0.178600	0.434900	0.205800	0.194400	0.173700	0.223200	0.235800	0.133900	0.325200
872777.5	0.214200	0.182100	0.441000	0.207300	0.195700	0.176500	0.223700	0.242600	0.135400	0.332900
877941.8	0.209700	0.179400	0.441200	0.207200	0.196200	0.177700	0.225700	0.239500	0.138200	0.335300
883106.2	0.211600	0.184400	0.442000	0.210200	0.196700	0.178300	0.224800	0.241300	0.137700	0.342500
888270.6	0.213700	0.189900	0.446400	0.210500	0.195500	0.177900	0.221700	0.248500	0.137300	0.350300
893434.9	0.212300	0.185900	0.445000	0.211600	0.195400	0.179500	0.223700	0.242600	0.138200	0.345000
898599.3	0.211300	0.184800	0.445900	0.212600	0.195100	0.178400	0.222000	0.242800	0.140500	0.338800
903763.6	0.212600	0.186900	0.448900	0.212500	0.194900	0.179400	0.221200	0.244400	0.138800	0.347800
908928.0	0.212400	0.186700	0.448100	0.214300	0.196300	0.180800	0.222200	0.244700	0.140600	0.354700
914092.4	0.213300	0.189300	0.450800	0.214200	0.194900	0.179300	0.219800	0.251400	0.138900	0.364900
919256.7	0.214700	0.188000	0.457800	0.218000	0.195800	0.182600	0.225200	0.252200	0.142000	0.366000
924421.1	0.227600	0.213300	0.486600	0.226900	0.200800	0.186200	0.223700	0.291700	0.150400	0.401500
929585.5	0.216000	0.197200	0.466700	0.221300	0.200800	0.186100	0.221000	0.268500	0.149100	0.368100
934749.8	0.217300	0.198400	0.467900	0.220600	0.199300	0.186800	0.218700	0.273600	0.147800	0.375200
939914.2	0.217900	0.198900	0.467800	0.218100	0.199700	0.187400	0.218400	0.279000	0.148000	0.379000
945078.6	0.211900	0.190300	0.458300	0.210700	0.195100	0.182700	0.210100	0.261900	0.142600	0.365400
950242.9	0.216400	0.195000	0.461300	0.210800	0.194900	0.182100	0.207500	0.269900	0.142200	0.373800
955407.3	0.210700	0.186000	0.448100	0.207900	0.194200	0.181900	0.210400	0.255700	0.144600	0.343000
960571.6	0.213800	0.190200	0.451900	0.207500	0.195500	0.182400	0.209600	0.261900	0.144600	0.351900
965736.0	0.215900	0.190700	0.445400	0.206200	0.194800	0.180700	0.206100	0.263900	0.142500	0.357900
970900.4	0.214300	0.188800	0.445600	0.206500	0.195500	0.181000	0.207400	0.261600	0.144400	0.354100
976064.7	0.217200	0.195600	0.440800	0.203000	0.194200	0.181200	0.205600	0.274800	0.142000	0.369000
981229.1	0.222500	0.205600	0.446000	0.204900	0.194700	0.181000	0.201800	0.286200	0.138400	0.387400
986393.5	0.215500	0.170400	0.467400	0.227500	0.237600	0.219800	0.254900	0.214700	0.172200	0.279100
991557.8	0.218300	0.193300	0.431000	0.203600	0.193700	0.176500	0.214300	0.266000	0.140900	0.353700
996722.2	0.216200	0.189800	0.426300	0.203400	0.194800	0.177700	0.215900	0.259100	0.143300	0.345300
1001886.6	0.218400	0.192800	0.429800	0.203000	0.196000	0.181300	0.217100	0.264300	0.144300	0.353500
1007050.9	0.222500	0.202800	0.433600	0.203800	0.195500	0.179800	0.212100	0.274100	0.140900	0.375000
1012215.3	0.219500	0.196100	0.428300	0.202900	0.195300	0.179300	0.215200	0.267700	0.144000	0.364500
1017379.7	0.221700	0.194900	0.428600	0.204400	0.195400	0.178900	0.214700	0.267700	0.144000	0.368500
1022544.0	0.221900	0.195200	0.428000	0.201300	0.194800	0.180700	0.211700	0.273300	0.140600	0.371900
