VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
%.1f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f
Time	ROI(1-1)	ROI(1-2)	ROI(1-3)	ROI(1-4)	ROI(1-5)	ROI(1-6)	ROI(1-7)	ROI(1-8)	ROI(1-9)	ROI(1-10)	ROI(1-11)	ROI(1-12)
GraphNo	1	2	3	4	5	6	7	8	9	10	11	12
898599.2	0.181300	0.191900	0.165900	0.194000	0.196000	0.150800	0.116000	0.174700	0.161000	0.110500	0.100800	0.111200
903763.5	0.177600	0.192900	0.169600	0.194900	0.192100	0.148400	0.116800	0.167300	0.159300	0.111000	0.101500	0.111000
908927.9	0.172900	0.196800	0.185200	0.198900	0.184200	0.137800	0.109100	0.151800	0.153300	0.104300	0.095600	0.104700
914092.3	0.171800	0.197100	0.190800	0.200400	0.182700	0.136800	0.108300	0.149200	0.152400	0.104100	0.095600	0.104500
919256.6	0.178000	0.191000	0.170800	0.194400	0.190600	0.146200	0.114200	0.163600	0.159600	0.109700	0.099300	0.109200
924421.0	0.184400	0.189600	0.152500	0.189800	0.202700	0.158700	0.124600	0.190300	0.166300	0.117200	0.107200	0.117400
929585.4	0.181900	0.189900	0.159600	0.190600	0.196800	0.152700	0.117000	0.177200	0.161800	0.112100	0.102700	0.112000
934749.7	0.179400	0.191200	0.163200	0.191700	0.195600	0.153200	0.119300	0.175900	0.161100	0.112300	0.103200	0.113200
939914.1	0.182700	0.187700	0.150600	0.186400	0.199300	0.156900	0.122800	0.182900	0.164700	0.116400	0.105600	0.115900
945078.4	0.180800	0.188900	0.156300	0.189200	0.196500	0.151600	0.117200	0.176900	0.162200	0.112900	0.102400	0.113200
950242.8	0.172000	0.196000	0.186700	0.198900	0.183600	0.136200	0.104100	0.152200	0.151900	0.101900	0.093300	0.103600
955407.2	0.182000	0.189200	0.153200	0.188600	0.198200	0.155000	0.121100	0.181700	0.163300	0.113500	0.105100	0.113800
960571.5	0.180700	0.186500	0.151800	0.184600	0.195300	0.156000	0.125700	0.177800	0.163500	0.116900	0.108400	0.117200
965735.9	0.180800	0.187100	0.154700	0.187100	0.198600	0.156900	0.124500	0.184100	0.162300	0.114900	0.105400	0.114200
970900.3	0.174200	0.189600	0.169000	0.190600	0.187400	0.142100	0.110800	0.159100	0.155900	0.107800	0.098200	0.107200
976064.6	0.172900	0.193400	0.179600	0.195400	0.185000	0.139200	0.109800	0.154800	0.152900	0.104600	0.096800	0.105400
981229.0	0.179800	0.187700	0.156300	0.187500	0.194600	0.152200	0.121400	0.175700	0.161000	0.113800	0.106300	0.114300
986393.3	0.177900	0.190000	0.165700	0.190500	0.190600	0.146200	0.113100	0.165700	0.157000	0.108300	0.099500	0.109200
991557.7	0.171700	0.192600	0.184600	0.195500	0.184200	0.138600	0.110900	0.153300	0.152800	0.105500	0.097300	0.106600
