VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
259870.8	0.345200	0.414900	0.243600	0.218600	0.220000	0.253000	0.281400	0.294800	0.173000	0.221400	0.415800	0.195900
264966.3	0.335300	0.407600	0.239300	0.214600	0.218700	0.249000	0.275600	0.285100	0.172200	0.219100	0.423300	0.197100
270061.9	0.339100	0.410500	0.239100	0.215100	0.217500	0.248300	0.276500	0.292100	0.170200	0.207800	0.415700	0.191100
275157.4	0.341400	0.407300	0.237800	0.214300	0.217200	0.246600	0.273900	0.289000	0.170300	0.209400	0.452300	0.193200
280252.9	0.340800	0.407900	0.239400	0.216000	0.219000	0.249300	0.277300	0.295000	0.171000	0.204300	0.463600	0.191900
285348.4	0.340400	0.405200	0.235700	0.212400	0.217000	0.244900	0.271100	0.284900	0.171300	0.204700	0.485900	0.193700
290443.9	0.337200	0.405300	0.236200	0.212600	0.216700	0.246700	0.272300	0.285500	0.170300	0.200100	0.493100	0.192600
295539.4	0.332400	0.399200	0.233800	0.211100	0.215900	0.244800	0.269800	0.280100	0.170200	0.198700	0.510100	0.193400
300634.9	0.330100	0.395900	0.232200	0.209000	0.214600	0.243200	0.267300	0.276400	0.171100	0.200400	0.536000	0.194200
305730.4	0.333000	0.397600	0.233700	0.210000	0.215100	0.243900	0.268300	0.278800	0.170100	0.194000	0.528400	0.191200
310825.9	0.331600	0.399000	0.232600	0.209900	0.215400	0.243000	0.268200	0.277300	0.169900	0.190200	0.527700	0.191400
315921.4	0.330200	0.394500	0.230900	0.208200	0.215400	0.242500	0.265400	0.270500	0.171200	0.191900	0.535600	0.192200
321016.9	0.332500	0.397100	0.234200	0.210900	0.217300	0.245400	0.268600	0.280200	0.171500	0.190300	0.539300	0.189800
326112.4	0.329100	0.392500	0.232100	0.208800	0.216300	0.242900	0.265000	0.274000	0.171500	0.188400	0.547200	0.191200
331207.9	0.329200	0.391900	0.230600	0.208800	0.216600	0.243300	0.264000	0.273500	0.171200	0.188900	0.552700	0.191300
336303.4	0.328700	0.392800	0.232000	0.210000	0.218100	0.244000	0.266100	0.276200	0.171000	0.182200	0.526200	0.189000
341398.9	0.328900	0.390800	0.230400	0.208500	0.218300	0.244200	0.262600	0.268900	0.173000	0.185800	0.543700	0.192700
346494.4	0.330300	0.394400	0.231900	0.209700	0.216400	0.244900	0.264300	0.278200	0.170000	0.176400	0.523200	0.187100
351589.9	0.327600	0.391700	0.230800	0.209500	0.216000	0.245100	0.264200	0.277800	0.170300	0.177800	0.524300	0.189200
356685.4	0.327000	0.390200	0.230200	0.209200	0.216000	0.244600	0.261400	0.274200	0.169700	0.176200	0.528300	0.188300
361781.0	0.324400	0.388400	0.230800	0.208900	0.214900	0.244200	0.261800	0.275800	0.168700	0.171100	0.510400	0.185600
366876.5	0.322900	0.386800	0.229600	0.208900	0.215800	0.244800	0.261600	0.271800	0.170500	0.175400	0.523100	0.188400
371972.0	0.326200	0.389200	0.230400	0.209800	0.217600	0.246000	0.262200	0.270200	0.173000	0.177000	0.528900	0.192000
377067.5	0.329400	0.392500	0.232700	0.211000	0.218300	0.247500	0.264200	0.275400	0.172700	0.176000	0.522400	0.189600
382163.0	0.325300	0.392000	0.231300	0.210400	0.216600	0.246100	0.263100	0.272700	0.171700	0.170900	0.499900	0.190000
387258.5	0.318700	0.383800	0.229200	0.210100	0.215900	0.244600	0.259200	0.267400	0.172000	0.172900	0.472000	0.190500
392354.0	0.312200	0.381900	0.230400	0.211500	0.215000	0.244900	0.259400	0.270100	0.170600	0.166800	0.403300	0.186500
397449.5	0.307600	0.374900	0.229200	0.211100	0.214500	0.243600	0.256600	0.262300	0.172200	0.168700	0.368800	0.188500
402545.0	0.303100	0.370300	0.229500	0.211300	0.214900	0.242800	0.255000	0.258800	0.172700	0.169800	0.331100	0.188500
407640.5	0.299000	0.369000	0.228300	0.211900	0.213800	0.242100	0.253300	0.257500	0.172300	0.164000	0.289000	0.185100
412736.0	0.295100	0.362800	0.228400	0.210600	0.213800	0.241700	0.251400	0.248800	0.174900	0.174100	0.284100	0.190500
417831.5	0.291400	0.361200	0.227700	0.211600	0.213300	0.242300	0.251100	0.251400	0.173600	0.167600	0.246100	0.187900
422927.0	0.287600	0.358700	0.228200	0.212600	0.211200	0.241500	0.251700	0.255200	0.170300	0.161300	0.216300	0.183000
428022.5	0.285200	0.356400	0.227500	0.211900	0.212500	0.241800	0.250700	0.248100	0.174100	0.163900	0.203800	0.186200
433118.0	0.284000	0.356000	0.228100	0.212500	0.211400	0.241900	0.250700	0.251400	0.172100	0.158600	0.182500	0.182400
438213.5	0.283400	0.350900	0.226300	0.210400	0.210500	0.239700	0.246200	0.242800	0.174000	0.167200	0.188300	0.187400
443309.0	0.279500	0.351300	0.226600	0.211900	0.210200	0.241200	0.249000	0.247200	0.171600	0.157400	0.160500	0.182900
448404.5	0.278100	0.348100	0.226800	0.210800	0.210500	0.241400	0.247400	0.242700	0.173200	0.163100	0.163000	0.185900
453500.0	0.277100	0.349300	0.226900	0.211700	0.208400	0.240400	0.248200	0.247300	0.170700	0.155900	0.146900	0.181400
458595.6	0.272600	0.343900	0.224900	0.210000	0.207000	0.239200	0.245600	0.242500	0.171300	0.158000	0.144900	0.183400
463691.1	0.270300	0.341000	0.224900	0.209300	0.207900	0.239600	0.244300	0.237600	0.174200	0.161400	0.146300	0.187300
468786.6	0.271100	0.342700	0.226300	0.209700	0.207700	0.240400	0.245900	0.240600	0.173900	0.159600	0.140500	0.185400
473882.1	0.271200	0.340100	0.225300	0.208500	0.207000	0.238400	0.244300	0.239000	0.172000	0.158300	0.137100	0.183600
478977.6	0.268000	0.339700	0.224000	0.208400	0.205800	0.238300	0.243100	0.238900	0.170600	0.153800	0.126800	0.181700
484073.1	0.268000	0.340300	0.224300	0.209100	0.205700	0.239100	0.244500	0.240400	0.170600	0.153200	0.123700	0.181600
489168.6	0.265600	0.335700	0.222200	0.207100	0.204600	0.237400	0.241900	0.232500	0.172600	0.157300	0.126600	0.185000
494264.1	0.263100	0.334800	0.221800	0.207100	0.203600	0.237400	0.242100	0.237200	0.169100	0.152700	0.123500	0.180000
499359.6	0.261700	0.333000	0.221800	0.206500	0.203900	0.235500	0.240400	0.235100	0.170200	0.155100	0.126800	0.181700
504455.1	0.261700	0.334100	0.221100	0.206600	0.203500	0.237000	0.242300	0.235600	0.171100	0.153900	0.123200	0.181200
509550.6	0.255500	0.326400	0.219700	0.204700	0.201200	0.234500	0.240600	0.234500	0.168700	0.152400	0.123500	0.181300
514646.1	0.259100	0.328500	0.219000	0.203900	0.201600	0.234000	0.240300	0.233100	0.169600	0.153100	0.124400	0.181300
519741.6	0.256200	0.324700	0.217600	0.202900	0.200700	0.233400	0.239400	0.231500	0.168300	0.149900	0.124200	0.177800
524837.1	0.257100	0.325200	0.217200	0.202500	0.200200	0.232400	0.240100	0.233200	0.168500	0.151900	0.140500	0.180400
529932.6	0.259100	0.326100	0.216700	0.202300	0.200700	0.233000	0.240400	0.233400	0.168900	0.150600	0.155900	0.180000
535028.1	0.260200	0.325900	0.216200	0.201600	0.201200	0.233400	0.243100	0.236400	0.169300	0.149500	0.177400	0.180500
540123.6	0.263200	0.327000	0.216000	0.200800	0.200100	0.232800	0.243900	0.239300	0.168600	0.150900	0.214400	0.182300
545219.1	0.267900	0.327400	0.215600	0.199900	0.199900	0.231700	0.243400	0.238800	0.168700	0.149700	0.241400	0.181700
550314.6	0.270300	0.329600	0.216300	0.200300	0.201000	0.233000	0.245400	0.243000	0.170700	0.154900	0.277900	0.186000
555410.1	0.275100	0.334100	0.216900	0.201200	0.200500	0.234100	0.249800	0.252200	0.167600	0.146200	0.276500	0.178900
560505.7	0.272800	0.327500	0.212600	0.197000	0.197900	0.230300	0.246600	0.246600	0.166700	0.150000	0.306100	0.181600
565601.2	0.277900	0.330500	0.212500	0.197200	0.198400	0.231200	0.249100	0.248600	0.167600	0.149200	0.310800	0.181800
570696.7	0.282100	0.334200	0.213600	0.197900	0.198600	0.232600	0.251300	0.252600	0.167600	0.151300	0.329400	0.182400
575792.2	0.282600	0.331800	0.212200	0.197200	0.197800	0.231400	0.251900	0.255100	0.167400	0.149000	0.326400	0.184000
580887.7	0.286500	0.333500	0.211200	0.195500	0.197800	0.231100	0.251800	0.252600	0.168400	0.152400	0.352000	0.185400
585983.2	0.290700	0.339300	0.213600	0.197900	0.198700	0.234000	0.256400	0.264500	0.167300	0.145400	0.336700	0.181600
591078.7	0.295900	0.340800	0.213900	0.197900	0.198700	0.233200	0.256900	0.263800	0.168400	0.148900	0.355600	0.183700
596174.2	0.299500	0.341500	0.213200	0.197300	0.199800	0.233100	0.256900	0.259600	0.171600	0.154300	0.379200	0.189600
601269.7	0.305000	0.347000	0.213300	0.198100	0.198700	0.234000	0.260400	0.270000	0.169500	0.150600	0.373000	0.186500
606365.2	0.312700	0.351800	0.216200	0.199400	0.200300	0.235100	0.263000	0.274000	0.170700	0.148500	0.371900	0.186200
611460.7	0.312300	0.351800	0.215400	0.198200	0.199800	0.233600	0.262600	0.274900	0.171300	0.149100	0.373000	0.188000
616556.2	0.321800	0.356900	0.215900	0.198600	0.198900	0.233700	0.263000	0.277100	0.171600	0.151200	0.388700	0.188500
621651.7	0.319200	0.356400	0.214900	0.197700	0.199100	0.233100	0.263200	0.276000	0.170500	0.146600	0.372800	0.187600
626747.2	0.322900	0.357400	0.214400	0.197100	0.198500	0.233000	0.262100	0.277500	0.171000	0.149200	0.387600	0.188100
631842.7	0.326100	0.362000	0.214400	0.197500	0.197400	0.233200	0.264100	0.284100	0.169400	0.144300	0.368700	0.184200
636938.2	0.324500	0.363400	0.214400	0.198800	0.198300	0.234100	0.265700	0.285100	0.170000	0.144100	0.366000	0.185200
642033.7	0.325300	0.363000	0.212700	0.196400	0.198700	0.231600	0.261600	0.274900	0.173200	0.151300	0.380800	0.192100
647129.2	0.330700	0.368700	0.214200	0.197700	0.199000	0.233000	0.264100	0.283400	0.171700	0.147700	0.383000	0.188700
652224.7	0.328600	0.368500	0.213900	0.198000	0.197900	0.232800	0.266100	0.286100	0.171200	0.147500	0.383600	0.188700
657320.2	0.330900	0.367000	0.213300	0.197600	0.198800	0.232600	0.263500	0.280800	0.173800	0.149500	0.388000	0.191900
662415.8	0.337600	0.371700	0.213800	0.197500	0.198700	0.232000	0.265600	0.287900	0.172800	0.149000	0.392600	0.189300
667511.3	0.336400	0.374100	0.214300	0.198200	0.199200	0.233400	0.267000	0.286600	0.174200	0.148000	0.380200	0.190000
672606.8	0.339800	0.374400	0.213300	0.197400	0.199000	0.232800	0.265300	0.285900	0.174400	0.152600	0.402400	0.191400
677702.3	0.340700	0.376400	0.214900	0.198000	0.200000	0.233600	0.268100	0.288900	0.174400	0.149900	0.392000	0.191000
682797.8	0.343500	0.378300	0.213900	0.197800	0.199600	0.232200	0.267300	0.289100	0.175300	0.152300	0.413100	0.192900
687893.3	0.340000	0.378500	0.214800	0.198600	0.201100	0.234300	0.269800	0.290100	0.176500	0.150200	0.409000	0.192700
692988.8	0.340400	0.379300	0.214200	0.198300	0.198800	0.232100	0.268300	0.294000	0.173500	0.146700	0.411000	0.190400
698084.3	0.344900	0.382100	0.214700	0.198500	0.199900	0.233800	0.270300	0.296800	0.174800	0.146900	0.410600	0.190200
703179.8	0.343200	0.380100	0.213100	0.197500	0.199900	0.232500	0.268000	0.290000	0.176400	0.150000	0.416900	0.194400
708275.3	0.345500	0.385200	0.214800	0.198200	0.202100	0.234600	0.270500	0.291900	0.177200	0.148400	0.409200	0.196300
713370.8	0.347300	0.387300	0.216500	0.199900	0.200200	0.235300	0.272800	0.300900	0.175000	0.145300	0.401500	0.190900
718466.3	0.347800	0.384300	0.214600	0.197700	0.201600	0.232400	0.268000	0.286200	0.179500	0.156400	0.441800	0.199700
723561.8	0.343400	0.383600	0.214900	0.198700	0.200300	0.233100	0.270000	0.293400	0.177800	0.149200	0.416300	0.195600
728657.3	0.345600	0.387800	0.218000	0.199800	0.202000	0.234900	0.270900	0.294700	0.179500	0.150700	0.429400	0.197600
733752.8	0.348800	0.390700	0.216500	0.199600	0.201800	0.233600	0.269400	0.294900	0.180200	0.149900	0.421200	0.197200
738848.3	0.347200	0.389500	0.216400	0.198400	0.201200	0.232900	0.267500	0.293400	0.178400	0.150200	0.428400	0.196900
743943.8	0.347900	0.387700	0.217800	0.197400	0.202800	0.232900	0.264900	0.288000	0.180500	0.155900	0.445200	0.201400
749039.3	0.343900	0.389400	0.220700	0.199300	0.203100	0.235200	0.268300	0.292300	0.179600	0.148800	0.410900	0.197500
754134.8	0.345200	0.389500	0.221700	0.199100	0.202000	0.234100	0.266700	0.291300	0.178400	0.147900	0.410400	0.196000
759230.3	0.342500	0.389000	0.221000	0.198300	0.200700	0.232900	0.264400	0.287200	0.177900	0.148500	0.396400	0.196300
764325.8	0.339200	0.389500	0.221100	0.198400	0.200400	0.233200	0.265400	0.289000	0.176800	0.147400	0.390400	0.194700
769421.4	0.336500	0.386900	0.219700	0.197200	0.199100	0.232100	0.263800	0.287600	0.176000	0.147000	0.386400	0.194500
774516.9	0.335300	0.387300	0.220900	0.197800	0.200900	0.233300	0.265400	0.287500	0.176900	0.148100	0.386500	0.195600
779612.4	0.334700	0.387700	0.219500	0.197200	0.200000	0.233200	0.264800	0.288200	0.176700	0.145700	0.374000	0.195200
784707.9	0.331600	0.385700	0.219300	0.197500	0.200800	0.234500	0.265000	0.286400	0.176800	0.145900	0.376100	0.195400
789803.4	0.330000	0.384900	0.217900	0.197300	0.200200	0.233900	0.262400	0.285700	0.174900	0.145600	0.376300	0.192600
794898.9	0.329000	0.383700	0.218000	0.198000	0.200800	0.233600	0.262400	0.284600	0.175500	0.145400	0.375700	0.192300
799994.4	0.331400	0.384900	0.219200	0.198200	0.199700	0.233200	0.261600	0.285900	0.174200	0.143600	0.369900	0.190400
805089.9	0.328300	0.380200	0.219200	0.197900	0.200900	0.233600	0.259800	0.276800	0.177300	0.150000	0.390700	0.196500
810185.4	0.324500	0.378900	0.219100	0.197400	0.200300	0.232500	0.259800	0.275600	0.176500	0.146200	0.371000	0.194100
815280.9	0.328400	0.383600	0.219100	0.197700	0.198500	0.230700	0.259800	0.286200	0.171500	0.141700	0.362700	0.187100
820376.4	0.323000	0.381500	0.218600	0.197800	0.199600	0.231800	0.260700	0.282400	0.172500	0.141600	0.349500	0.187600
825471.9	0.319900	0.377500	0.216900	0.195300	0.198300	0.230100	0.258200	0.274400	0.174600	0.146800	0.368700	0.192800
830567.4	0.321900	0.381400	0.217100	0.195600	0.198700	0.229700	0.257500	0.277600	0.172600	0.145100	0.368300	0.189400
835662.9	0.320900	0.381600	0.217900	0.196500	0.199000	0.231800	0.260300	0.278600	0.173500	0.144700	0.363000	0.189800
840758.4	0.318200	0.381200	0.217200	0.196400	0.199100	0.231200	0.259700	0.279100	0.173300	0.144500	0.360400	0.189700
