VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
%.1f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f
Time	ROI(1-1)	ROI(1-2)	ROI(1-3)	ROI(1-4)	ROI(1-5)	ROI(1-6)	ROI(1-7)	ROI(1-8)	ROI(1-9)	ROI(1-10)	ROI(1-11)	ROI(1-12)	ROI(1-13)	ROI(1-14)	ROI(1-15)	ROI(1-16)	ROI(1-17)
GraphNo	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
703179.6	0.219100	0.140100	0.163000	0.228100	0.161500	0.203500	0.216000	0.109600	0.173200	0.197500	0.193100	0.108500	0.182300	0.164700	0.176000	0.155800	0.091700
708275.1	0.219200	0.142500	0.163000	0.224600	0.157900	0.200500	0.212700	0.115000	0.170400	0.196200	0.191700	0.113400	0.180700	0.163700	0.174900	0.155300	0.092800
713370.6	0.217000	0.141700	0.164000	0.223600	0.160600	0.202600	0.214800	0.113700	0.172100	0.197500	0.192700	0.111100	0.181500	0.164500	0.174200	0.154300	0.093500
718466.2	0.209500	0.137000	0.163400	0.232700	0.167400	0.209800	0.232400	0.104000	0.176800	0.201800	0.196800	0.104700	0.187600	0.165200	0.174600	0.154800	0.086900
723561.7	0.217200	0.145500	0.164000	0.223200	0.154700	0.199600	0.211800	0.116300	0.170000	0.194600	0.189700	0.113900	0.179000	0.164400	0.176300	0.156500	0.095600
728657.2	0.212600	0.142800	0.163900	0.226200	0.158100	0.202200	0.220100	0.112900	0.170600	0.197200	0.192000	0.112100	0.181200	0.163900	0.174800	0.155900	0.093800
733752.7	0.219700	0.148600	0.165700	0.216100	0.153200	0.197400	0.204900	0.124500	0.166400	0.192500	0.187600	0.119000	0.174700	0.164100	0.176400	0.156900	0.100300
738848.2	0.216200	0.144600	0.166400	0.225900	0.155600	0.204300	0.217000	0.116600	0.171300	0.196700	0.191100	0.113300	0.180700	0.165100	0.176100	0.157000	0.095200
743943.7	0.210800	0.138300	0.168400	0.233600	0.167700	0.211600	0.235000	0.108900	0.176400	0.204100	0.198600	0.107600	0.187400	0.166300	0.176100	0.157500	0.092100
749039.2	0.216500	0.145400	0.169200	0.228300	0.162800	0.207500	0.225900	0.116100	0.173500	0.201500	0.195400	0.114600	0.184000	0.166900	0.177400	0.158300	0.095800
754134.7	0.211700	0.141600	0.170200	0.234000	0.169900	0.213100	0.237200	0.108700	0.177500	0.206000	0.200000	0.109600	0.189400	0.168500	0.179600	0.159100	0.091400
759230.2	0.219100	0.146900	0.169300	0.228600	0.158200	0.206200	0.218800	0.117100	0.172100	0.199300	0.195600	0.116100	0.182800	0.167300	0.180800	0.160000	0.097000
764325.7	0.222100	0.148100	0.170800	0.229200	0.163700	0.208400	0.220900	0.122100	0.173900	0.201800	0.196000	0.118400	0.184900	0.168300	0.180900	0.159900	0.099500
769421.2	0.223500	0.148200	0.170700	0.224800	0.160100	0.205200	0.213100	0.121100	0.171600	0.200200	0.194500	0.119600	0.182100	0.168700	0.180600	0.160400	0.099200
774516.7	0.216700	0.142600	0.174500	0.232100	0.163100	0.211900	0.227300	0.113000	0.177500	0.205100	0.199400	0.112000	0.187800	0.168900	0.180000	0.159600	0.094900
779612.2	0.217600	0.144200	0.176100	0.228000	0.162300	0.209100	0.222800	0.114300	0.174200	0.204300	0.197000	0.113300	0.184500	0.167100	0.179200	0.159600	0.096600
784707.7	0.217600	0.142200	0.179600	0.236900	0.171400	0.215700	0.236500	0.110800	0.178600	0.207700	0.201000	0.111600	0.191600	0.169100	0.179400	0.160100	0.093600
789803.2	0.224400	0.146500	0.180800	0.226600	0.160900	0.209900	0.221800	0.116900	0.173400	0.203400	0.196100	0.115600	0.184400	0.168600	0.180100	0.159800	0.097900
794898.7	0.222800	0.144200	0.179200	0.231300	0.167500	0.213900	0.234200	0.114000	0.176300	0.206200	0.198600	0.112500	0.189200	0.169600	0.180900	0.161100	0.096500
799994.2	0.222700	0.145100	0.178500	0.229300	0.164600	0.212900	0.229700	0.114400	0.175500	0.204000	0.197000	0.114600	0.187700	0.171200	0.182200	0.161500	0.099000
805089.7	0.219100	0.141300	0.176000	0.232700	0.166700	0.213700	0.236500	0.110300	0.176000	0.206000	0.197900	0.111400	0.188600	0.170400	0.180500	0.160900	0.099300
810185.2	0.225800	0.147900	0.174800	0.225700	0.161600	0.208500	0.222800	0.124200	0.171700	0.202300	0.194500	0.120500	0.185000	0.170200	0.182000	0.161900	0.106000
815280.7	0.222000	0.143500	0.172600	0.227600	0.165600	0.212300	0.231800	0.112500	0.176600	0.206400	0.198700	0.113700	0.188300	0.170200	0.180100	0.161500	0.102000
820376.2	0.222400	0.148600	0.173800	0.226800	0.162700	0.210300	0.226500	0.120000	0.173900	0.204700	0.197400	0.118400	0.186900	0.170500	0.180800	0.161400	0.105900
825471.7	0.220100	0.144600	0.174200	0.233100	0.164600	0.213300	0.234600	0.113600	0.175500	0.205800	0.198500	0.115100	0.189300	0.170800	0.180100	0.161900	0.102600
830567.2	0.217400	0.140900	0.174200	0.230500	0.168800	0.215300	0.240700	0.107900	0.177200	0.208200	0.200500	0.110100	0.190800	0.170000	0.179500	0.160500	0.099100
835662.7	0.219400	0.142700	0.172600	0.229500	0.165000	0.214500	0.234200	0.114200	0.175800	0.207300	0.199600	0.112600	0.188600	0.169200	0.178500	0.161500	0.098900
840758.3	0.221300	0.145100	0.174900	0.234000	0.166600	0.216500	0.237400	0.114600	0.177300	0.208200	0.201400	0.115100	0.192500	0.171500	0.180200	0.161500	0.100400
845853.8	0.220700	0.144100	0.174000	0.228900	0.168200	0.214400	0.239500	0.112100	0.176200	0.207900	0.199600	0.113700	0.189900	0.171300	0.180100	0.163300	0.099800
850949.3	0.226200	0.146400	0.172800	0.227800	0.165500	0.212700	0.234400	0.116400	0.174500	0.205400	0.197400	0.116700	0.187000	0.171700	0.180000	0.163000	0.101500
