VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
%.1f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f
Time	ROI(1-1)	ROI(1-2)	ROI(1-3)	ROI(1-4)	ROI(1-5)	ROI(1-6)	ROI(1-7)	ROI(1-8)	ROI(1-9)	ROI(1-10)	ROI(1-11)	ROI(1-12)	ROI(1-13)	ROI(1-14)	ROI(1-15)	ROI(1-16)	ROI(1-17)	ROI(1-18)	ROI(1-19)	ROI(1-20)	ROI(1-21)
GraphNo	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
485450.3	0.156800	0.184700	0.213000	0.239400	0.166600	0.174400	0.191400	0.200700	0.140200	0.107200	0.293000	0.208400	0.169500	0.112900	0.185200	0.194100	0.093300	0.107100	0.186900	0.167000	0.235900
490614.7	0.157600	0.185300	0.212200	0.237700	0.165200	0.172000	0.191100	0.202800	0.135800	0.101900	0.286100	0.204900	0.165800	0.107200	0.183100	0.195800	0.089200	0.102900	0.188900	0.169100	0.232000
495779.0	0.160200	0.186600	0.209600	0.239000	0.166900	0.173200	0.191900	0.204200	0.138200	0.107000	0.272700	0.205900	0.167100	0.111100	0.183400	0.195700	0.092000	0.105400	0.189900	0.169900	0.228500
500943.4	0.158000	0.184000	0.205800	0.237300	0.166000	0.172300	0.190300	0.202500	0.136600	0.105300	0.262600	0.204100	0.166200	0.109300	0.181800	0.194400	0.091500	0.105700	0.190500	0.169100	0.227000
506107.8	0.157500	0.184200	0.202400	0.236500	0.167400	0.173200	0.191000	0.202200	0.138200	0.107600	0.254300	0.203100	0.167900	0.111600	0.181200	0.193200	0.092300	0.107600	0.189100	0.169600	0.226600
511272.1	0.158400	0.184500	0.195700	0.228500	0.164300	0.172100	0.191200	0.205900	0.131600	0.099500	0.244100	0.199300	0.162600	0.104500	0.178200	0.197700	0.087500	0.101300	0.193800	0.175200	0.223100
516436.5	0.157100	0.182300	0.191800	0.232400	0.167100	0.174900	0.191700	0.201100	0.140400	0.107200	0.233900	0.199300	0.165000	0.110300	0.177200	0.192000	0.091500	0.108200	0.189700	0.170000	0.226300
521600.9	0.156200	0.182200	0.186100	0.231800	0.165600	0.178100	0.192400	0.202900	0.135900	0.098700	0.231000	0.199300	0.163800	0.103900	0.176200	0.193600	0.088300	0.102800	0.190800	0.171200	0.231300
526765.2	0.154400	0.179300	0.183400	0.232700	0.164500	0.192900	0.195500	0.200400	0.140000	0.106500	0.226100	0.202400	0.168900	0.111400	0.178300	0.190800	0.093300	0.110200	0.188800	0.169600	0.243200
531929.6	0.158700	0.184400	0.183600	0.231900	0.164400	0.276200	0.212000	0.207300	0.128400	0.097300	0.223900	0.197600	0.162600	0.104700	0.178200	0.197100	0.086400	0.101700	0.195000	0.177100	0.239000
537094.0	0.157000	0.181200	0.181700	0.235700	0.168300	0.256800	0.208500	0.201100	0.135400	0.103500	0.219400	0.199000	0.165400	0.111800	0.177100	0.190600	0.091000	0.109000	0.189600	0.170700	0.240300
542258.3	0.155800	0.179000	0.176100	0.234800	0.166600	0.229100	0.202100	0.202800	0.135200	0.105900	0.216900	0.198200	0.165200	0.114800	0.175000	0.191700	0.092600	0.110300	0.190500	0.171100	0.238000
547422.7	0.156800	0.178300	0.176700	0.236700	0.169000	0.224000	0.201800	0.198900	0.139900	0.111300	0.215200	0.199300	0.168300	0.119200	0.174600	0.188300	0.094600	0.113500	0.187900	0.168100	0.236100
552587.0	0.155900	0.178200	0.174900	0.235700	0.169600	0.263300	0.210000	0.200500	0.137200	0.106000	0.216900	0.197500	0.165900	0.117300	0.174100	0.190600	0.091700	0.110400	0.189500	0.169900	0.235700
557751.4	0.154700	0.176500	0.172600	0.235800	0.167400	0.235200	0.205600	0.200100	0.136200	0.103700	0.218000	0.198100	0.166800	0.114200	0.173300	0.190100	0.091500	0.109200	0.190100	0.170100	0.233500
562915.8	0.156300	0.177500	0.170300	0.236500	0.168000	0.221900	0.203100	0.202600	0.134400	0.102000	0.217900	0.195300	0.166000	0.114700	0.170500	0.193900	0.090000	0.106700	0.191100	0.171400	0.230400
568080.1	0.156400	0.176900	0.168600	0.235500	0.168800	0.245300	0.207700	0.202300	0.133100	0.101500	0.215900	0.194200	0.167600	0.114600	0.171300	0.196500	0.089900	0.106100	0.190500	0.170900	0.230300
573244.5	0.155700	0.176400	0.167200	0.233000	0.167100	0.242400	0.208200	0.202000	0.134800	0.103500	0.218700	0.193900	0.168300	0.117100	0.171200	0.201700	0.091500	0.107600	0.191500	0.172000	0.234300
578408.9	0.154600	0.175300	0.165300	0.228800	0.166100	0.220900	0.205400	0.202600	0.131100	0.099600	0.224300	0.193500	0.166800	0.112500	0.170800	0.202300	0.088900	0.104000	0.193800	0.173100	0.232700
583573.2	0.156400	0.175600	0.166000	0.227200	0.165500	0.207300	0.204000	0.203400	0.130700	0.103100	0.224400	0.191800	0.166800	0.118000	0.169800	0.199500	0.090300	0.105800	0.193800	0.173400	0.225600
588737.6	0.154600	0.176000	0.164100	0.227100	0.166300	0.206200	0.203300	0.199900	0.134800	0.103000	0.225400	0.192500	0.170000	0.118900	0.170500	0.196800	0.091000	0.107000	0.190700	0.170800	0.224100
593902.0	0.155000	0.175800	0.166100	0.227600	0.168400	0.206800	0.203600	0.201100	0.136100	0.104800	0.230900	0.192600	0.169400	0.120200	0.171800	0.197200	0.091500	0.107900	0.192600	0.171600	0.226200
599066.3	0.154600	0.176300	0.167200	0.222500	0.165700	0.203200	0.203100	0.201500	0.132500	0.103900	0.236500	0.191300	0.168500	0.118700	0.172900	0.201800	0.089100	0.105900	0.193800	0.172200	0.228800
604230.7	0.152000	0.174500	0.166900	0.215600	0.161100	0.193400	0.201400	0.200700	0.127100	0.098700	0.251800	0.189400	0.165000	0.114400	0.172000	0.207700	0.089500	0.102600	0.196400	0.173300	0.229400
609395.0	0.156400	0.179000	0.174000	0.216500	0.165700	0.196500	0.210100	0.206300	0.130600	0.101100	0.309700	0.191700	0.166800	0.118800	0.179700	0.220600	0.090800	0.105200	0.203000	0.179900	0.242300
614559.4	0.159400	0.181000	0.181400	0.222600	0.172900	0.189700	0.213800	0.212500	0.137000	0.106800	0.337300	0.196100	0.172000	0.124000	0.187400	0.250600	0.093900	0.107700	0.206300	0.180800	0.247200
619723.8	0.160600	0.182700	0.189600	0.223700	0.174200	0.183800	0.213700	0.210900	0.141900	0.113300	0.340600	0.197500	0.174600	0.133500	0.194600	0.346400	0.098900	0.115000	0.204700	0.180300	0.250100
624888.1	0.162500	0.185800	0.206200	0.222500	0.171400	0.181700	0.214900	0.213800	0.139400	0.109700	0.343800	0.196800	0.170800	0.127600	0.205600	0.378100	0.096100	0.108500	0.210300	0.184300	0.255700
630052.5	0.161500	0.185100	0.223900	0.222200	0.174300	0.181500	0.217400	0.212700	0.137300	0.106600	0.336700	0.197600	0.170300	0.128000	0.207700	0.369700	0.097500	0.108100	0.211400	0.182100	0.267500
635216.9	0.164400	0.186800	0.234400	0.219700	0.172500	0.183100	0.220700	0.213300	0.138600	0.108000	0.360600	0.198800	0.172900	0.129400	0.210200	0.370600	0.098200	0.109300	0.221800	0.184900	0.286900
640381.2	0.166800	0.189000	0.249300	0.220000	0.173800	0.182200	0.225600	0.214500	0.138900	0.109300	0.350700	0.197700	0.171500	0.134700	0.202700	0.369100	0.098100	0.110800	0.235100	0.188100	0.304200
645545.6	0.166300	0.188700	0.252100	0.217200	0.172500	0.180300	0.227300	0.216100	0.135300	0.107500	0.356200	0.196700	0.172000	0.131300	0.202500	0.370000	0.098300	0.107900	0.249700	0.189700	0.308100
650710.0	0.163800	0.187800	0.256200	0.217200	0.172000	0.181000	0.231600	0.215400	0.138000	0.108100	0.361300	0.201500	0.173100	0.129000	0.205000	0.369700	0.101800	0.108300	0.270500	0.193200	0.312400
655874.3	0.166400	0.189700	0.258800	0.215800	0.172500	0.179500	0.233400	0.217400	0.134600	0.109000	0.351300	0.200600	0.172500	0.130700	0.202000	0.366700	0.100700	0.109100	0.281600	0.195700	0.313900
661038.7	0.163100	0.187500	0.258100	0.217000	0.173800	0.178300	0.231700	0.214200	0.138700	0.111900	0.354400	0.199800	0.171700	0.130500	0.199300	0.360200	0.101000	0.109500	0.264700	0.189800	0.322500
666203.0	0.165800	0.189200	0.263600	0.213800	0.172800	0.178100	0.230900	0.214900	0.136900	0.109900	0.370100	0.200400	0.172300	0.131500	0.198800	0.362800	0.101500	0.108000	0.265400	0.190900	0.322700
671367.4	0.162900	0.186100	0.266000	0.214700	0.173900	0.177400	0.230000	0.214200	0.140100	0.113200	0.367700	0.200700	0.173700	0.135900	0.197700	0.360500	0.103100	0.112200	0.257500	0.188900	0.322800
676531.8	0.163400	0.187100	0.260000	0.213700	0.175500	0.179200	0.236700	0.213400	0.139700	0.115400	0.356600	0.199800	0.173200	0.132800	0.201400	0.357000	0.102200	0.112300	0.255300	0.187500	0.318200
681696.1	0.162200	0.187000	0.251200	0.209800	0.174000	0.178000	0.233700	0.214600	0.138300	0.107700	0.356900	0.200100	0.172300	0.125500	0.201400	0.355700	0.100500	0.107200	0.251800	0.189000	0.323800
686860.5	0.166200	0.189400	0.250200	0.209500	0.173900	0.176000	0.227500	0.216500	0.136700	0.111600	0.354500	0.200100	0.172000	0.128900	0.199800	0.348600	0.101800	0.109700	0.247600	0.188100	0.324900
692024.9	0.164300	0.189000	0.251700	0.210200	0.176900	0.176600	0.222500	0.216300	0.141400	0.112300	0.353000	0.203300	0.173900	0.131100	0.197300	0.341000	0.100700	0.113500	0.244500	0.188700	0.329500
697189.2	0.162100	0.185100	0.241800	0.210200	0.176200	0.173000	0.213000	0.211200	0.145800	0.118800	0.333300	0.202100	0.176700	0.134200	0.194400	0.325600	0.103000	0.116800	0.232100	0.181800	0.315900
702353.6	0.162200	0.187700	0.236800	0.201800	0.170800	0.170900	0.209300	0.219600	0.128000	0.101300	0.332200	0.198100	0.167900	0.111700	0.190100	0.333300	0.094800	0.103100	0.242100	0.193000	0.308300
707518.0	0.162000	0.184800	0.233500	0.207900	0.174600	0.170200	0.201300	0.208000	0.147700	0.120400	0.317700	0.202400	0.177800	0.130100	0.190100	0.310100	0.103100	0.118200	0.228000	0.180400	0.305500
712682.3	0.160400	0.186200	0.226600	0.204800	0.171600	0.169800	0.200000	0.213100	0.138600	0.109300	0.318400	0.201100	0.172200	0.115900	0.190100	0.311300	0.099300	0.109200	0.231800	0.184000	0.299500
717846.7	0.161500	0.186300	0.220000	0.205100	0.174000	0.169300	0.198300	0.212300	0.144600	0.116100	0.317800	0.202700	0.176200	0.125100	0.191100	0.298600	0.102000	0.118400	0.228900	0.182200	0.289400
723011.0	0.161700	0.185400	0.216900	0.200800	0.172600	0.168200	0.195500	0.209200	0.143900	0.117900	0.314900	0.200500	0.173100	0.122000	0.190800	0.287200	0.100800	0.117100	0.225200	0.180500	0.279800
728175.4	0.159900	0.184500	0.221600	0.200300	0.171900	0.168000	0.194300	0.208900	0.143600	0.115300	0.347100	0.201400	0.173600	0.123200	0.194300	0.284200	0.102700	0.116400	0.240400	0.182100	0.281800
733339.8	0.162500	0.187800	0.225300	0.194500	0.168900	0.168100	0.196600	0.219100	0.128900	0.101900	0.356200	0.198300	0.164800	0.104700	0.195200	0.289000	0.094200	0.101400	0.262600	0.194500	0.279400
738504.1	0.164500	0.187500	0.234900	0.198300	0.172000	0.170500	0.198500	0.216800	0.138900	0.110400	0.340100	0.203200	0.172000	0.116300	0.197500	0.279700	0.099700	0.111400	0.273000	0.193100	0.279700
743668.5	0.162800	0.186400	0.233600	0.197400	0.172400	0.169800	0.197900	0.214000	0.136900	0.108000	0.327400	0.202200	0.169600	0.113200	0.196700	0.271900	0.097700	0.108000	0.263300	0.189800	0.271200
748832.9	0.164500	0.185100	0.234600	0.201700	0.177600	0.171200	0.198100	0.211300	0.149400	0.118000	0.325300	0.204400	0.174300	0.126900	0.197500	0.259400	0.102300	0.119100	0.254400	0.184800	0.272700
753997.2	0.164700	0.184300	0.244000	0.198600	0.175000	0.170300	0.199600	0.211300	0.143800	0.115100	0.322900	0.202800	0.173200	0.122700	0.203100	0.256300	0.100700	0.114800	0.270300	0.187800	0.273300
759161.6	0.167100	0.187900	0.253700	0.195300	0.173100	0.174600	0.210300	0.215800	0.139900	0.109600	0.327400	0.203400	0.174400	0.120700	0.220100	0.257500	0.100500	0.111300	0.285700	0.194900	0.283900
764325.9	0.168500	0.187700	0.249400	0.197200	0.172000	0.183800	0.246800	0.217100	0.139700	0.109100	0.332700	0.206000	0.178100	0.120900	0.225500	0.255000	0.099600	0.112500	0.299000	0.197400	0.291800
769490.3	0.168000	0.187500	0.252600	0.195300	0.173900	0.195300	0.295100	0.217700	0.141900	0.108500	0.339400	0.207500	0.180700	0.120600	0.235800	0.252100	0.099200	0.111000	0.303400	0.198600	0.286800
774654.7	0.170300	0.189200	0.258300	0.197200	0.173100	0.196000	0.286000	0.221000	0.139900	0.106700	0.342700	0.212200	0.186200	0.124600	0.241900	0.252500	0.100300	0.112700	0.299500	0.202600	0.291400
779819.0	0.169700	0.187200	0.256100	0.198600	0.177200	0.193600	0.268800	0.216900	0.143100	0.108400	0.337700	0.212500	0.188800	0.128400	0.234600	0.242200	0.099200	0.112500	0.287100	0.195400	0.285600
784983.4	0.169700	0.187100	0.253700	0.196600	0.173900	0.191500	0.258900	0.219000	0.141000	0.106700	0.334900	0.214200	0.189400	0.127900	0.229800	0.243600	0.099300	0.112200	0.290300	0.199500	0.287800
790147.8	0.167300	0.184400	0.248200	0.199400	0.175000	0.189600	0.251900	0.213200	0.154500	0.116400	0.324400	0.218100	0.194300	0.140200	0.224700	0.234900	0.103600	0.122200	0.285300	0.191500	0.280700
795312.1	0.167700	0.183200	0.241100	0.197400	0.172200	0.188500	0.249000	0.214500	0.146500	0.107500	0.314400	0.215400	0.188200	0.131700	0.220900	0.236500	0.100400	0.115400	0.286000	0.195400	0.274800
800476.5	0.168700	0.185000	0.233200	0.198900	0.174900	0.188100	0.250000	0.213400	0.150700	0.111200	0.308600	0.216200	0.187600	0.135400	0.218300	0.232200	0.101900	0.119800	0.280300	0.191300	0.269500
805640.9	0.168400	0.185300	0.230100	0.194900	0.171100	0.186300	0.248900	0.220200	0.140300	0.104600	0.321400	0.213500	0.181700	0.127400	0.211800	0.237700	0.099800	0.114700	0.286300	0.199700	0.265600
810805.2	0.168500	0.184800	0.226500	0.193700	0.169000	0.185100	0.243900	0.220500	0.139200	0.103700	0.323000	0.212800	0.179100	0.126700	0.206100	0.236100	0.098700	0.113800	0.282100	0.198200	0.265500
815969.6	0.167400	0.182800	0.219000	0.195000	0.173900	0.181900	0.235000	0.216700	0.147800	0.109200	0.305300	0.212400	0.179700	0.131500	0.201200	0.228200	0.100800	0.120700	0.272800	0.191200	0.259600
821133.9	0.170000	0.185200	0.211300	0.194300	0.172700	0.179300	0.229700	0.222100	0.141900	0.105500	0.299800	0.210400	0.175600	0.125200	0.197800	0.233200	0.096200	0.115100	0.278200	0.196600	0.257400
826298.3	0.168300	0.181700	0.206400	0.197600	0.174400	0.179200	0.224000	0.216900	0.150800	0.112100	0.288500	0.212300	0.179200	0.131100	0.199000	0.225100	0.102300	0.121400	0.270000	0.190000	0.253800
831462.7	0.168600	0.181400	0.200600	0.193800	0.173700	0.177200	0.219200	0.216200	0.147300	0.112600	0.283000	0.210300	0.176600	0.134400	0.195500	0.222500	0.101100	0.121500	0.265600	0.190900	0.249700
836627.0	0.166800	0.178600	0.198600	0.194000	0.175400	0.177700	0.217500	0.213500	0.152600	0.115400	0.291900	0.211000	0.176800	0.137800	0.202400	0.219500	0.101600	0.121800	0.262400	0.188100	0.248400
841791.4	0.168600	0.181800	0.201900	0.192200	0.170800	0.181000	0.219500	0.219900	0.143100	0.103100	0.311600	0.210400	0.173900	0.128400	0.210400	0.227800	0.097200	0.112600	0.276400	0.197500	0.251200
846955.8	0.169600	0.182200	0.205400	0.194300	0.172400	0.184700	0.220600	0.217500	0.146800	0.105100	0.323000	0.210900	0.177700	0.131300	0.211700	0.223500	0.099000	0.112400	0.270700	0.192800	0.254600
852120.1	0.170500	0.181700	0.205900	0.192800	0.172600	0.189300	0.220200	0.215200	0.152300	0.111300	0.324800	0.211600	0.181200	0.141800	0.221100	0.221400	0.100700	0.119000	0.266000	0.191400	0.255700
857284.5	0.172000	0.182900	0.205000	0.192800	0.174500	0.211300	0.226000	0.215700	0.151200	0.109200	0.320600	0.213800	0.181500	0.141500	0.224100	0.221600	0.101000	0.117400	0.262600	0.191900	0.254500
862448.9	0.175700	0.186800	0.206400	0.195000	0.175500	0.261800	0.241800	0.221100	0.150800	0.106800	0.309000	0.212100	0.178600	0.138900	0.221000	0.222500	0.099900	0.115100	0.266900	0.196600	0.250000
867613.2	0.169700	0.183500	0.198300	0.194800	0.172700	0.247700	0.239200	0.217300	0.156300	0.111100	0.302500	0.211700	0.178700	0.140800	0.214000	0.219700	0.100300	0.118400	0.260600	0.192900	0.246600
872777.6	0.168100	0.180800	0.191800	0.195700	0.174400	0.224000	0.229400	0.213000	0.161200	0.114700	0.292000	0.210800	0.179900	0.142600	0.205600	0.214200	0.102800	0.121000	0.250200	0.185400	0.241800
877941.9	0.166600	0.179000	0.185300	0.189100	0.168600	0.205700	0.222600	0.216300	0.150600	0.107500	0.289400	0.206900	0.172300	0.134800	0.194400	0.217200	0.100000	0.114500	0.250800	0.190200	0.238200
883106.3	0.166300	0.178500	0.183800	0.190200	0.169900	0.189900	0.213400	0.214700	0.155800	0.107200	0.285200	0.204000	0.168600	0.133200	0.188200	0.214200	0.097900	0.112900	0.241900	0.186400	0.233100
888270.7	0.165800	0.178000	0.181300	0.188200	0.169700	0.182000	0.208900	0.213800	0.158300	0.109300	0.288800	0.203500	0.167500	0.133200	0.185000	0.212400	0.098500	0.114500	0.234100	0.184400	0.232400
893435.0	0.166200	0.178600	0.180400	0.187200	0.167700	0.179400	0.209500	0.217600	0.150900	0.106600	0.294900	0.205900	0.167900	0.131000	0.184800	0.215100	0.098500	0.113700	0.237700	0.190600	0.233700
898599.4	0.164300	0.177600	0.176100	0.184600	0.168900	0.174300	0.205000	0.214800	0.154000	0.105800	0.293200	0.204400	0.166700	0.128200	0.182200	0.213600	0.097000	0.112300	0.230400	0.185600	0.233100
903763.8	0.164300	0.177500	0.174000	0.185900	0.168900	0.172800	0.203300	0.216600	0.151900	0.108100	0.289300	0.203700	0.165700	0.129400	0.181300	0.212800	0.097200	0.113000	0.227000	0.186400	0.230700
908928.1	0.162800	0.177100	0.170500	0.184900	0.168900	0.168100	0.199700	0.214800	0.151600	0.104700	0.283700	0.202300	0.166200	0.126400	0.178300	0.212100	0.096400	0.110300	0.220000	0.183000	0.229300
914092.5	0.165500	0.178800	0.170700	0.186500	0.170000	0.169200	0.199200	0.213900	0.156300	0.110300	0.283100	0.205300	0.168400	0.128800	0.179800	0.211200	0.099000	0.115700	0.218300	0.181600	0.231500
919256.8	0.164400	0.179700	0.167800	0.184300	0.168000	0.167400	0.196300	0.215400	0.148000	0.103200	0.283400	0.202700	0.163700	0.121200	0.176200	0.211600	0.096400	0.110200	0.217000	0.183300	0.230300
924421.2	0.163700	0.186000	0.170500	0.186900	0.167900	0.169200	0.197400	0.217500	0.147500	0.103600	0.289300	0.205200	0.165300	0.118600	0.177500	0.213300	0.096200	0.109700	0.217300	0.186200	0.234700
929585.6	0.167500	0.195000	0.173200	0.187300	0.172300	0.169000	0.195700	0.216100	0.153700	0.111400	0.282700	0.206200	0.168200	0.125700	0.176300	0.210600	0.099500	0.115700	0.213100	0.182600	0.232500
934749.9	0.167900	0.211800	0.172900	0.186800	0.169900	0.167000	0.191900	0.213700	0.150900	0.112100	0.280500	0.204400	0.166100	0.125700	0.173400	0.207100	0.098600	0.115900	0.208100	0.177600	0.229700
939914.3	0.171600	0.257700	0.176000	0.185100	0.168400	0.168300	0.193700	0.218100	0.141200	0.102800	0.288100	0.203900	0.163000	0.118200	0.173500	0.211800	0.096100	0.109500	0.212800	0.185200	0.231200
945078.7	0.171800	0.250700	0.175200	0.189000	0.171100	0.168100	0.192800	0.216500	0.147700	0.109100	0.289800	0.205100	0.165600	0.121400	0.174200	0.210800	0.097700	0.113900	0.209700	0.182000	0.231800
950243.0	0.169600	0.240400	0.173800	0.183600	0.164500	0.168500	0.192300	0.218400	0.138600	0.099900	0.298000	0.203500	0.161300	0.111400	0.173700	0.213700	0.095500	0.106700	0.213200	0.185900	0.230800
955407.4	0.169200	0.235300	0.172500	0.184800	0.168500	0.168700	0.191300	0.215800	0.144200	0.108600	0.307100	0.205000	0.164800	0.121100	0.174900	0.209700	0.099200	0.114300	0.209500	0.182100	0.232900
960571.8	0.168000	0.227600	0.172600	0.186500	0.171400	0.170400	0.193400	0.215500	0.150700	0.112200	0.307400	0.207600	0.166400	0.123200	0.175100	0.208500	0.100100	0.117000	0.207700	0.181100	0.236600
965736.1	0.166600	0.221600	0.170700	0.183100	0.167900	0.169500	0.192600	0.216500	0.145400	0.107500	0.300100	0.206900	0.163400	0.120700	0.174300	0.210300	0.097700	0.113600	0.210600	0.183800	0.234200
970900.5	0.168800	0.218000	0.172700	0.184200	0.170300	0.169000	0.191200	0.216600	0.147100	0.108800	0.284100	0.205600	0.162800	0.121200	0.172500	0.208100	0.097900	0.113800	0.207700	0.181600	0.230100
976064.8	0.167300	0.215200	0.171600	0.180700	0.167400	0.168900	0.192000	0.220100	0.135900	0.100800	0.276600	0.204000	0.159300	0.112700	0.172300	0.213500	0.094600	0.108100	0.214200	0.187800	0.230900
981229.2	0.164000	0.209100	0.171400	0.184000	0.172900	0.170000	0.191200	0.214000	0.151100	0.114500	0.269000	0.207600	0.166100	0.124000	0.173700	0.206400	0.100400	0.118600	0.205000	0.180000	0.230200
986393.6	0.164500	0.211300	0.170000	0.182000	0.166600	0.175000	0.193400	0.218700	0.137900	0.102800	0.270800	0.208100	0.162400	0.111400	0.174600	0.212000	0.094800	0.112000	0.210300	0.185700	0.232000
991557.9	0.165700	0.209900	0.172500	0.187000	0.173500	0.189100	0.197100	0.214700	0.151600	0.117500	0.263100	0.209700	0.167500	0.123700	0.175800	0.204900	0.101200	0.121700	0.203200	0.179600	0.230000
996722.3	0.168300	0.210600	0.173900	0.189300	0.175800	0.205800	0.201500	0.214100	0.155800	0.125600	0.259900	0.209300	0.170700	0.131500	0.175200	0.203200	0.103300	0.127900	0.200000	0.176700	0.229200
1001886.7	0.166200	0.207400	0.171900	0.185000	0.170100	0.220900	0.204700	0.221000	0.136800	0.104800	0.262100	0.204800	0.160400	0.111900	0.174300	0.211600	0.095300	0.111000	0.207700	0.186600	0.229500
1007051.0	0.166500	0.203200	0.171400	0.184800	0.167800	0.223000	0.207500	0.222000	0.135800	0.105300	0.265800	0.206400	0.161600	0.111400	0.174900	0.214300	0.096200	0.111400	0.211400	0.189700	0.231900
1012215.4	0.166400	0.203600	0.172800	0.183700	0.166500	0.211300	0.203600	0.222000	0.135000	0.102900	0.264300	0.205300	0.160200	0.110200	0.174900	0.213200	0.095300	0.110600	0.211600	0.189600	0.231500
1017379.8	0.167600	0.201400	0.173500	0.188100	0.172400	0.204300	0.200900	0.218400	0.144400	0.109500	0.262200	0.206900	0.163600	0.115700	0.176700	0.207700	0.098800	0.114900	0.205400	0.184000	0.231200
1022544.1	0.166800	0.199600	0.173600	0.185800	0.170300	0.194500	0.198900	0.217300	0.143700	0.109400	0.262000	0.204200	0.162400	0.115700	0.176500	0.209900	0.098500	0.114300	0.208100	0.186500	0.229800
1027708.5	0.165200	0.197300	0.172000	0.185800	0.169700	0.189200	0.197000	0.216900	0.142400	0.108800	0.270800	0.205700	0.162900	0.114600	0.176900	0.209600	0.097700	0.112800	0.208300	0.185300	0.232600
1032872.8	0.167200	0.197900	0.173600	0.186700	0.170800	0.184500	0.197100	0.220300	0.146600	0.111300	0.278000	0.205200	0.163000	0.116800	0.179000	0.211400	0.099200	0.115200	0.210300	0.188700	0.235500
1038037.2	0.167200	0.196000	0.172900	0.187700	0.171300	0.179700	0.195200	0.218900	0.144300	0.112100	0.283400	0.203800	0.162500	0.117400	0.178400	0.211300	0.098000	0.114500	0.209700	0.186600	0.233300
1043201.6	0.165400	0.194300	0.171400	0.185900	0.168500	0.177000	0.195300	0.221200	0.138200	0.104100	0.287300	0.203600	0.160500	0.109600	0.180800	0.213400	0.096100	0.110200	0.213600	0.191600	0.235000
1048365.9	0.167300	0.194100	0.172700	0.188200	0.173000	0.176400	0.194700	0.218400	0.148100	0.115700	0.284200	0.205000	0.163900	0.118300	0.181400	0.208100	0.100200	0.118200	0.210100	0.186600	0.236300
1053530.3	0.166900	0.192300	0.171900	0.190000	0.172100	0.175400	0.194800	0.217000	0.147600	0.113700	0.280300	0.202700	0.162200	0.116100	0.182300	0.206400	0.099700	0.115400	0.206500	0.184100	0.234900
1058694.7	0.167500	0.192400	0.171900	0.190900	0.172200	0.176600	0.196200	0.220900	0.146200	0.113700	0.280400	0.204500	0.164400	0.116900	0.184000	0.209800	0.099400	0.116200	0.210900	0.189400	0.239200
1063859.0	0.166000	0.190100	0.171300	0.193500	0.171600	0.184100	0.198900	0.216900	0.150300	0.116000	0.277700	0.206000	0.165400	0.117100	0.186200	0.206200	0.101600	0.117400	0.208900	0.186400	0.240800
1069023.4	0.168400	0.193300	0.173900	0.191600	0.174000	0.187900	0.199700	0.220500	0.147000	0.113300	0.275900	0.204700	0.163700	0.115200	0.186600	0.207300	0.100500	0.114800	0.212700	0.187700	0.240600
1074187.7	0.166600	0.191100	0.172300	0.191300	0.172700	0.190800	0.201400	0.218900	0.146300	0.116000	0.274100	0.205400	0.164200	0.116900	0.189500	0.206400	0.102100	0.116800	0.213200	0.188200	0.240600
1079352.1	0.170100	0.193600	0.175400	0.191800	0.173800	0.196100	0.203300	0.223100	0.144200	0.113800	0.272500	0.204600	0.163300	0.115500	0.189900	0.208500	0.099500	0.114500	0.215000	0.191300	0.241300
1084516.5	0.166400	0.188500	0.172500	0.191900	0.172400	0.200900	0.205900	0.217300	0.150800	0.118600	0.270500	0.207000	0.165900	0.119100	0.192000	0.204500	0.102000	0.118400	0.212300	0.186600	0.241200
