VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
165259.6	0.267800	0.219000	0.247600	0.259100	0.159600	0.065200	0.085400	0.128200	0.218300
170424.0	0.259500	0.217800	0.245500	0.258800	0.158400	0.068600	0.088200	0.129700	0.214200
175588.4	0.258000	0.222000	0.247200	0.261900	0.160200	0.069400	0.088300	0.130500	0.216200
180752.7	0.254900	0.226800	0.252200	0.269800	0.154200	0.065200	0.078400	0.123600	0.214200
185917.1	0.257200	0.232400	0.256300	0.269000	0.156600	0.055000	0.067700	0.115700	0.236100
191081.5	0.249900	0.229000	0.245700	0.259800	0.162600	0.070700	0.090100	0.131900	0.222500
196245.8	0.250500	0.238500	0.253300	0.268000	0.160700	0.067500	0.087300	0.128000	0.224500
201410.2	0.243600	0.235200	0.246200	0.260900	0.162100	0.071600	0.090700	0.132300	0.222100
206574.5	0.243800	0.237000	0.245300	0.258400	0.164600	0.070600	0.090400	0.131600	0.225600
211738.9	0.241700	0.240500	0.246300	0.259000	0.163900	0.070400	0.090700	0.131600	0.225400
216903.3	0.239700	0.244600	0.245100	0.257300	0.164000	0.072600	0.091600	0.133000	0.227300
222067.6	0.234600	0.239300	0.239100	0.248900	0.167300	0.080700	0.098300	0.141700	0.225100
227232.0	0.234800	0.242200	0.239600	0.249100	0.166900	0.076300	0.094400	0.136500	0.227700
232396.4	0.232200	0.242900	0.238500	0.246000	0.168200	0.073600	0.093200	0.136300	0.230900
237560.7	0.235300	0.246800	0.241600	0.250200	0.164700	0.073300	0.090900	0.131600	0.229800
242725.1	0.231900	0.245800	0.238600	0.247800	0.163700	0.070400	0.089600	0.130500	0.227500
247889.4	0.221700	0.243100	0.235400	0.246800	0.157000	0.073300	0.083800	0.127800	0.213400
253053.8	0.239900	0.247600	0.239000	0.243500	0.165000	0.066400	0.076700	0.125600	0.244500
258218.2	0.237500	0.244400	0.233200	0.236000	0.176900	0.075300	0.089900	0.138700	0.254800
263382.5	0.230200	0.247500	0.233400	0.239900	0.165700	0.072400	0.090100	0.132800	0.231500
268546.9	0.227200	0.242800	0.228400	0.234700	0.165800	0.077300	0.093600	0.136000	0.227700
273711.3	0.228300	0.241100	0.227000	0.232400	0.167700	0.072800	0.090700	0.133600	0.232600
278875.6	0.224500	0.237600	0.221800	0.225100	0.170700	0.081500	0.097800	0.142100	0.232700
284040.0	0.224500	0.237900	0.222300	0.228100	0.167000	0.077300	0.095000	0.136800	0.225900
289204.3	0.223900	0.238300	0.220600	0.225200	0.168500	0.078200	0.095700	0.137900	0.228800
294368.7	0.223300	0.237800	0.220800	0.226400	0.166900	0.077000	0.094500	0.135200	0.228300
299533.1	0.221700	0.236700	0.219100	0.224100	0.165300	0.073700	0.091400	0.132600	0.226300
304697.4	0.226900	0.239500	0.219900	0.224900	0.169300	0.075900	0.093900	0.137000	0.233500
309861.8	0.223600	0.240200	0.220800	0.228100	0.161000	0.072000	0.088000	0.128400	0.221700
315026.2	0.223800	0.233200	0.213800	0.217100	0.169700	0.081700	0.098300	0.142800	0.228600
320190.5	0.221700	0.230300	0.210800	0.216300	0.168000	0.079500	0.097400	0.139800	0.225800
325354.9	0.223000	0.243400	0.223000	0.232500	0.154800	0.066100	0.076600	0.122000	0.217800
330519.2	0.231500	0.239900	0.219500	0.220900	0.162900	0.061300	0.071700	0.122300	0.245400
335683.6	0.224800	0.229300	0.210900	0.214500	0.161800	0.068200	0.077700	0.127600	0.229300
340848.0	0.226000	0.232200	0.210300	0.216400	0.166300	0.075700	0.093900	0.136600	0.222200
346012.3	0.226400	0.231000	0.208600	0.213600	0.165000	0.075700	0.092600	0.133800	0.223100
351176.7	0.225800	0.229300	0.206700	0.210500	0.166000	0.073900	0.091700	0.134100	0.223200
356341.1	0.223600	0.227500	0.206200	0.208600	0.164400	0.074000	0.090600	0.133000	0.220000
361505.4	0.222400	0.226000	0.204400	0.209300	0.161000	0.072400	0.088600	0.131300	0.216500
366669.8	0.223100	0.228900	0.204800	0.209300	0.161800	0.074600	0.091100	0.133300	0.216200
371834.1	0.222300	0.225800	0.204700	0.209600	0.157000	0.071300	0.087300	0.128200	0.211800
376998.5	0.218000	0.220000	0.197600	0.201600	0.161500	0.077100	0.093400	0.135400	0.212700
382162.9	0.220100	0.222000	0.200100	0.204400	0.158200	0.072200	0.089100	0.129900	0.212400
387327.2	0.233100	0.227400	0.203800	0.203800	0.167700	0.066200	0.079500	0.130200	0.243500
392491.6	0.223400	0.221300	0.200100	0.203400	0.157400	0.065700	0.075300	0.123600	0.222700
397656.0	0.215500	0.217600	0.194300	0.198400	0.160300	0.076500	0.091600	0.134500	0.211200
402820.3	0.217600	0.219600	0.196200	0.200300	0.158500	0.073400	0.088800	0.132200	0.211200
407984.7	0.218900	0.220500	0.196600	0.201000	0.158200	0.073500	0.089500	0.130900	0.211100
413149.0	0.219700	0.221800	0.198100	0.202700	0.158300	0.069400	0.086800	0.127900	0.211400
418313.4	0.219400	0.219500	0.196300	0.200600	0.155700	0.072700	0.087900	0.128400	0.207400
423477.8	0.216800	0.216800	0.193800	0.197500	0.158400	0.075000	0.090600	0.132800	0.208300
428642.1	0.218300	0.216100	0.192300	0.196200	0.160100	0.077200	0.093200	0.134500	0.209400
433806.5	0.213500	0.211700	0.188500	0.190600	0.162800	0.082700	0.097800	0.140400	0.208300
438970.9	0.222500	0.217800	0.192900	0.193300	0.167400	0.073800	0.091500	0.135800	0.224300
444135.2	0.216400	0.213900	0.189800	0.191800	0.161000	0.076000	0.092400	0.134400	0.210600
449299.6	0.219900	0.220300	0.194700	0.198600	0.156200	0.073200	0.088900	0.129100	0.207200
454463.9	0.214900	0.214800	0.189300	0.192300	0.158600	0.076400	0.092700	0.133600	0.205600
459628.3	0.218100	0.214100	0.189000	0.190900	0.162100	0.075100	0.091700	0.134800	0.211900
464792.7	0.216800	0.216300	0.191200	0.194200	0.156100	0.069900	0.088100	0.126900	0.206700
469957.0	0.212800	0.211600	0.186800	0.188900	0.159700	0.077900	0.094800	0.135400	0.205300
475121.4	0.228200	0.220900	0.194600	0.193300	0.162200	0.065100	0.075900	0.126000	0.234000
480285.7	0.219400	0.210200	0.187800	0.190400	0.156100	0.074300	0.085700	0.130300	0.207400
485450.1	0.221700	0.215900	0.190900	0.192100	0.157700	0.065900	0.078700	0.125200	0.218400
490614.5	0.216400	0.214300	0.188500	0.190900	0.156900	0.074300	0.090700	0.130600	0.204800
495778.8	0.217400	0.215600	0.188900	0.192200	0.156100	0.071600	0.089000	0.128100	0.205600
500943.2	0.215300	0.211700	0.185700	0.187300	0.157200	0.074400	0.091700	0.130000	0.204300
506107.6	0.214400	0.210600	0.185200	0.185800	0.159000	0.072800	0.090700	0.130200	0.209100
511271.9	0.216800	0.217200	0.189500	0.192100	0.154500	0.072200	0.089700	0.127600	0.203500
516436.3	0.216600	0.211800	0.186400	0.188800	0.154900	0.071100	0.089200	0.126700	0.204200
521600.6	0.215000	0.207700	0.183000	0.183300	0.159200	0.076400	0.093500	0.132700	0.206500
526765.0	0.220500	0.212300	0.188900	0.189000	0.152200	0.062100	0.072500	0.117500	0.217400
531929.4	0.228300	0.210600	0.185000	0.183100	0.167200	0.073700	0.089600	0.133500	0.229400
537093.7	0.218600	0.210000	0.185800	0.185100	0.159800	0.071000	0.089700	0.129000	0.213100
542258.1	0.213500	0.206000	0.180700	0.181400	0.158700	0.077200	0.095400	0.133800	0.206700
547422.5	0.214000	0.210000	0.184500	0.187000	0.153500	0.071700	0.088900	0.125600	0.202600
552586.8	0.213800	0.208300	0.182600	0.184900	0.153800	0.073000	0.091800	0.126800	0.200400
557751.2	0.216000	0.214000	0.187200	0.190300	0.151100	0.069300	0.087400	0.122000	0.200500
562915.5	0.212400	0.209500	0.182900	0.185400	0.151300	0.072100	0.090000	0.124000	0.198100
568079.9	0.212200	0.208700	0.184000	0.186100	0.151400	0.071400	0.088700	0.124100	0.197600
573244.3	0.213700	0.211300	0.185600	0.188500	0.147900	0.066500	0.085300	0.119700	0.196500
578408.6	0.224200	0.216600	0.192100	0.192400	0.147100	0.056200	0.067400	0.108500	0.218300
583573.0	0.207600	0.202300	0.179400	0.184200	0.141200	0.073400	0.086400	0.120000	0.182000
588737.4	0.212400	0.206900	0.181100	0.182700	0.152500	0.073000	0.091200	0.125600	0.199600
593901.7	0.212700	0.206200	0.181200	0.182600	0.150900	0.070900	0.089900	0.123300	0.197400
599066.1	0.214400	0.208300	0.181100	0.183100	0.153200	0.075900	0.093800	0.127800	0.197800
604230.4	0.212100	0.207200	0.180700	0.181500	0.151000	0.070300	0.089000	0.122600	0.197300
609394.8	0.217400	0.213700	0.186600	0.188600	0.148500	0.065900	0.085000	0.118100	0.198900
614559.2	0.217300	0.203900	0.178500	0.176400	0.160200	0.071900	0.091200	0.128600	0.213900
619723.5	0.214900	0.208300	0.182400	0.183300	0.150300	0.067100	0.086900	0.120000	0.199300
624887.9	0.211500	0.207000	0.181700	0.184000	0.145800	0.066900	0.084900	0.117100	0.193400
630052.2	0.212100	0.207600	0.181300	0.183600	0.146900	0.064900	0.085100	0.117300	0.195200
635216.6	0.214700	0.210200	0.183700	0.187200	0.146600	0.065600	0.084900	0.115800	0.195300
640381.0	0.211200	0.202400	0.178600	0.180000	0.149500	0.069900	0.089100	0.120900	0.196500
645545.3	0.211100	0.204000	0.179400	0.180500	0.149000	0.067300	0.088300	0.119900	0.197000
650709.7	0.212400	0.207500	0.181500	0.183400	0.146400	0.065900	0.084400	0.115800	0.194300
655874.1	0.212300	0.204800	0.179000	0.179800	0.149600	0.067700	0.086900	0.119400	0.198400
661038.4	0.213500	0.204400	0.179500	0.180100	0.150900	0.068900	0.087500	0.119800	0.199900
666202.8	0.210100	0.202600	0.176500	0.176800	0.152200	0.073900	0.092400	0.124500	0.195800
671367.1	0.210300	0.200200	0.175700	0.175800	0.152800	0.071400	0.090900	0.122600	0.199800
676531.5	0.210500	0.207700	0.183600	0.187400	0.139300	0.061000	0.078800	0.108500	0.186800
681695.9	0.219200	0.207500	0.183900	0.183700	0.146800	0.059000	0.070900	0.109900	0.212500
686860.2	0.224300	0.213500	0.186800	0.185100	0.152200	0.057500	0.071200	0.111200	0.225100
692024.6	0.208600	0.201200	0.176700	0.177700	0.147300	0.069900	0.087400	0.118500	0.193000
697189.0	0.209100	0.200700	0.176000	0.176500	0.149800	0.072300	0.091000	0.121500	0.194200
702353.3	0.211400	0.205800	0.180400	0.182200	0.145500	0.064400	0.083700	0.114200	0.194300
707517.7	0.208700	0.199700	0.175900	0.177000	0.149300	0.073100	0.091500	0.121400	0.194000
712682.0	0.210900	0.203400	0.178900	0.179900	0.145600	0.066100	0.085500	0.114900	0.192500
717846.4	0.207400	0.206400	0.182500	0.185900	0.139200	0.061300	0.074000	0.106800	0.190600
723010.8	0.225000	0.212900	0.187100	0.185700	0.150300	0.054700	0.068600	0.108000	0.224100
728175.1	0.209400	0.201000	0.177500	0.177200	0.146900	0.068000	0.085600	0.116200	0.195400
733339.5	0.211800	0.202900	0.178400	0.178700	0.147000	0.064300	0.085300	0.114700	0.195100
738503.8	0.210200	0.202600	0.178700	0.180400	0.147100	0.066100	0.085600	0.113700	0.194300
743668.2	0.208200	0.201100	0.177400	0.178000	0.145900	0.066600	0.085400	0.114600	0.192000
748832.6	0.206800	0.195900	0.173300	0.172500	0.152000	0.069100	0.088000	0.119100	0.199100
753996.9	0.209800	0.201300	0.177700	0.177300	0.146800	0.067100	0.085900	0.114700	0.193500
759161.3	0.210100	0.200300	0.178400	0.179300	0.145700	0.065500	0.084200	0.112500	0.192200
764325.7	0.205200	0.198600	0.176300	0.177200	0.144100	0.065600	0.083300	0.112200	0.187400
769490.0	0.208600	0.197800	0.175400	0.175700	0.148900	0.068400	0.087900	0.116500	0.196200
774654.4	0.210800	0.200200	0.177900	0.178100	0.147200	0.064300	0.084100	0.112600	0.194100
779818.7	0.206600	0.195200	0.172900	0.171400	0.152500	0.072200	0.090200	0.121900	0.197500
784983.1	0.207100	0.198600	0.175500	0.175100	0.147300	0.065700	0.084300	0.112900	0.192300
790147.5	0.208700	0.198800	0.175500	0.175900	0.148600	0.068500	0.088300	0.116600	0.192900
795311.8	0.208300	0.198000	0.175800	0.176200	0.146600	0.065800	0.085500	0.113000	0.191900
800476.2	0.208600	0.198100	0.175800	0.176100	0.146700	0.067300	0.086700	0.114200	0.192300
805640.5	0.202300	0.197100	0.176300	0.179900	0.138200	0.063100	0.076100	0.107600	0.181500
810804.9	0.213900	0.200500	0.179800	0.178300	0.144700	0.053500	0.066800	0.101900	0.210600
815969.3	0.204200	0.193100	0.174300	0.178900	0.137400	0.068100	0.080800	0.108900	0.177800
821133.6	0.204500	0.192900	0.172100	0.171700	0.147600	0.069400	0.087900	0.115800	0.191100
826298.0	0.204300	0.195000	0.173000	0.173300	0.147200	0.065600	0.085300	0.113400	0.190300
831462.4	0.207300	0.196900	0.175800	0.176200	0.145000	0.065500	0.083600	0.110900	0.188900
836626.7	0.206800	0.195700	0.174200	0.173900	0.149000	0.067400	0.086800	0.114700	0.192500
841791.1	0.206400	0.193800	0.172500	0.172300	0.147800	0.068700	0.087900	0.114800	0.190600
846955.4	0.202100	0.195500	0.176000	0.178900	0.138300	0.062700	0.075400	0.105600	0.184000
852119.8	0.212300	0.197900	0.177900	0.178800	0.144300	0.061300	0.075400	0.107400	0.197200
857284.2	0.208100	0.196700	0.175000	0.175400	0.146100	0.063400	0.083600	0.110700	0.190600
862448.5	0.207000	0.194800	0.173300	0.172800	0.146900	0.066800	0.086100	0.112700	0.189400
867612.9	0.207800	0.197500	0.176300	0.177000	0.144700	0.062900	0.082200	0.108600	0.189700
872777.2	0.199900	0.190800	0.172600	0.176400	0.134100	0.066700	0.080400	0.105800	0.170800
877941.6	0.210400	0.192300	0.171700	0.169200	0.154300	0.067700	0.086800	0.117200	0.204600
883106.0	0.207300	0.194500	0.174100	0.173700	0.146200	0.066800	0.085100	0.111500	0.190100
888270.3	0.205700	0.194900	0.173400	0.173300	0.146000	0.064500	0.084400	0.110900	0.190300
893434.7	0.204400	0.191500	0.170700	0.169200	0.151100	0.069600	0.088900	0.116100	0.194100
898599.1	0.204400	0.193600	0.172800	0.172600	0.146500	0.064200	0.084800	0.110500	0.189900
903763.4	0.204000	0.192800	0.172500	0.173000	0.146700	0.065600	0.083900	0.110300	0.190300
908927.8	0.200700	0.194300	0.175400	0.178900	0.136200	0.063500	0.075900	0.104300	0.177700
914092.1	0.212300	0.195900	0.175700	0.174400	0.147700	0.058100	0.071700	0.104400	0.207200
919256.5	0.203900	0.194600	0.173600	0.172800	0.144500	0.064100	0.083200	0.108800	0.187600
924420.9	0.204800	0.194100	0.173700	0.174400	0.143900	0.062900	0.081500	0.106800	0.187600
929585.2	0.201400	0.190700	0.170100	0.170200	0.145600	0.067000	0.085600	0.111900	0.186100
934749.6	0.206400	0.194700	0.173500	0.174400	0.145100	0.063200	0.082400	0.108100	0.189900
939913.9	0.202400	0.191100	0.170900	0.171700	0.144000	0.064700	0.083000	0.108800	0.185500
945078.3	0.205300	0.190000	0.170000	0.168300	0.150400	0.065600	0.085600	0.112900	0.196300
950242.7	0.200400	0.192200	0.174600	0.176700	0.136600	0.058800	0.073400	0.101000	0.180300
955407.0	0.209900	0.196400	0.176800	0.176900	0.143100	0.053000	0.066300	0.099100	0.206100
960571.4	0.202900	0.190000	0.170600	0.169400	0.146500	0.063500	0.083400	0.108700	0.190900
965735.8	0.202700	0.189600	0.170300	0.169800	0.147100	0.062500	0.082700	0.107800	0.190700
970900.1	0.202900	0.191000	0.171900	0.171500	0.144800	0.065400	0.084200	0.109100	0.187000
976064.5	0.202800	0.191200	0.171200	0.171000	0.145100	0.062500	0.082000	0.106500	0.187300
981228.8	0.202300	0.191000	0.172500	0.174400	0.141900	0.060500	0.079700	0.103400	0.185200
986393.2	0.200900	0.190500	0.171100	0.171600	0.143800	0.061600	0.081900	0.106300	0.185800
991557.6	0.202500	0.190100	0.171100	0.171300	0.146000	0.063700	0.084500	0.108700	0.187700
996721.9	0.205500	0.193100	0.173600	0.173900	0.145100	0.063200	0.084100	0.107700	0.189100
1001886.3	0.203200	0.192200	0.172800	0.174100	0.143900	0.061700	0.081800	0.105700	0.186500
1007050.6	0.204200	0.190800	0.171400	0.171300	0.148300	0.065400	0.085400	0.110400	0.192400
1012215.0	0.208400	0.191000	0.172200	0.169200	0.149400	0.061900	0.077100	0.107900	0.205600
1017379.4	0.203000	0.191000	0.171000	0.170600	0.145600	0.063700	0.083500	0.107100	0.189500
1022543.7	0.200100	0.187900	0.169500	0.169100	0.146300	0.063300	0.084000	0.107100	0.187700
1027708.1	0.204100	0.191000	0.171900	0.171700	0.146200	0.063200	0.083800	0.107700	0.189800
1032872.5	0.202500	0.189300	0.170200	0.170400	0.145500	0.064100	0.084600	0.107700	0.188600
1038036.8	0.204200	0.185100	0.167900	0.166100	0.153200	0.067800	0.088200	0.113800	0.198800
1043201.2	0.212700	0.190900	0.173300	0.173600	0.146400	0.059000	0.075800	0.104100	0.198900
1048365.5	0.204000	0.190100	0.170400	0.170700	0.147900	0.063800	0.085200	0.108600	0.191300
1053529.9	0.203600	0.188300	0.168900	0.167900	0.150000	0.065500	0.086400	0.110200	0.195000
1058694.3	0.202100	0.188900	0.170400	0.170100	0.146600	0.065100	0.086200	0.108800	0.188400
1063858.6	0.201500	0.188100	0.169400	0.168900	0.146600	0.065600	0.086300	0.108500	0.188000
1069023.0	0.205900	0.194400	0.175100	0.176800	0.140300	0.060000	0.079700	0.101000	0.184000
1074187.3	0.201400	0.187200	0.168900	0.168500	0.147300	0.062700	0.084000	0.106700	0.189700
1079351.7	0.202300	0.187100	0.168600	0.169200	0.146800	0.064500	0.085700	0.107300	0.188600
1084516.1	0.200200	0.186700	0.168300	0.168300	0.146800	0.065600	0.086200	0.108300	0.188200
1089680.4	0.201700	0.189200	0.170600	0.171600	0.144000	0.062200	0.082400	0.103800	0.186500
1094844.8	0.202000	0.188600	0.169800	0.169400	0.145500	0.063800	0.084200	0.106000	0.188000
1100009.2	0.199400	0.184300	0.166600	0.166000	0.150000	0.070700	0.090700	0.113300	0.189400
1105173.5	0.202300	0.186200	0.167900	0.166900	0.150100	0.067600	0.088300	0.110800	0.192100
1110337.9	0.201800	0.187800	0.169000	0.167900	0.147900	0.066200	0.087500	0.108900	0.188100
1115502.2	0.210400	0.188600	0.172600	0.172400	0.144600	0.056700	0.072200	0.100500	0.200800
1120666.6	0.202600	0.187500	0.168300	0.169000	0.147300	0.066900	0.087400	0.108900	0.188400
1125831.0	0.201000	0.186500	0.168600	0.168800	0.146200	0.064800	0.085700	0.106800	0.186800
1130995.3	0.201300	0.186500	0.167600	0.167000	0.147500	0.065300	0.086100	0.107600	0.188400
1136159.7	0.202200	0.188300	0.170300	0.170200	0.146200	0.062900	0.084600	0.105300	0.188900
1141324.0	0.198100	0.184300	0.166900	0.165500	0.147500	0.066300	0.087800	0.108500	0.186200
1146488.4	0.202400	0.188500	0.169000	0.168900	0.146700	0.060400	0.082800	0.103600	0.189300
1151652.8	0.200600	0.187200	0.169400	0.169600	0.144900	0.060800	0.081800	0.102900	0.188200
1156817.1	0.201300	0.187200	0.168700	0.167900	0.147400	0.064900	0.085600	0.107000	0.189200
1161981.5	0.204000	0.189900	0.171000	0.170600	0.144800	0.059500	0.081700	0.102200	0.188200
1167145.9	0.202100	0.187700	0.170300	0.171000	0.142800	0.061900	0.081900	0.102600	0.185000
1172310.2	0.201800	0.187600	0.169100	0.167800	0.149600	0.063800	0.086000	0.108100	0.193800
1177474.6	0.202700	0.187900	0.169300	0.167900	0.150800	0.066500	0.088600	0.109300	0.190700
1182638.9	0.206900	0.194500	0.175000	0.174900	0.146000	0.060700	0.082100	0.103200	0.189300
1187803.3	0.205400	0.190800	0.172000	0.172300	0.151900	0.065800	0.089200	0.110300	0.192200
1192967.7	0.204500	0.190100	0.170200	0.170400	0.151400	0.064700	0.087600	0.108400	0.192500
1198132.0	0.207100	0.192300	0.172700	0.172800	0.151900	0.066700	0.090200	0.111000	0.192900
1203296.4	0.206000	0.191400	0.171800	0.172300	0.151500	0.064400	0.087800	0.108500	0.193700
1208460.7	0.210400	0.193600	0.173400	0.173300	0.154200	0.063400	0.086900	0.109700	0.196900
1213625.1	0.206000	0.190300	0.171600	0.172600	0.150700	0.064600	0.087600	0.109000	0.191700
1218789.5	0.209000	0.189500	0.173000	0.172300	0.149800	0.059400	0.073000	0.105400	0.204100
1223953.8	0.207100	0.192700	0.171900	0.172500	0.152500	0.068200	0.089800	0.113400	0.194200
1229118.2	0.203500	0.191100	0.171300	0.172200	0.147900	0.065000	0.086500	0.109400	0.187100
1234282.6	0.207400	0.194000	0.173200	0.174000	0.152400	0.063200	0.086700	0.110000	0.194200
1239446.9	0.205400	0.189900	0.172500	0.173600	0.151800	0.064400	0.087200	0.109800	0.192500
1244611.3	0.208100	0.193100	0.176700	0.178900	0.154800	0.066400	0.089800	0.112400	0.196000
1249775.6	0.209600	0.193200	0.179500	0.182200	0.156100	0.066300	0.088600	0.111800	0.197500
1254940.0	0.209900	0.194800	0.184000	0.189600	0.156000	0.064900	0.087700	0.111400	0.198200
1260104.4	0.211400	0.195500	0.188400	0.194400	0.158000	0.065300	0.088600	0.112800	0.201000
1265268.7	0.210200	0.193300	0.188900	0.194800	0.162300	0.067000	0.091500	0.117000	0.204100
1270433.1	0.214600	0.201400	0.197300	0.207700	0.160400	0.062800	0.086500	0.111500	0.204800
1275597.4	0.213600	0.199200	0.197800	0.208100	0.166000	0.065400	0.091100	0.115900	0.206700
1280761.8	0.224500	0.210700	0.213400	0.223500	0.165700	0.053600	0.070500	0.105100	0.226200
1285926.2	0.235700	0.210000	0.214000	0.221000	0.186400	0.056400	0.078500	0.113800	0.251900
1291090.5	0.220300	0.209100	0.218000	0.235000	0.172000	0.061700	0.085900	0.112000	0.208900
1296254.9	0.220600	0.209400	0.219800	0.238700	0.178000	0.065600	0.089600	0.116100	0.212800
1301419.3	0.223000	0.208600	0.223500	0.241500	0.187300	0.064000	0.089400	0.116200	0.214500
1306583.6	0.230000	0.212100	0.230900	0.252200	0.194200	0.063600	0.089400	0.115700	0.217100
1311748.0	0.233000	0.216400	0.238100	0.262900	0.196800	0.060900	0.085000	0.112000	0.214900
1316912.3	0.233600	0.213100	0.236700	0.262600	0.208300	0.064800	0.088500	0.115600	0.216600
1322076.7	0.232500	0.213300	0.241600	0.269400	0.216800	0.066200	0.091300	0.118200	0.218600
1327241.1	0.236800	0.219000	0.249600	0.282100	0.223700	0.062300	0.088000	0.114500	0.220500
1332405.4	0.245100	0.219400	0.257600	0.290800	0.229600	0.054300	0.074400	0.109300	0.232900
1337569.8	0.247100	0.216300	0.254900	0.286200	0.248300	0.063300	0.089400	0.121000	0.237900
1342734.1	0.240400	0.218100	0.260600	0.297600	0.249700	0.063000	0.089200	0.117400	0.221900
1347898.5	0.244500	0.222800	0.268700	0.310200	0.255100	0.062400	0.089300	0.115500	0.221000
1353062.9	0.247800	0.223300	0.272400	0.318800	0.261200	0.059800	0.088700	0.113300	0.222900
1358227.2	0.248700	0.224400	0.277400	0.330500	0.260600	0.061400	0.089200	0.114600	0.222900
1363391.6	0.248100	0.220600	0.275000	0.327600	0.274200	0.064700	0.094000	0.118500	0.227600
1368556.0	0.255300	0.224600	0.287500	0.335100	0.270100	0.057000	0.079900	0.111900	0.237600
1373720.3	0.245200	0.216800	0.279900	0.328900	0.284000	0.068500	0.097300	0.123600	0.227000
1378884.7	0.248300	0.217800	0.286600	0.340600	0.283900	0.062800	0.091200	0.115300	0.222800
1384049.0	0.250100	0.220900	0.289400	0.342600	0.283700	0.060000	0.088200	0.112900	0.225900
1389213.4	0.243900	0.212700	0.274100	0.323500	0.273700	0.070400	0.097600	0.122200	0.223100
1394377.8	0.240100	0.210600	0.265500	0.314100	0.261300	0.068600	0.096100	0.120600	0.221600
1399542.1	0.240400	0.213100	0.263900	0.314700	0.247000	0.062300	0.090200	0.114000	0.220700
