VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
109071.4	0.172200	0.161100	0.185400	0.152400	0.199800	0.193100	0.171200	0.162100
114029.2	0.174600	0.162900	0.179100	0.151900	0.201700	0.192700	0.173200	0.163600
118987.0	0.171500	0.161200	0.172100	0.151400	0.202300	0.194000	0.176700	0.162800
123944.8	0.170100	0.160700	0.163400	0.152700	0.207400	0.198900	0.182100	0.161300
128902.6	0.170900	0.162800	0.159700	0.151000	0.206100	0.197500	0.185500	0.162300
133860.4	0.172500	0.164000	0.156500	0.149900	0.205800	0.196200	0.184500	0.164100
138818.1	0.172900	0.163000	0.154900	0.149700	0.209000	0.199800	0.187500	0.164300
143775.9	0.175900	0.162700	0.153300	0.149200	0.209400	0.199400	0.187000	0.161700
148733.7	0.177500	0.165100	0.154500	0.150300	0.209800	0.200500	0.189300	0.162900
153691.5	0.180100	0.166600	0.151400	0.149500	0.206200	0.197500	0.193500	0.162400
158649.3	0.177000	0.162800	0.144500	0.149500	0.208900	0.200800	0.203600	0.161100
163607.1	0.179100	0.164800	0.138700	0.148600	0.205400	0.195700	0.222300	0.159800
168564.9	0.179500	0.165000	0.137700	0.148600	0.204100	0.194100	0.241000	0.161600
173522.7	0.175000	0.163000	0.134400	0.151000	0.213000	0.204100	0.277000	0.160900
178480.5	0.181300	0.169600	0.135600	0.151000	0.210100	0.198800	0.268900	0.164400
183438.3	0.180000	0.171200	0.133700	0.152200	0.220400	0.208700	0.271100	0.162100
188396.0	0.184500	0.183500	0.136200	0.153100	0.220700	0.207200	0.261400	0.166700
193353.8	0.187600	0.200300	0.135400	0.156000	0.235400	0.218700	0.259500	0.166500
198311.6	0.192600	0.215300	0.136500	0.158200	0.248400	0.230000	0.256700	0.168300
203269.4	0.199200	0.223100	0.138300	0.159900	0.254400	0.234300	0.247800	0.169800
208227.2	0.204200	0.224800	0.138800	0.162000	0.267400	0.243700	0.244000	0.171200
213185.0	0.204800	0.220200	0.136600	0.166000	0.276100	0.252900	0.244000	0.170700
218142.8	0.211000	0.218700	0.138500	0.169400	0.278300	0.253700	0.239400	0.172000
223100.6	0.216000	0.217500	0.137800	0.171900	0.277900	0.253000	0.234200	0.174400
228058.4	0.225700	0.218900	0.140900	0.174400	0.269100	0.245000	0.224200	0.178900
233016.2	0.230500	0.216100	0.141100	0.177500	0.269600	0.246200	0.221700	0.179800
237973.9	0.237000	0.215700	0.140300	0.178900	0.270400	0.246800	0.220100	0.179400
242931.7	0.244600	0.213300	0.141100	0.182300	0.265600	0.243100	0.215900	0.181400
247889.5	0.239800	0.206900	0.136400	0.184800	0.268800	0.248900	0.217400	0.179200
252847.3	0.246200	0.205500	0.138400	0.187000	0.260600	0.241900	0.211700	0.182600
257805.1	0.246100	0.203700	0.136800	0.188100	0.260700	0.241100	0.209700	0.182500
262762.9	0.240400	0.198500	0.136100	0.190700	0.262400	0.244100	0.209600	0.181600
267720.7	0.247400	0.199900	0.139500	0.190900	0.248600	0.231000	0.199300	0.186600
272678.5	0.244800	0.196500	0.139500	0.191000	0.247100	0.229400	0.196700	0.186000
277636.3	0.240000	0.192300	0.137800	0.192700	0.246200	0.229400	0.196500	0.184900
282594.1	0.235000	0.188800	0.135400	0.192800	0.245000	0.230100	0.195700	0.182300
287551.8	0.235500	0.187600	0.136000	0.190800	0.239800	0.225600	0.190600	0.182900
292509.6	0.231900	0.185600	0.135900	0.192000	0.238000	0.223900	0.188600	0.183100
297467.4	0.230200	0.183300	0.135700	0.191200	0.231200	0.217300	0.185000	0.182800
302425.2	0.227100	0.182500	0.134900	0.192600	0.234000	0.220000	0.185300	0.182400
307383.0	0.223400	0.179100	0.133400	0.191200	0.232100	0.218200	0.183100	0.182000
312340.8	0.219500	0.177200	0.131800	0.189600	0.231800	0.218300	0.183600	0.177900
317298.6	0.218100	0.176800	0.131900	0.189100	0.228400	0.214200	0.181000	0.179100
322256.4	0.213600	0.173100	0.131000	0.187100	0.227400	0.213600	0.179700	0.176600
327214.2	0.210900	0.171600	0.130100	0.185100	0.223600	0.211100	0.178300	0.177100
332171.9	0.207700	0.169700	0.128600	0.185000	0.226100	0.212700	0.179400	0.173400
337129.7	0.205900	0.169000	0.129000	0.181100	0.215300	0.202600	0.172400	0.173500
342087.5	0.207800	0.169600	0.131000	0.181500	0.215400	0.202300	0.173100	0.176000
347045.3	0.201400	0.165300	0.129400	0.179700	0.217100	0.206300	0.174300	0.175000
352003.1	0.196600	0.162800	0.126800	0.176100	0.212600	0.202600	0.171600	0.171300
356960.9	0.191000	0.159200	0.124000	0.171000	0.203500	0.193200	0.165600	0.166100
361918.7	0.191000	0.158400	0.124000	0.171500	0.203900	0.192800	0.165400	0.165900
366876.5	0.189200	0.157300	0.123000	0.170200	0.200600	0.190200	0.164300	0.166400
371834.3	0.183400	0.154600	0.121800	0.169800	0.204400	0.195200	0.167100	0.164300
376792.0	0.184700	0.154500	0.121600	0.168900	0.202300	0.193800	0.166300	0.163900
381749.8	0.186700	0.156000	0.123400	0.166900	0.196200	0.186900	0.161800	0.166400
386707.6	0.182400	0.153300	0.121700	0.166100	0.197000	0.188800	0.163200	0.165400
391665.4	0.180700	0.152800	0.120800	0.166000	0.196600	0.188400	0.162700	0.163900
396623.2	0.182800	0.153300	0.123200	0.166000	0.195300	0.187500	0.161800	0.166000
401581.0	0.179300	0.152200	0.122600	0.164800	0.194000	0.186600	0.161600	0.163700
406538.8	0.176500	0.150400	0.120800	0.163500	0.193400	0.187200	0.161200	0.163200
411496.6	0.177800	0.150900	0.121200	0.163000	0.191400	0.184300	0.160100	0.162400
416454.4	0.176000	0.151400	0.121000	0.163300	0.190800	0.185100	0.160900	0.162800
421412.2	0.176600	0.150700	0.121200	0.161600	0.188000	0.181700	0.158400	0.162100
426369.9	0.174000	0.149200	0.120600	0.160500	0.188000	0.183000	0.158900	0.162200
431327.7	0.171500	0.147700	0.119100	0.160200	0.191200	0.184800	0.161000	0.159500
436285.5	0.173800	0.149200	0.121100	0.159500	0.184200	0.179000	0.157100	0.160200
441243.3	0.170000	0.147500	0.119200	0.159500	0.187900	0.182700	0.159100	0.158700
446201.1	0.169500	0.147300	0.118800	0.158900	0.185700	0.181500	0.158800	0.157400
451158.9	0.169100	0.147300	0.119000	0.158400	0.183900	0.178400	0.157200	0.157900
456116.7	0.168500	0.146100	0.118900	0.157100	0.183400	0.178700	0.157000	0.157300
461074.5	0.163800	0.144300	0.116500	0.157400	0.187000	0.183100	0.160500	0.154800
466032.3	0.168200	0.146300	0.119100	0.157200	0.184300	0.180100	0.158400	0.156300
470990.0	0.166100	0.145300	0.118100	0.156300	0.181800	0.177900	0.157100	0.154800
475947.8	0.164700	0.144100	0.116900	0.154300	0.179100	0.174600	0.156600	0.153700
480905.6	0.165600	0.144800	0.119100	0.155200	0.179800	0.174800	0.155500	0.155200
485863.4	0.162500	0.143600	0.116300	0.154400	0.180600	0.175900	0.156800	0.153700
490821.2	0.164100	0.145000	0.118200	0.153600	0.176900	0.172300	0.154000	0.155100
495779.0	0.160900	0.142500	0.116200	0.152900	0.178000	0.174500	0.156200	0.151700
500736.8	0.162200	0.143900	0.117700	0.152500	0.176900	0.172400	0.154100	0.153700
505694.6	0.159500	0.142800	0.116800	0.151700	0.175400	0.172400	0.154100	0.152200
510652.4	0.159600	0.142800	0.116100	0.151000	0.175700	0.172000	0.154800	0.151400
515610.1	0.158500	0.141600	0.116000	0.151400	0.175400	0.172600	0.154500	0.150300
520567.9	0.159000	0.142900	0.116700	0.149900	0.172700	0.169900	0.153200	0.150700
525525.7	0.158700	0.142100	0.116800	0.150800	0.174400	0.171400	0.154500	0.150900
530483.5	0.162700	0.147100	0.119700	0.153400	0.177700	0.174200	0.157900	0.154300
535441.3	0.164200	0.148100	0.121900	0.153200	0.178500	0.175500	0.158200	0.155600
540399.1	0.161100	0.147100	0.119000	0.151800	0.176100	0.174000	0.158300	0.152600
545356.9	0.160100	0.146100	0.119500	0.152500	0.178900	0.175500	0.159300	0.152200
550314.7	0.161200	0.147400	0.119400	0.150700	0.174300	0.170400	0.156000	0.152800
555272.5	0.159900	0.145500	0.119100	0.149900	0.173700	0.169900	0.156500	0.151800
560230.3	0.159400	0.145500	0.119300	0.150800	0.175500	0.171600	0.156500	0.151900
565188.0	0.156200	0.145000	0.117300	0.149800	0.174300	0.171500	0.157500	0.149500
570145.8	0.159600	0.146900	0.120200	0.148400	0.171000	0.166400	0.154400	0.150900
575103.6	0.156200	0.144200	0.117400	0.149300	0.173700	0.170700	0.158300	0.149200
580061.4	0.156000	0.144000	0.117300	0.147800	0.171800	0.168600	0.155900	0.148900
585019.2	0.153300	0.142300	0.115500	0.148200	0.174600	0.172200	0.158800	0.147400
589977.0	0.155300	0.144200	0.117800	0.147400	0.171600	0.168400	0.155800	0.148800
594934.8	0.153600	0.142800	0.116100	0.146600	0.171500	0.168900	0.157400	0.146700
599892.6	0.154000	0.144100	0.116400	0.145600	0.168500	0.165700	0.154300	0.147100
604850.3	0.154900	0.144600	0.118800	0.144800	0.166900	0.163200	0.152100	0.149900
609808.1	0.153400	0.143800	0.117500	0.145400	0.169000	0.166000	0.154700	0.148200
614765.9	0.154300	0.143800	0.117400	0.144400	0.166200	0.162200	0.152700	0.148300
619723.7	0.152800	0.143100	0.116700	0.144700	0.167800	0.165000	0.154400	0.147200
624681.5	0.152500	0.143500	0.117400	0.144600	0.167800	0.165500	0.154700	0.147000
629639.3	0.152200	0.142900	0.117300	0.143200	0.166500	0.164500	0.154000	0.146100
634597.1	0.152100	0.142900	0.117300	0.143300	0.165700	0.163700	0.153800	0.147300
639554.9	0.147800	0.140100	0.114000	0.143100	0.168700	0.166700	0.156900	0.144300
644512.7	0.151400	0.142500	0.116700	0.142400	0.164700	0.162300	0.152800	0.145900
649470.5	0.151600	0.142800	0.117800	0.142000	0.164000	0.161300	0.152400	0.147100
654428.2	0.148200	0.139200	0.114600	0.142600	0.169300	0.167600	0.157000	0.143700
659386.0	0.151300	0.142600	0.116200	0.141100	0.163300	0.161400	0.152900	0.145000
664343.8	0.150400	0.141300	0.116600	0.141500	0.164500	0.162100	0.153000	0.144400
669301.6	0.152500	0.143100	0.117900	0.139400	0.161300	0.157800	0.150300	0.146200
674259.4	0.151000	0.142600	0.117400	0.140100	0.162400	0.160100	0.151600	0.144100
679217.2	0.150000	0.142200	0.117300	0.139200	0.160200	0.158600	0.151400	0.145800
684175.0	0.149900	0.141400	0.116100	0.139700	0.161500	0.159200	0.151300	0.145500
689132.8	0.147200	0.139900	0.114900	0.141100	0.165800	0.165300	0.155200	0.143600
694090.5	0.148900	0.141300	0.115500	0.139300	0.162000	0.159900	0.152200	0.143700
699048.3	0.147400	0.140300	0.114500	0.140400	0.163800	0.162500	0.153800	0.142800
704006.1	0.149100	0.141400	0.116500	0.139500	0.160900	0.159300	0.151300	0.143900
708963.9	0.149500	0.142000	0.117100	0.139100	0.160300	0.157600	0.150200	0.143900
713921.7	0.147900	0.141700	0.114900	0.139000	0.161900	0.159600	0.152200	0.143100
718879.5	0.148000	0.140500	0.115400	0.139300	0.163000	0.160600	0.152600	0.143200
723837.3	0.144500	0.138300	0.113300	0.138700	0.162700	0.162200	0.154200	0.141000
728795.1	0.149100	0.140500	0.116900	0.139100	0.160300	0.157700	0.150700	0.143900
733752.9	0.146800	0.140200	0.114100	0.137900	0.160000	0.158200	0.151500	0.142300
738710.6	0.147900	0.139900	0.114900	0.137800	0.160400	0.158000	0.151000	0.142000
743668.4	0.145900	0.138900	0.114400	0.138100	0.161100	0.159600	0.151700	0.141900
748626.2	0.146300	0.139400	0.114600	0.137500	0.159200	0.158200	0.151400	0.141600
753584.0	0.145800	0.139300	0.114700	0.138600	0.162100	0.161000	0.152300	0.142200
758541.8	0.145500	0.138700	0.113800	0.137500	0.160000	0.158400	0.151900	0.140900
763499.6	0.145400	0.139200	0.113600	0.136500	0.158800	0.157400	0.150900	0.142200
768457.4	0.146700	0.140000	0.114600	0.136800	0.157800	0.156200	0.150300	0.142600
773415.2	0.144200	0.138400	0.113100	0.137000	0.160600	0.159500	0.152100	0.140700
778373.0	0.145100	0.138500	0.114100	0.137000	0.158700	0.156800	0.150400	0.141200
783330.8	0.146700	0.139800	0.114800	0.136300	0.157300	0.155400	0.149400	0.142300
788288.5	0.141200	0.136100	0.111900	0.136900	0.162400	0.162400	0.155200	0.139000
793246.3	0.143900	0.138100	0.113100	0.136200	0.159300	0.157300	0.151700	0.140600
798204.1	0.143300	0.137000	0.113800	0.136400	0.159800	0.158700	0.151500	0.141100
803161.9	0.143400	0.137100	0.112600	0.135800	0.157800	0.156500	0.150200	0.139500
808119.7	0.145400	0.138700	0.114700	0.135900	0.156400	0.155600	0.148800	0.141400
813077.5	0.142900	0.137900	0.112600	0.135800	0.158100	0.158000	0.151600	0.139300
818035.3	0.141200	0.136400	0.112100	0.135500	0.159800	0.158100	0.151500	0.139800
822993.1	0.147400	0.140900	0.115700	0.135400	0.154100	0.152700	0.147200	0.142300
827950.8	0.145100	0.138800	0.114300	0.135000	0.155100	0.153400	0.148500	0.140400
832908.6	0.142900	0.137200	0.113000	0.135600	0.157300	0.156100	0.149700	0.138700
837866.4	0.144500	0.137800	0.114900	0.135800	0.156100	0.154600	0.148800	0.140900
842824.2	0.143500	0.138800	0.113300	0.134800	0.156000	0.154500	0.149500	0.139200
847782.0	0.145400	0.138700	0.114800	0.134400	0.154000	0.152000	0.147100	0.140200
852739.8	0.144200	0.138500	0.115500	0.134400	0.154400	0.152900	0.148000	0.141800
857697.6	0.144000	0.138400	0.114000	0.135200	0.155700	0.154900	0.149000	0.140200
862655.4	0.141100	0.136300	0.111400	0.135100	0.158100	0.157300	0.151000	0.138800
867613.2	0.145800	0.139700	0.114900	0.134700	0.152700	0.151700	0.146900	0.141800
872570.9	0.143400	0.137700	0.113700	0.134800	0.154000	0.152500	0.147600	0.140400
877528.7	0.141100	0.136800	0.112300	0.135100	0.157200	0.156200	0.150400	0.137800
882486.5	0.146300	0.139800	0.115800	0.134000	0.152200	0.150200	0.145900	0.141800
887444.3	0.143100	0.138000	0.113200	0.134400	0.154800	0.153600	0.148000	0.140200
892402.1	0.144100	0.137900	0.114100	0.134000	0.154300	0.152300	0.146800	0.140800
897359.9	0.143400	0.138100	0.114200	0.134000	0.154900	0.153100	0.148400	0.140900
902317.7	0.145100	0.138300	0.114700	0.134900	0.153600	0.152800	0.146900	0.140800
907275.5	0.142500	0.137200	0.113000	0.133500	0.153100	0.151800	0.147300	0.139200
912233.3	0.142100	0.137000	0.112200	0.133600	0.154600	0.153700	0.149000	0.138500
917191.0	0.140800	0.136400	0.112100	0.134200	0.155400	0.153900	0.148800	0.138400
922148.8	0.140700	0.136100	0.112100	0.133800	0.155800	0.154600	0.149500	0.138700
927106.6	0.140900	0.136100	0.111900	0.134000	0.156500	0.155600	0.149800	0.138800
932064.4	0.139900	0.135400	0.111400	0.134600	0.157800	0.157400	0.151600	0.138200
937022.2	0.139900	0.134900	0.111600	0.134300	0.157100	0.156700	0.150800	0.139300
941980.0	0.143200	0.137400	0.113100	0.133400	0.153700	0.152100	0.147100	0.139500
946937.8	0.143800	0.138300	0.113300	0.133500	0.152900	0.151200	0.147200	0.140000
951895.6	0.141700	0.136700	0.112200	0.133700	0.155000	0.153000	0.148800	0.139900
956853.4	0.141500	0.135900	0.112200	0.133300	0.154800	0.153500	0.148700	0.139300
961811.1	0.142400	0.136800	0.112400	0.133300	0.154300	0.153100	0.148600	0.139200
966768.9	0.141300	0.136400	0.112000	0.133700	0.155400	0.154500	0.148900	0.139400
971726.7	0.143700	0.138200	0.114000	0.133300	0.153300	0.151900	0.147900	0.141000
976684.5	0.139900	0.135200	0.111100	0.133800	0.156600	0.155200	0.150100	0.139100
981642.3	0.138800	0.135000	0.110200	0.134000	0.156600	0.155900	0.150400	0.138000
986600.1	0.141000	0.136100	0.112000	0.132800	0.154300	0.153600	0.149300	0.139500
991557.9	0.141300	0.137400	0.112600	0.133300	0.154600	0.153500	0.148800	0.139900
996515.7	0.141200	0.136700	0.112100	0.132700	0.154700	0.153100	0.147900	0.140200
1001473.5	0.144100	0.138200	0.114700	0.132800	0.151300	0.149800	0.145300	0.142300
1006431.2	0.141500	0.136400	0.112500	0.132300	0.152500	0.151500	0.147100	0.139600
1011389.0	0.140600	0.136700	0.112100	0.132800	0.153300	0.152900	0.148700	0.140100
1016346.8	0.140200	0.135300	0.112300	0.133300	0.155000	0.154200	0.148800	0.139300
1021304.6	0.142600	0.137400	0.113300	0.132800	0.152800	0.151500	0.147200	0.141300
1026262.4	0.141400	0.136700	0.112600	0.133300	0.153400	0.153000	0.147600	0.140100
1031220.2	0.141800	0.137500	0.112400	0.132600	0.152000	0.151600	0.147300	0.139600
1036178.0	0.141000	0.136000	0.111800	0.132100	0.153500	0.152300	0.148400	0.139000
1041135.8	0.142100	0.137100	0.113700	0.132700	0.153600	0.151800	0.146900	0.141500
1046093.5	0.140500	0.136200	0.111800	0.131700	0.151300	0.150300	0.146400	0.139200
1051051.3	0.142100	0.137300	0.113100	0.131800	0.151300	0.150700	0.146400	0.140200
1056009.1	0.143500	0.138300	0.114500	0.131400	0.149600	0.149100	0.144800	0.142400
1060966.9	0.141300	0.136400	0.112400	0.132500	0.153100	0.152700	0.147200	0.140100
1065924.7	0.142300	0.136800	0.113600	0.131500	0.149300	0.147300	0.144200	0.140600
1070882.5	0.141800	0.136000	0.112500	0.131400	0.151300	0.150100	0.146100	0.140600
1075840.3	0.141500	0.136000	0.111600	0.131600	0.153600	0.152200	0.147800	0.140200
1080798.1	0.138500	0.135100	0.110600	0.133000	0.156100	0.154900	0.149100	0.139200
1085755.9	0.139700	0.135200	0.110900	0.132600	0.153800	0.153500	0.148400	0.139200
1090713.6	0.141200	0.136000	0.111500	0.132500	0.151200	0.150500	0.146400	0.139300
1095671.4	0.140700	0.135400	0.111500	0.132500	0.153100	0.152400	0.147100	0.139500
1100629.2	0.139900	0.135600	0.110600	0.132000	0.152900	0.151900	0.147300	0.138900
1105587.0	0.142300	0.136300	0.112900	0.132400	0.150900	0.149600	0.145000	0.140000
1110544.8	0.139800	0.135500	0.111500	0.132900	0.152700	0.152000	0.147500	0.140000
1115502.6	0.138800	0.134400	0.110800	0.131900	0.153000	0.151700	0.148000	0.138800
1120460.4	0.137900	0.134200	0.109800	0.132600	0.154700	0.153600	0.148700	0.138700
1125418.2	0.141000	0.135100	0.112300	0.132400	0.150200	0.149200	0.145100	0.140700
1130376.0	0.138700	0.135000	0.110700	0.131800	0.153400	0.152900	0.148000	0.140000
1135333.7	0.141800	0.136500	0.112700	0.131700	0.150400	0.149000	0.144500	0.142300
1140291.5	0.138800	0.134500	0.110500	0.131600	0.152100	0.151300	0.147100	0.140000
1145249.3	0.140900	0.136100	0.112500	0.131700	0.151000	0.149700	0.145400	0.141000
1150207.1	0.138200	0.134800	0.110500	0.132500	0.154400	0.153500	0.148900	0.140600
1155164.9	0.144000	0.139900	0.114300	0.132500	0.152800	0.151800	0.148100	0.143100
1160122.7	0.140400	0.137000	0.112100	0.133800	0.157600	0.156700	0.151700	0.142400
1165080.5	0.140800	0.136600	0.111400	0.133300	0.155800	0.155600	0.150400	0.141300
1170038.3	0.142400	0.138000	0.113400	0.133600	0.155900	0.154600	0.149300	0.142800
1174996.1	0.144800	0.138700	0.113800	0.131500	0.151300	0.150400	0.146600	0.142400
1179953.8	0.143300	0.138500	0.113800	0.131900	0.153000	0.151900	0.147900	0.143200
1184911.6	0.142800	0.138000	0.113200	0.131400	0.152500	0.151200	0.147500	0.141900
1189869.4	0.141600	0.137700	0.112800	0.132300	0.155700	0.155100	0.150800	0.142700
1194827.2	0.143700	0.139300	0.115000	0.133700	0.156500	0.155200	0.150000	0.144800
1199785.0	0.142200	0.138000	0.113900	0.133500	0.155900	0.155100	0.150100	0.143400
1204742.8	0.143900	0.139200	0.115600	0.133900	0.157000	0.155800	0.150500	0.145000
1209700.6	0.146000	0.140200	0.116200	0.133900	0.157100	0.155100	0.150300	0.145500
1214658.4	0.145500	0.140900	0.116200	0.132800	0.155700	0.154300	0.149800	0.146800
1219616.2	0.141400	0.137600	0.112900	0.134300	0.160900	0.160000	0.154600	0.143400
1224573.9	0.144500	0.140600	0.114400	0.133200	0.156800	0.155600	0.151400	0.144600
1229531.7	0.140800	0.136100	0.110800	0.124700	0.153900	0.152400	0.147200	0.140900
1234489.5	0.143600	0.139300	0.114900	0.133500	0.158200	0.156300	0.153300	0.144800
1239447.3	0.145700	0.141100	0.116500	0.132700	0.156300	0.154300	0.149800	0.146200
1244405.1	0.145200	0.140500	0.115500	0.133300	0.157300	0.155900	0.151000	0.145700
1249362.9	0.153500	0.147300	0.118800	0.134900	0.164500	0.162000	0.159200	0.146200
1254320.7	0.182100	0.169100	0.135000	0.141300	0.183200	0.177400	0.180400	0.149200
1259278.5	0.223900	0.202500	0.155400	0.151900	0.218600	0.208600	0.225300	0.148900
1264236.3	0.287800	0.252000	0.186900	0.168500	0.267500	0.247500	0.285000	0.150100
1269194.0	0.366700	0.305800	0.225100	0.190500	0.334500	0.299900	0.350000	0.154900
1274151.8	0.431800	0.353400	0.262400	0.215900	0.393200	0.344600	0.390500	0.160000
1279109.6	0.461600	0.371400	0.281400	0.240500	0.448600	0.391800	0.413800	0.161100
1284067.4	0.494800	0.387600	0.295200	0.258800	0.468900	0.405700	0.412100	0.165500
1289025.2	0.507100	0.396800	0.298800	0.275000	0.499600	0.429100	0.408100	0.168600
1293983.0	0.506500	0.396300	0.306200	0.286100	0.524800	0.452000	0.410600	0.172100
1298940.8	0.516200	0.404100	0.318900	0.294100	0.536300	0.460900	0.401700	0.179600
1303898.6	0.517300	0.403500	0.317100	0.305000	0.551800	0.479600	0.402900	0.182900
1308856.3	0.522900	0.402200	0.323100	0.310200	0.564700	0.492600	0.399600	0.188900
1313814.1	0.518400	0.402300	0.321100	0.311600	0.580900	0.504300	0.396300	0.193500
1318771.9	0.529500	0.403700	0.325500	0.317000	0.591500	0.516600	0.392100	0.201100
1323729.7	0.540500	0.410900	0.333200	0.313900	0.589500	0.510400	0.383400	0.210600
1328687.5	0.526400	0.403600	0.328000	0.319000	0.616500	0.536800	0.422900	0.212200
1333645.3	0.523600	0.397200	0.324600	0.316600	0.620400	0.540800	0.443000	0.213200
1338603.1	0.522200	0.398000	0.324800	0.315300	0.620800	0.540100	0.448500	0.218000
1343560.9	0.507200	0.395800	0.325600	0.314700	0.634000	0.552200	0.453800	0.220500
1348518.7	0.508100	0.399100	0.331100	0.316700	0.625800	0.542500	0.449900	0.228300
1353476.4	0.498600	0.391900	0.324000	0.319600	0.642400	0.562100	0.458500	0.229000
1358434.2	0.504100	0.392100	0.326300	0.316600	0.627900	0.551400	0.450100	0.232300
1363392.0	0.506700	0.393700	0.328000	0.314300	0.637400	0.556800	0.448000	0.234100
1368349.8	0.499500	0.390300	0.325000	0.312800	0.628600	0.546700	0.441500	0.234100
1373307.6	0.470600	0.372200	0.304900	0.301900	0.621400	0.549300	0.416800	0.228900
1378265.4	0.425200	0.335700	0.277500	0.279800	0.578000	0.513900	0.362700	0.224800
1383223.2	0.353800	0.286500	0.238200	0.258200	0.536300	0.485200	0.314900	0.217200
1388181.0	0.316600	0.258200	0.217500	0.238900	0.474300	0.432000	0.273400	0.215000
1393138.8	0.281400	0.235100	0.199200	0.226200	0.435000	0.401000	0.249800	0.212000
1398096.5	0.261400	0.220600	0.185800	0.215800	0.393900	0.367000	0.231100	0.210000
1403054.3	0.242000	0.206400	0.175200	0.205900	0.361200	0.339700	0.215900	0.208500
1408012.1	0.223400	0.193100	0.163500	0.197100	0.336400	0.318700	0.205000	0.202600
1412969.9	0.209100	0.183200	0.155900	0.190700	0.314600	0.302300	0.197400	0.199400
1417927.7	0.199000	0.176000	0.150300	0.183700	0.291600	0.281900	0.187700	0.199000
1422885.5	0.191200	0.171500	0.145800	0.178500	0.277400	0.270300	0.183500	0.195300
1427843.3	0.184800	0.165300	0.141600	0.175100	0.267100	0.261000	0.179600	0.193900
1432801.1	0.180100	0.162800	0.139400	0.169600	0.252600	0.247800	0.175600	0.190800
1437758.9	0.174400	0.159200	0.134600	0.165300	0.243200	0.238600	0.173000	0.188000
1442716.6	0.172100	0.157700	0.134300	0.161600	0.232100	0.228700	0.169600	0.188600
1447674.4	0.168500	0.155600	0.132800	0.159500	0.226200	0.223200	0.167900	0.186100
1452632.2	0.165200	0.153200	0.130900	0.156800	0.217300	0.215900	0.166500	0.183300
1457590.0	0.165600	0.153200	0.131200	0.154100	0.209300	0.208600	0.163700	0.183400
1462547.8	0.161200	0.151700	0.128100	0.152800	0.208300	0.208400	0.165700	0.180100
1467505.6	0.163300	0.153300	0.130400	0.150300	0.199600	0.199100	0.161200	0.181700
1472463.4	0.163400	0.153100	0.130300	0.149100	0.195800	0.195100	0.159800	0.181500
1477421.2	0.159700	0.150700	0.128400	0.148900	0.194400	0.196200	0.161300	0.177900
1482379.0	0.158900	0.151100	0.128900	0.147100	0.190300	0.191600	0.160700	0.177900
1487336.7	0.157500	0.150200	0.127500	0.147800	0.193500	0.194900	0.163600	0.175700
1492294.5	0.155800	0.148600	0.126300	0.147000	0.190800	0.193200	0.164000	0.174000
1497252.3	0.157000	0.149700	0.126800	0.145700	0.184600	0.186900	0.160200	0.173300
