VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
263382.6	0.183500	0.242900	0.203600	0.246700	0.178700	0.183900	0.226500	0.182900	0.178700	0.176000	0.208500	0.267100
268547.0	0.179100	0.239800	0.206600	0.245100	0.186100	0.185900	0.228300	0.181300	0.180200	0.178700	0.207200	0.264100
273711.4	0.182000	0.239800	0.208000	0.246400	0.184900	0.185200	0.227000	0.179300	0.180900	0.177500	0.207100	0.264300
278875.7	0.179300	0.240500	0.207000	0.246300	0.184300	0.184900	0.225800	0.177700	0.179900	0.177200	0.207500	0.263500
284040.1	0.179400	0.240300	0.207200	0.246100	0.181300	0.185400	0.223000	0.173600	0.180000	0.176800	0.209700	0.264900
289204.5	0.178400	0.240600	0.207800	0.249200	0.183000	0.185000	0.221700	0.175000	0.179700	0.175300	0.207500	0.263700
294368.8	0.185400	0.242600	0.206200	0.249400	0.171400	0.181700	0.214900	0.172900	0.175400	0.174500	0.204600	0.266100
299533.2	0.178300	0.244000	0.244700	0.264200	0.184800	0.179000	0.221600	0.157000	0.187900	0.177900	0.211000	0.294600
304697.6	0.185700	0.252200	0.254400	0.267500	0.169600	0.174500	0.212400	0.172200	0.186700	0.183800	0.234800	0.337500
309861.9	0.185200	0.251000	0.264800	0.267400	0.185000	0.182100	0.218900	0.174800	0.197000	0.190200	0.246600	0.302100
315026.3	0.185100	0.250300	0.262800	0.266400	0.182500	0.181900	0.220500	0.173600	0.196100	0.191200	0.245700	0.300500
320190.6	0.186500	0.250300	0.260200	0.266300	0.184500	0.182800	0.220800	0.173800	0.195800	0.193300	0.245200	0.298600
325355.0	0.184500	0.250200	0.258300	0.265000	0.187600	0.183500	0.219500	0.172100	0.195800	0.195800	0.245200	0.296000
330519.4	0.186700	0.251300	0.254100	0.262300	0.186200	0.183200	0.218000	0.171900	0.193600	0.197500	0.243500	0.296800
335683.7	0.184100	0.250500	0.248000	0.260500	0.187500	0.183500	0.218900	0.171400	0.191600	0.197200	0.239400	0.289000
340848.1	0.178000	0.240600	0.200600	0.246000	0.177000	0.182200	0.212200	0.163800	0.173300	0.181700	0.207100	0.260400
346012.5	0.182400	0.240600	0.203100	0.249300	0.177900	0.180200	0.208300	0.162900	0.176300	0.180700	0.209900	0.261400
351176.8	0.177800	0.237700	0.204200	0.250300	0.188300	0.182400	0.211800	0.164000	0.179400	0.182400	0.209300	0.260900
356341.2	0.181600	0.241700	0.203100	0.251000	0.181100	0.181800	0.208900	0.163500	0.190800	0.181000	0.211400	0.264900
361505.6	0.181800	0.242700	0.204900	0.250300	0.180600	0.181700	0.206700	0.163400	0.198000	0.180400	0.212300	0.265000
366669.9	0.182200	0.242200	0.205600	0.250400	0.186000	0.181000	0.208600	0.162200	0.208700	0.184000	0.216000	0.265800
371834.3	0.180400	0.240300	0.207200	0.249800	0.188800	0.182500	0.209200	0.163000	0.215000	0.184900	0.223300	0.264900
376998.7	0.183500	0.243200	0.205700	0.251000	0.184700	0.180900	0.205800	0.164300	0.221200	0.182100	0.225700	0.265400
382163.0	0.180700	0.242200	0.206800	0.250500	0.190600	0.183100	0.207800	0.162600	0.230800	0.185600	0.231300	0.263700
387327.4	0.181900	0.243600	0.213100	0.253000	0.194800	0.183700	0.210500	0.163900	0.238600	0.188900	0.228300	0.265200
392491.7	0.186400	0.254100	0.281400	0.270200	0.206700	0.183600	0.215200	0.169300	0.255500	0.207900	0.273100	0.287300
397656.1	0.188600	0.250500	0.277900	0.267200	0.201900	0.182700	0.214000	0.168100	0.248400	0.207200	0.268000	0.290100
402820.5	0.190900	0.250300	0.268500	0.266700	0.202800	0.181600	0.213400	0.167400	0.245200	0.204300	0.255800	0.294400
407984.8	0.188900	0.249200	0.264700	0.264900	0.203700	0.181800	0.214200	0.165400	0.247200	0.204800	0.255900	0.292600
413149.2	0.190300	0.247700	0.256300	0.263100	0.203400	0.181300	0.212000	0.166300	0.242800	0.200900	0.246800	0.290300
418313.6	0.192100	0.248600	0.247900	0.262000	0.197600	0.178700	0.209500	0.167100	0.240100	0.196800	0.238300	0.293100
423477.9	0.187500	0.247700	0.253300	0.265000	0.195900	0.178400	0.211500	0.162100	0.238400	0.197800	0.245700	0.295400
428642.3	0.186700	0.239400	0.201700	0.245100	0.189600	0.178400	0.204900	0.155900	0.229100	0.182100	0.211000	0.259600
433806.7	0.184000	0.239000	0.206000	0.248500	0.196400	0.180300	0.210300	0.158800	0.232800	0.184900	0.214800	0.263100
438971.0	0.182800	0.239200	0.207800	0.247600	0.200700	0.179900	0.209000	0.157000	0.232400	0.186100	0.216000	0.261500
444135.4	0.187300	0.240900	0.206100	0.248500	0.188900	0.176600	0.202300	0.157600	0.226900	0.183200	0.215000	0.261400
449299.8	0.188300	0.239700	0.207000	0.248000	0.189300	0.175200	0.201200	0.156600	0.227800	0.181300	0.215900	0.260200
454464.1	0.184200	0.237500	0.206300	0.246800	0.190900	0.174900	0.201400	0.154600	0.225100	0.178200	0.211500	0.254200
459628.5	0.184700	0.236300	0.207500	0.246900	0.191800	0.175300	0.200600	0.154900	0.224200	0.177400	0.209700	0.251400
464792.8	0.184200	0.237200	0.208100	0.247500	0.187200	0.174900	0.199300	0.155100	0.221500	0.178300	0.209700	0.252000
469957.2	0.185700	0.234800	0.210000	0.248900	0.185500	0.173800	0.199200	0.154000	0.220100	0.177300	0.207500	0.250000
475121.6	0.183800	0.245000	0.267800	0.271900	0.159800	0.164300	0.188400	0.155100	0.212900	0.178700	0.241700	0.346200
480285.9	0.184400	0.242500	0.265400	0.269700	0.165700	0.166000	0.189900	0.155800	0.216700	0.181100	0.238700	0.318100
485450.3	0.183600	0.238800	0.260600	0.265400	0.177000	0.168800	0.195000	0.157000	0.220200	0.182900	0.230800	0.291900
490614.7	0.185900	0.236700	0.254000	0.259500	0.190300	0.171100	0.199000	0.155900	0.226000	0.184400	0.224400	0.269600
495779.0	0.203200	0.253800	0.253300	0.268700	0.161800	0.164400	0.187200	0.152000	0.210800	0.176700	0.231000	0.326500
500943.4	0.183000	0.235100	0.249300	0.261300	0.174100	0.169800	0.193700	0.153200	0.213600	0.177900	0.220600	0.285400
506107.8	0.185400	0.234700	0.256000	0.262800	0.175500	0.169300	0.193800	0.151900	0.216000	0.179700	0.222800	0.276700
511272.1	0.182900	0.226700	0.195300	0.241300	0.173500	0.172600	0.193300	0.149000	0.200100	0.165600	0.187700	0.239000
516436.5	0.183200	0.228900	0.199900	0.243700	0.175100	0.174100	0.194900	0.152600	0.201200	0.168000	0.192200	0.241400
521600.8	0.180100	0.228700	0.201400	0.242200	0.173000	0.174500	0.195900	0.150700	0.200800	0.167000	0.194200	0.240700
526765.2	0.186200	0.230200	0.199200	0.242900	0.168600	0.174000	0.194200	0.150900	0.198300	0.165300	0.196000	0.243200
531929.6	0.186000	0.230900	0.200500	0.243600	0.168300	0.173800	0.194900	0.152100	0.198400	0.166300	0.193800	0.243400
537093.9	0.186900	0.229100	0.199500	0.241100	0.166700	0.172300	0.193400	0.151200	0.196400	0.164500	0.191500	0.240100
542258.3	0.181200	0.225600	0.200000	0.240600	0.165100	0.172200	0.192800	0.149900	0.196100	0.165300	0.190400	0.237200
547422.7	0.184500	0.229700	0.202200	0.241500	0.164800	0.172500	0.193500	0.151000	0.199100	0.165900	0.192500	0.240800
552587.0	0.179600	0.226100	0.204500	0.242400	0.165000	0.172100	0.191400	0.149100	0.198100	0.165500	0.188800	0.236800
557751.4	0.183400	0.226500	0.203900	0.244300	0.161500	0.168900	0.187300	0.149000	0.194600	0.162300	0.186000	0.236400
562915.8	0.185300	0.235900	0.272700	0.260200	0.186600	0.172700	0.197300	0.155600	0.223900	0.183600	0.234100	0.256600
568080.1	0.186500	0.235700	0.267300	0.259600	0.181600	0.173000	0.195200	0.155900	0.220700	0.180900	0.227900	0.258400
573244.5	0.185100	0.235300	0.259600	0.259800	0.174700	0.173500	0.194200	0.155600	0.215200	0.182400	0.224100	0.261700
578408.8	0.183700	0.235500	0.252300	0.259200	0.168300	0.172400	0.193500	0.152700	0.207600	0.182000	0.225000	0.270800
583573.2	0.198000	0.243900	0.238700	0.255600	0.159400	0.167600	0.185000	0.161200	0.198200	0.175000	0.206900	0.296800
588737.6	0.182800	0.235700	0.252100	0.257800	0.175000	0.175200	0.196100	0.159100	0.209900	0.188200	0.227600	0.265700
593901.9	0.191500	0.244600	0.241500	0.257200	0.165900	0.174600	0.193100	0.160600	0.204300	0.188300	0.227700	0.286700
599066.3	0.184000	0.233400	0.199300	0.241700	0.162800	0.175200	0.191200	0.154700	0.195800	0.177900	0.198700	0.245600
604230.7	0.182400	0.234400	0.201700	0.241400	0.170900	0.178200	0.193300	0.158300	0.205000	0.180600	0.201100	0.246000
609395.0	0.187800	0.237300	0.201700	0.243200	0.166000	0.178200	0.192500	0.156300	0.207500	0.182400	0.203200	0.250200
614559.4	0.180600	0.232900	0.203600	0.241700	0.173100	0.183100	0.197100	0.155600	0.219500	0.186000	0.207800	0.250200
619723.8	0.184300	0.235300	0.202800	0.242800	0.170300	0.181300	0.191900	0.159100	0.226900	0.183400	0.206900	0.251300
624888.1	0.184000	0.234000	0.202500	0.244400	0.170800	0.182300	0.193200	0.157900	0.237000	0.186000	0.210700	0.252200
630052.5	0.185200	0.235200	0.203800	0.243600	0.175100	0.181900	0.194000	0.155800	0.235200	0.186200	0.211000	0.254600
635216.8	0.185400	0.235100	0.205600	0.244400	0.174500	0.182800	0.193900	0.157300	0.225700	0.188200	0.215000	0.256500
640381.2	0.206600	0.233800	0.182700	0.235500	0.141400	0.155100	0.162800	0.130200	0.184300	0.142900	0.156100	0.235500
645545.6	0.194400	0.244600	0.268400	0.263100	0.198200	0.185000	0.202500	0.165200	0.240500	0.208000	0.260600	0.280700
650709.9	0.191400	0.242700	0.261700	0.260800	0.192400	0.182100	0.200500	0.163200	0.231700	0.203200	0.251800	0.283000
655874.3	0.182600	0.236800	0.252500	0.258000	0.189600	0.181100	0.201200	0.163300	0.225300	0.195900	0.239900	0.273600
661038.7	0.178700	0.235800	0.251900	0.256600	0.191500	0.182600	0.203500	0.164700	0.225200	0.200100	0.252600	0.276700
666203.0	0.185100	0.239900	0.249300	0.258200	0.192200	0.182700	0.203400	0.167100	0.223900	0.202700	0.259600	0.276900
671367.4	0.193100	0.246600	0.251600	0.261500	0.187900	0.181300	0.200200	0.167900	0.222500	0.198000	0.258900	0.292500
676531.8	0.185100	0.235300	0.201700	0.243600	0.174900	0.179400	0.192700	0.158700	0.202700	0.178100	0.213600	0.257800
681696.1	0.185500	0.235200	0.206300	0.245000	0.184400	0.181500	0.196300	0.158600	0.208100	0.180700	0.212000	0.260700
686860.5	0.183300	0.233800	0.205800	0.245000	0.186000	0.182800	0.195500	0.159000	0.205100	0.180600	0.225800	0.256600
692024.8	0.185200	0.233000	0.204800	0.246200	0.180300	0.179000	0.192200	0.159100	0.200600	0.179600	0.222000	0.257300
697189.2	0.189200	0.236900	0.204500	0.245500	0.178900	0.179400	0.192100	0.158100	0.200500	0.179300	0.217900	0.260100
702353.6	0.189100	0.236500	0.203800	0.246600	0.177800	0.178100	0.190200	0.159600	0.201700	0.177100	0.214700	0.260900
707517.9	0.185800	0.234700	0.205500	0.245700	0.183300	0.181100	0.194100	0.159300	0.204600	0.178800	0.216000	0.260500
712682.3	0.194300	0.239700	0.204100	0.247100	0.182300	0.178800	0.192200	0.162700	0.205300	0.178100	0.216000	0.263300
717846.7	0.201200	0.236200	0.206700	0.247400	0.189400	0.179400	0.194100	0.161500	0.208900	0.179700	0.217400	0.262000
723011.0	0.214800	0.246700	0.264800	0.264200	0.206100	0.178800	0.198500	0.164000	0.231300	0.196500	0.256300	0.288200
728175.4	0.212100	0.244000	0.259200	0.262000	0.203700	0.178400	0.197400	0.164400	0.225300	0.194500	0.253800	0.288300
733339.8	0.219900	0.247600	0.255500	0.262900	0.200000	0.180300	0.197800	0.167100	0.222500	0.193600	0.254000	0.292400
738504.1	0.213800	0.247600	0.251600	0.261400	0.198500	0.180900	0.198800	0.167100	0.220700	0.193200	0.244100	0.292600
743668.5	0.232100	0.263100	0.230000	0.265700	0.144500	0.167400	0.174400	0.160100	0.186200	0.166300	0.220800	0.382400
748832.9	0.200000	0.245000	0.242700	0.264400	0.185000	0.179000	0.195900	0.165200	0.206000	0.185800	0.235200	0.309000
753997.2	0.213700	0.258300	0.240400	0.266200	0.178800	0.182300	0.195700	0.163900	0.206000	0.192000	0.255300	0.332400
759161.6	0.206400	0.257700	0.283200	0.270100	0.203700	0.192200	0.203700	0.176600	0.228200	0.203300	0.299000	0.288500
764325.9	0.217300	0.260000	0.231800	0.265000	0.174300	0.176600	0.189800	0.165000	0.194700	0.181900	0.248900	0.345200
769490.3	0.203100	0.243400	0.187200	0.246400	0.169700	0.177600	0.187900	0.159600	0.179800	0.171600	0.204500	0.266900
774654.7	0.200500	0.246400	0.195700	0.247700	0.190300	0.184200	0.198700	0.164000	0.192400	0.180200	0.210100	0.270600
779819.0	0.199400	0.245600	0.198500	0.250700	0.192300	0.187600	0.200800	0.162700	0.193700	0.179900	0.207700	0.270900
784983.4	0.205900	0.246800	0.199600	0.252100	0.187700	0.185100	0.198200	0.163800	0.190600	0.179500	0.207200	0.274800
790147.8	0.197100	0.242900	0.199800	0.250000	0.195000	0.188200	0.200900	0.162300	0.191300	0.179800	0.207800	0.272300
795312.1	0.201000	0.243800	0.199300	0.251300	0.196600	0.187600	0.199600	0.165800	0.190300	0.177400	0.207600	0.272900
800476.5	0.198300	0.243500	0.202100	0.250200	0.198000	0.190000	0.201300	0.164600	0.190500	0.179500	0.212100	0.273400
805641.0	0.199900	0.243700	0.201300	0.252700	0.196500	0.189300	0.202100	0.163900	0.190000	0.178300	0.209900	0.276000
810805.2	0.201100	0.244600	0.201700	0.251200	0.194300	0.188000	0.199300	0.167700	0.187400	0.175600	0.207200	0.275300
815969.6	0.198000	0.255300	0.245900	0.274800	0.149200	0.174700	0.184100	0.164400	0.176000	0.168200	0.231900	0.421400
821133.9	0.196400	0.252500	0.244300	0.273700	0.157800	0.173500	0.186000	0.165700	0.177700	0.169900	0.230800	0.400200
826298.3	0.197600	0.252500	0.247700	0.270600	0.166200	0.178200	0.188400	0.167600	0.185500	0.174700	0.239400	0.363600
831462.7	0.210500	0.256700	0.250500	0.271500	0.184200	0.181700	0.192500	0.167100	0.196900	0.183000	0.246000	0.332200
836627.0	0.175300	0.228500	0.247200	0.260300	0.218900	0.194800	0.211000	0.166600	0.209300	0.191500	0.237900	0.249200
841791.4	0.198500	0.245600	0.243500	0.266200	0.192200	0.187700	0.199800	0.168500	0.200900	0.187100	0.243000	0.287200
846955.8	0.210600	0.257700	0.240900	0.271300	0.163300	0.178400	0.185600	0.169100	0.185600	0.173000	0.231900	0.343200
852120.1	0.219600	0.263600	0.229600	0.257100	0.240100	0.192900	0.213900	0.162700	0.215300	0.192600	0.226400	0.294900
857284.5	0.206100	0.243200	0.190000	0.247100	0.166100	0.187100	0.189300	0.163300	0.172500	0.169500	0.199500	0.267700
862448.8	0.200700	0.244400	0.197100	0.248200	0.181200	0.189300	0.195900	0.165100	0.183000	0.175000	0.203000	0.268500
867613.2	0.203500	0.246000	0.196700	0.249500	0.180600	0.188600	0.196300	0.164300	0.182200	0.174500	0.201500	0.271000
872777.6	0.203500	0.247000	0.196300	0.249200	0.180600	0.190500	0.196900	0.163000	0.183000	0.175200	0.202900	0.269000
877941.9	0.204200	0.249000	0.196100	0.249100	0.181000	0.189800	0.196200	0.165400	0.182700	0.176100	0.202300	0.269800
883106.3	0.197800	0.245000	0.199600	0.248300	0.194700	0.192100	0.202600	0.164600	0.189600	0.180400	0.208800	0.268200
888270.7	0.198600	0.244800	0.200200	0.248400	0.195300	0.192800	0.202200	0.164900	0.188600	0.182600	0.210200	0.269800
893435.0	0.200700	0.247700	0.201900	0.250300	0.195600	0.191800	0.203000	0.168100	0.189900	0.184400	0.213300	0.269100
898599.4	0.256800	0.260700	0.172100	0.238500	0.144800	0.151000	0.155100	0.125400	0.153800	0.118300	0.124000	0.256600
903763.8	0.206100	0.259300	0.270300	0.268100	0.208800	0.194100	0.206500	0.173900	0.219500	0.202400	0.262500	0.291300
908928.1	0.206200	0.257200	0.266400	0.268100	0.208100	0.192600	0.204100	0.172100	0.216500	0.198200	0.254900	0.293500
914092.5	0.203300	0.258800	0.262600	0.267900	0.203500	0.190200	0.200800	0.170500	0.211500	0.194300	0.247300	0.296700
919256.8	0.183100	0.240700	0.250500	0.260100	0.208800	0.196100	0.209100	0.165700	0.206800	0.195900	0.239300	0.268100
924421.2	0.201900	0.252300	0.237200	0.263000	0.178500	0.183500	0.193500	0.166500	0.188900	0.181400	0.226800	0.318100
929585.6	0.200900	0.242900	0.191900	0.244000	0.185700	0.185800	0.192200	0.164800	0.180100	0.175600	0.199300	0.265100
934749.9	0.201400	0.245500	0.199800	0.247100	0.195400	0.188000	0.194700	0.165700	0.184800	0.180900	0.207000	0.270100
939914.3	0.202200	0.245700	0.198900	0.248700	0.192800	0.186200	0.193800	0.166400	0.185500	0.182200	0.207100	0.268600
945078.7	0.201600	0.247500	0.198300	0.249500	0.186000	0.185100	0.190900	0.167100	0.182900	0.180700	0.206500	0.271500
950243.0	0.199600	0.247400	0.202400	0.252200	0.195100	0.187700	0.194000	0.167900	0.186500	0.185200	0.212000	0.270900
955407.4	0.201000	0.247700	0.199600	0.251700	0.190200	0.185400	0.190000	0.168200	0.182300	0.179600	0.207400	0.272900
960571.8	0.201100	0.251100	0.199500	0.252400	0.192300	0.187900	0.190300	0.168000	0.183300	0.180600	0.208100	0.271600
965736.1	0.200000	0.249000	0.202500	0.252800	0.200600	0.187900	0.191600	0.168400	0.186700	0.182800	0.210100	0.270800
970900.5	0.199900	0.257700	0.239200	0.271200	0.153300	0.169600	0.174200	0.164000	0.172000	0.174000	0.231400	0.406600
976064.8	0.197900	0.253100	0.237500	0.270000	0.166800	0.171700	0.176700	0.166300	0.176800	0.174600	0.230100	0.381000
981229.2	0.205400	0.256600	0.240300	0.271300	0.163100	0.175600	0.179000	0.167900	0.179700	0.179300	0.231100	0.361400
986393.6	0.204900	0.256200	0.240700	0.266200	0.187100	0.178800	0.184600	0.175000	0.188600	0.181900	0.228800	0.328100
991557.9	0.210800	0.263400	0.247400	0.269500	0.191500	0.181700	0.186700	0.172400	0.194600	0.188100	0.245700	0.325000
996722.3	0.197800	0.252800	0.240100	0.265600	0.209600	0.187100	0.194100	0.171200	0.197600	0.191800	0.240200	0.288500
1001886.7	0.198100	0.244400	0.191300	0.249800	0.184500	0.182000	0.181600	0.161600	0.171100	0.168900	0.199600	0.262700
1007051.0	0.196200	0.247300	0.196900	0.253000	0.198000	0.183400	0.185500	0.167200	0.178500	0.173600	0.211700	0.266000
1012215.4	0.198300	0.247400	0.200100	0.255900	0.196200	0.186700	0.186400	0.169800	0.181500	0.173900	0.212900	0.270100
1017379.8	0.197100	0.248000	0.200100	0.257300	0.193300	0.187500	0.187400	0.169500	0.181700	0.174700	0.210300	0.268900
