VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
%.1f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f
Time	ROI(1-1)	ROI(1-2)	ROI(1-3)	ROI(1-4)	ROI(1-5)	ROI(1-6)	ROI(1-7)	ROI(1-8)	ROI(1-9)	ROI(1-10)	ROI(1-11)	ROI(1-12)	ROI(1-13)	ROI(1-14)	ROI(1-15)	ROI(1-16)	ROI(1-17)	ROI(1-18)	ROI(1-19)	ROI(1-20)
GraphNo	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
594934.7	0.188600	0.174700	0.144200	0.113200	0.123900	0.077100	0.197000	0.199500	0.192100	0.204100	0.214800	0.174100	0.212200	0.188900	0.187600	0.175500	0.178400	0.187300	0.162000	0.206900
599892.5	0.185100	0.171900	0.142800	0.113100	0.124900	0.078500	0.195400	0.197700	0.189100	0.204400	0.214100	0.174000	0.219300	0.186600	0.186400	0.174600	0.176600	0.185300	0.160500	0.207400
604850.3	0.186500	0.174900	0.146200	0.116800	0.129000	0.081500	0.195100	0.197800	0.190000	0.202200	0.213600	0.175600	0.211900	0.186500	0.187700	0.174600	0.175600	0.184400	0.161200	0.205900
609808.0	0.186200	0.174600	0.146300	0.116300	0.128600	0.080900	0.195100	0.197900	0.189700	0.203000	0.213300	0.176200	0.217300	0.186300	0.186900	0.174900	0.175700	0.183200	0.161000	0.206700
614765.8	0.186000	0.174100	0.146600	0.116400	0.129000	0.081100	0.194200	0.198100	0.189700	0.203100	0.214100	0.176800	0.215000	0.186100	0.187700	0.175000	0.176200	0.183600	0.161200	0.206300
619723.6	0.185900	0.174300	0.147100	0.116200	0.128100	0.080800	0.194000	0.196500	0.190100	0.202500	0.213000	0.176300	0.217000	0.186000	0.187600	0.174200	0.175500	0.181800	0.160800	0.205100
624681.4	0.186500	0.173300	0.145700	0.114500	0.125600	0.079300	0.195400	0.198600	0.191500	0.205700	0.214600	0.176200	0.221900	0.187400	0.188100	0.175400	0.176700	0.183100	0.161300	0.206800
629639.2	0.185800	0.172300	0.146100	0.113100	0.123800	0.078000	0.192600	0.196500	0.189400	0.203000	0.213900	0.176200	0.214600	0.185800	0.188300	0.174800	0.175700	0.181200	0.161300	0.203000
634597.0	0.186400	0.174400	0.146800	0.115900	0.126900	0.080400	0.192700	0.196000	0.190000	0.202300	0.213000	0.174700	0.214300	0.184600	0.187100	0.174200	0.174500	0.180600	0.160200	0.204600
639554.8	0.184400	0.171700	0.146200	0.114800	0.126500	0.080000	0.193300	0.196900	0.190200	0.204600	0.213100	0.173500	0.223600	0.186100	0.186700	0.174500	0.177000	0.181900	0.160400	0.205400
644512.6	0.186500	0.172900	0.146000	0.113300	0.124300	0.078100	0.198900	0.201300	0.194300	0.209200	0.214800	0.174700	0.252600	0.188400	0.187500	0.177500	0.180500	0.194300	0.161700	0.211900
649470.4	0.185400	0.173700	0.154000	0.119400	0.130300	0.082100	0.201200	0.197600	0.192900	0.205800	0.213700	0.175200	0.266700	0.188400	0.186800	0.176600	0.180500	0.203200	0.160600	0.205600
654428.1	0.186300	0.172600	0.151700	0.114300	0.123700	0.076500	0.205000	0.199800	0.194300	0.211500	0.214100	0.176900	0.281900	0.193700	0.187100	0.177000	0.184100	0.206300	0.160900	0.208900
659385.9	0.187800	0.174400	0.152800	0.117300	0.128100	0.081100	0.204700	0.200800	0.194400	0.208100	0.213500	0.178300	0.261800	0.193300	0.186900	0.177200	0.200700	0.207000	0.160600	0.208100
664343.7	0.187400	0.173200	0.151000	0.115200	0.125800	0.078600	0.203400	0.203400	0.194900	0.208700	0.213800	0.179700	0.250400	0.191800	0.187000	0.177200	0.210500	0.204400	0.160700	0.208800
669301.5	0.186700	0.172100	0.149800	0.115100	0.125600	0.079000	0.201300	0.202900	0.194400	0.209600	0.214400	0.181000	0.257000	0.191400	0.186400	0.176900	0.196800	0.197600	0.160200	0.210900
674259.3	0.188400	0.173300	0.150900	0.115200	0.125400	0.078500	0.199200	0.200600	0.193900	0.207600	0.214700	0.182300	0.260000	0.190300	0.187100	0.175800	0.189800	0.194400	0.160800	0.209200
679217.1	0.188800	0.173900	0.150300	0.116800	0.128300	0.080500	0.196100	0.197900	0.193500	0.204900	0.212900	0.182500	0.247600	0.188400	0.186800	0.175100	0.185000	0.189800	0.161100	0.207100
684174.9	0.187700	0.173600	0.149800	0.115800	0.127300	0.079000	0.196900	0.198600	0.193600	0.207300	0.213100	0.182700	0.259900	0.188900	0.187500	0.175300	0.182500	0.186700	0.160900	0.209700
689132.7	0.188100	0.172300	0.148600	0.113700	0.126400	0.077300	0.195500	0.198800	0.195100	0.208900	0.212600	0.182200	0.249800	0.189700	0.187600	0.174600	0.180800	0.184200	0.160800	0.211000
694090.4	0.188600	0.173500	0.148900	0.116000	0.129700	0.080000	0.194700	0.199700	0.194600	0.207300	0.213500	0.182300	0.231600	0.189800	0.187600	0.175100	0.180400	0.182600	0.161000	0.210300
699048.2	0.188900	0.172500	0.148700	0.116300	0.129200	0.079700	0.194000	0.200000	0.196500	0.210100	0.214200	0.183700	0.229100	0.189300	0.188000	0.175500	0.180200	0.181600	0.161800	0.212100
704006.0	0.187800	0.173500	0.149900	0.120100	0.133000	0.083900	0.191600	0.197300	0.192900	0.205900	0.212500	0.183300	0.217000	0.187800	0.187800	0.174600	0.175800	0.178000	0.161000	0.209100
708963.8	0.188000	0.170300	0.144300	0.111000	0.122400	0.075000	0.194000	0.201500	0.195500	0.212100	0.214500	0.183900	0.230500	0.189500	0.187100	0.175000	0.179600	0.179200	0.160800	0.214300
713921.6	0.188100	0.172900	0.149700	0.119200	0.132600	0.083100	0.192300	0.196100	0.193900	0.205200	0.211400	0.182800	0.216200	0.186100	0.187000	0.173400	0.175500	0.177500	0.160000	0.208400
718879.4	0.188900	0.171500	0.148300	0.116700	0.128900	0.081200	0.194900	0.199300	0.195500	0.209100	0.213400	0.183200	0.221500	0.188500	0.186800	0.174500	0.177200	0.179900	0.160500	0.212200
723837.2	0.188500	0.172900	0.151000	0.118300	0.130000	0.081500	0.193700	0.197000	0.194400	0.204200	0.211800	0.182700	0.209200	0.186300	0.187200	0.173600	0.174500	0.179300	0.160100	0.208000
728795.0	0.188600	0.170000	0.147100	0.113400	0.125400	0.077200	0.195100	0.201400	0.195400	0.210000	0.214200	0.183100	0.217500	0.188800	0.187000	0.174600	0.178100	0.180800	0.160300	0.213600
733752.8	0.187700	0.169300	0.145400	0.110400	0.120800	0.074600	0.196000	0.202400	0.195800	0.212700	0.214700	0.183700	0.223600	0.190000	0.186600	0.174700	0.178500	0.179600	0.160700	0.214700
738710.5	0.187000	0.170800	0.147200	0.114200	0.125100	0.078500	0.194500	0.200700	0.195700	0.209300	0.213600	0.184400	0.215600	0.189100	0.186300	0.173800	0.178100	0.178200	0.159900	0.212400
743668.3	0.187200	0.171800	0.151000	0.118400	0.129100	0.081800	0.193800	0.198900	0.195200	0.206200	0.213300	0.186400	0.211200	0.187600	0.186600	0.173800	0.179800	0.178100	0.160700	0.209100
748626.1	0.186600	0.170300	0.148400	0.115300	0.126000	0.079500	0.195400	0.201700	0.195000	0.208900	0.214700	0.189100	0.215600	0.189400	0.187200	0.175700	0.185300	0.180200	0.160900	0.212300
753583.9	0.186600	0.170800	0.149100	0.114700	0.124900	0.077700	0.194000	0.199200	0.194800	0.207000	0.213800	0.189600	0.213600	0.189100	0.187500	0.176900	0.186900	0.179700	0.161700	0.207600
758541.7	0.187200	0.174100	0.152800	0.120700	0.131900	0.083400	0.194800	0.198700	0.194500	0.204400	0.213000	0.190900	0.205500	0.188400	0.187500	0.176100	0.189400	0.182000	0.160700	0.206200
763499.5	0.187700	0.172900	0.152000	0.120700	0.132100	0.084000	0.196400	0.200400	0.197000	0.206400	0.212800	0.190600	0.214800	0.189600	0.187200	0.175500	0.192700	0.181800	0.161100	0.209100
768457.3	0.188000	0.172000	0.151800	0.117400	0.129300	0.080900	0.197300	0.202000	0.196600	0.207700	0.214300	0.191700	0.214100	0.190800	0.187800	0.175500	0.193400	0.181600	0.161200	0.210100
773415.1	0.186700	0.172800	0.154600	0.123900	0.136300	0.087500	0.194700	0.197800	0.196100	0.203900	0.211500	0.187600	0.208200	0.187500	0.186900	0.173000	0.181800	0.178100	0.159400	0.206700
778372.9	0.187200	0.172800	0.152400	0.118100	0.130600	0.081700	0.196900	0.198300	0.196800	0.206100	0.212600	0.184700	0.212500	0.187800	0.186900	0.173500	0.177500	0.178900	0.159700	0.209400
783330.6	0.187400	0.170800	0.149100	0.114200	0.126300	0.077600	0.197900	0.200900	0.197800	0.210700	0.214100	0.183300	0.219800	0.191300	0.187000	0.174700	0.177100	0.180700	0.160000	0.214900
788288.4	0.187600	0.172300	0.151100	0.119500	0.130800	0.081500	0.197300	0.201300	0.198500	0.209900	0.215200	0.183400	0.216200	0.190800	0.187500	0.175200	0.177600	0.179100	0.160800	0.213400
793246.2	0.187500	0.173100	0.150800	0.117600	0.129100	0.079200	0.196800	0.201200	0.198200	0.207500	0.214700	0.182100	0.209500	0.190000	0.188200	0.174600	0.176300	0.179000	0.160200	0.211500
798204.0	0.187900	0.172800	0.149800	0.117200	0.128700	0.079300	0.197300	0.202100	0.199700	0.209100	0.214100	0.181200	0.212200	0.189600	0.187800	0.174800	0.177600	0.178600	0.160000	0.213500
803161.8	0.186700	0.173100	0.151900	0.121000	0.133600	0.082400	0.196800	0.199600	0.197800	0.205600	0.212800	0.181500	0.204700	0.188300	0.188400	0.174400	0.176500	0.178400	0.160000	0.208400
808119.6	0.187000	0.171500	0.149900	0.115800	0.126200	0.076800	0.198200	0.202700	0.198700	0.208800	0.213300	0.182100	0.210600	0.189300	0.188700	0.174700	0.178000	0.178900	0.159900	0.212400
813077.4	0.186300	0.171000	0.149000	0.114800	0.125400	0.075300	0.197600	0.201300	0.199100	0.208200	0.212000	0.181400	0.211800	0.189000	0.188800	0.174300	0.177700	0.177700	0.159900	0.210900
818035.2	0.184200	0.170200	0.148100	0.115900	0.126400	0.077500	0.196200	0.197900	0.196800	0.206000	0.209800	0.179600	0.210000	0.187500	0.186500	0.172600	0.175000	0.175800	0.158500	0.209400
822993.0	0.186400	0.170700	0.149000	0.115100	0.124800	0.076400	0.199700	0.202300	0.199700	0.211700	0.213600	0.183400	0.218100	0.191600	0.189000	0.175800	0.179200	0.179600	0.160800	0.214100
827950.7	0.186400	0.172500	0.151700	0.120200	0.129800	0.080700	0.196800	0.197500	0.198100	0.206700	0.210800	0.183900	0.210200	0.188000	0.188400	0.173300	0.174300	0.177500	0.159600	0.207100
832908.5	0.186700	0.172000	0.150500	0.115600	0.125800	0.076600	0.198400	0.198400	0.199100	0.208400	0.211200	0.185000	0.209500	0.189100	0.188900	0.174500	0.174600	0.178300	0.159800	0.209500
837866.3	0.184800	0.168800	0.148800	0.113000	0.124200	0.074900	0.199700	0.202900	0.198300	0.213300	0.215000	0.186400	0.220600	0.192800	0.188500	0.175600	0.177900	0.180000	0.160600	0.213700
842824.1	0.184400	0.170800	0.149800	0.116700	0.127400	0.078600	0.198000	0.199800	0.199000	0.210700	0.212000	0.184100	0.218000	0.190100	0.187600	0.174300	0.174800	0.178700	0.159300	0.211500
847781.9	0.184500	0.169500	0.148800	0.112300	0.123200	0.073800	0.200800	0.203200	0.200900	0.216000	0.215300	0.185300	0.227700	0.193500	0.188800	0.176300	0.178800	0.181900	0.160800	0.215900
852739.7	0.182900	0.169000	0.150200	0.115000	0.128800	0.076800	0.198300	0.201000	0.197100	0.212400	0.214000	0.184700	0.218900	0.192600	0.187600	0.175200	0.177100	0.179100	0.160100	0.212400
857697.5	0.183800	0.172000	0.154000	0.122300	0.135800	0.085000	0.196200	0.198100	0.197300	0.208700	0.210900	0.183800	0.212100	0.189200	0.187400	0.173700	0.175100	0.177100	0.158800	0.207800
862655.3	0.183800	0.171600	0.152400	0.118200	0.130500	0.079400	0.198000	0.199500	0.199000	0.211000	0.212800	0.185200	0.214300	0.191000	0.188000	0.174900	0.177100	0.178700	0.159800	0.210500
867613.0	0.183900	0.171400	0.153200	0.119400	0.131400	0.081300	0.197800	0.198500	0.197600	0.209900	0.211900	0.185200	0.209000	0.191600	0.187800	0.174200	0.176500	0.178300	0.159300	0.209800
872570.8	0.185500	0.171800	0.152700	0.116600	0.127900	0.079300	0.201800	0.204200	0.200500	0.216700	0.214800	0.186700	0.224700	0.197300	0.189600	0.176800	0.180000	0.182300	0.161600	0.215000
877528.6	0.184300	0.171700	0.151400	0.114200	0.123700	0.075300	0.201600	0.202100	0.200300	0.214600	0.214700	0.186100	0.222700	0.196400	0.189400	0.176000	0.179900	0.182700	0.161100	0.215200
882486.4	0.186400	0.176600	0.158200	0.126500	0.137800	0.088100	0.199000	0.198000	0.199700	0.207600	0.213000	0.185100	0.206700	0.193200	0.189400	0.174200	0.176900	0.180500	0.160600	0.209200
887444.2	0.184300	0.172200	0.152300	0.117700	0.127900	0.079400	0.202400	0.203500	0.203100	0.216200	0.215300	0.185400	0.228800	0.197400	0.188600	0.175600	0.181900	0.183400	0.161600	0.218000
892402.0	0.184100	0.172400	0.151300	0.114700	0.123700	0.076200	0.200500	0.201500	0.201300	0.212700	0.212400	0.182900	0.220700	0.194900	0.188400	0.174600	0.180500	0.181400	0.160800	0.214100
897359.8	0.183100	0.172600	0.152600	0.115400	0.124800	0.077100	0.198000	0.200000	0.199400	0.210400	0.212200	0.182500	0.216800	0.192800	0.188200	0.174100	0.180800	0.181200	0.160000	0.209500
902317.6	0.182300	0.171400	0.150600	0.113200	0.122400	0.075100	0.199200	0.201000	0.200700	0.212300	0.211900	0.181300	0.220200	0.192200	0.187400	0.173300	0.180700	0.181400	0.159700	0.211900
907275.4	0.184400	0.173300	0.153300	0.121700	0.131700	0.082800	0.200300	0.202300	0.201800	0.211400	0.212100	0.182400	0.218200	0.192000	0.189000	0.174000	0.180900	0.183800	0.160200	0.213600
912233.1	0.183900	0.172700	0.153700	0.120400	0.129200	0.080500	0.197800	0.200500	0.201500	0.211200	0.212200	0.183200	0.221000	0.190600	0.189300	0.173400	0.179900	0.181000	0.160500	0.210500
917190.9	0.184700	0.172400	0.152900	0.118100	0.126500	0.079300	0.200300	0.202700	0.202600	0.213800	0.212800	0.183200	0.220600	0.191600	0.190100	0.174400	0.181000	0.181100	0.160800	0.214000
922148.7	0.183600	0.172000	0.151800	0.117200	0.124600	0.077900	0.199300	0.202500	0.201900	0.213500	0.211300	0.182100	0.220100	0.189500	0.189300	0.173500	0.179400	0.180100	0.160500	0.213400
927106.5	0.184200	0.172600	0.153200	0.121600	0.130300	0.082300	0.197500	0.199700	0.202000	0.211900	0.212600	0.181400	0.213500	0.188800	0.190000	0.173300	0.178200	0.179700	0.160700	0.208800
932064.3	0.183800	0.171600	0.152500	0.117300	0.126300	0.078700	0.199100	0.203000	0.202800	0.214900	0.213000	0.182400	0.222200	0.191100	0.190100	0.175200	0.181100	0.181000	0.161500	0.213000
937022.1	0.183500	0.170300	0.149700	0.112400	0.120100	0.074400	0.199200	0.203900	0.203500	0.216300	0.212400	0.182300	0.222800	0.191600	0.190000	0.174100	0.179900	0.180600	0.161500	0.213800
941979.9	0.183900	0.171500	0.150900	0.112500	0.120700	0.074900	0.198500	0.203000	0.204400	0.216500	0.211700	0.181200	0.220500	0.191900	0.190300	0.174300	0.180300	0.179700	0.161600	0.213500
946937.7	0.183900	0.172700	0.152600	0.115600	0.124200	0.077700	0.198000	0.201400	0.201500	0.212300	0.210600	0.181200	0.215300	0.190200	0.190000	0.173500	0.178100	0.178600	0.161200	0.211000
951895.5	0.184800	0.173700	0.154700	0.120600	0.130100	0.082500	0.199100	0.201800	0.203000	0.212300	0.212200	0.182400	0.214600	0.190000	0.191000	0.173800	0.178400	0.179000	0.161700	0.210600
956853.2	0.185300	0.172600	0.153400	0.116200	0.124200	0.078100	0.200100	0.204800	0.202400	0.215100	0.213200	0.181700	0.220900	0.191800	0.191000	0.174900	0.180200	0.180400	0.162000	0.213400
961811.0	0.183800	0.172300	0.152800	0.115300	0.122000	0.076800	0.200500	0.202900	0.203700	0.215000	0.213100	0.180500	0.223800	0.192100	0.191700	0.175500	0.179600	0.180800	0.162400	0.213900
