VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
%.1f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f	%.4f
Time	ROI(1-1)	ROI(1-2)	ROI(1-3)	ROI(1-4)	ROI(1-5)	ROI(1-6)	ROI(1-7)	ROI(1-8)	ROI(1-9)	ROI(1-10)	ROI(1-11)
GraphNo	1	2	3	4	5	6	7	8	9	10	11
0.0	0.201500	0.184900	0.142600	0.138500	0.170600	0.159000	0.189600	0.127200	0.208800	0.210700	0.252400
5095.5	0.205200	0.187800	0.144600	0.138700	0.170200	0.157500	0.190500	0.126400	0.209300	0.210500	0.254200
10191.0	0.208800	0.190300	0.142800	0.136900	0.169700	0.154500	0.188900	0.123100	0.208700	0.211300	0.255300
15286.5	0.205600	0.189200	0.142700	0.137500	0.168000	0.153600	0.187200	0.122800	0.211000	0.209000	0.254400
20382.0	0.206000	0.190300	0.142600	0.139800	0.168100	0.154700	0.185900	0.124800	0.213700	0.209000	0.253700
25477.5	0.206700	0.190800	0.142300	0.137100	0.167300	0.153000	0.183600	0.122000	0.214000	0.210100	0.256200
30573.0	0.204400	0.190500	0.143700	0.138500	0.164800	0.152000	0.182000	0.122300	0.212000	0.208900	0.254500
35668.6	0.207800	0.191500	0.141300	0.137300	0.165200	0.150700	0.182800	0.120900	0.212500	0.211500	0.256400
40764.1	0.200800	0.187600	0.150800	0.147300	0.167700	0.156100	0.186400	0.132400	0.219400	0.208300	0.252900
45859.6	0.205600	0.190800	0.143400	0.140400	0.164900	0.151900	0.182100	0.125000	0.213800	0.208900	0.256100
50955.1	0.203900	0.189400	0.143900	0.139900	0.166600	0.152200	0.181700	0.124500	0.214200	0.207400	0.254400
56050.6	0.204100	0.190300	0.142600	0.138800	0.165300	0.150000	0.179500	0.124100	0.211800	0.206800	0.255400
61146.1	0.205600	0.191800	0.143900	0.139900	0.166400	0.151200	0.180500	0.124200	0.213900	0.207800	0.255900
66241.6	0.206100	0.192600	0.144500	0.140300	0.166400	0.150900	0.180100	0.126300	0.213700	0.203300	0.260000
71337.1	0.206200	0.192300	0.149000	0.144700	0.167800	0.153500	0.184100	0.127800	0.214400	0.206800	0.255500
76432.6	0.207700	0.192900	0.146500	0.143700	0.169000	0.153700	0.185300	0.126500	0.213900	0.209200	0.257200
81528.1	0.210300	0.192700	0.144500	0.140300	0.167800	0.151100	0.181400	0.123700	0.211300	0.208500	0.256500
86623.6	0.205000	0.192600	0.150200	0.148300	0.170700	0.155200	0.188200	0.132800	0.218300	0.207500	0.254200
91719.1	0.209100	0.293300	0.265300	0.285300	0.209400	0.272100	0.228500	0.158700	0.249300	0.291600	0.259900
96814.6	0.206900	0.282900	0.269100	0.273300	0.231500	0.280900	0.247600	0.176300	0.326200	0.284800	0.261100
101910.2	0.221600	0.292400	0.245200	0.242500	0.231800	0.270200	0.243200	0.161500	0.307800	0.278400	0.272900
107005.7	0.213700	0.281800	0.260800	0.257200	0.242500	0.285800	0.251600	0.171100	0.306100	0.264000	0.273000
112101.2	0.222600	0.279200	0.254900	0.250000	0.244800	0.286300	0.251400	0.172800	0.295500	0.256600	0.276700
117196.7	0.225200	0.275600	0.262000	0.254700	0.248500	0.290100	0.253000	0.183800	0.289300	0.247100	0.276100
122292.2	0.227900	0.271500	0.258800	0.245900	0.255400	0.285800	0.254300	0.177100	0.279700	0.239400	0.275500
127387.7	0.222000	0.264700	0.266400	0.255700	0.264300	0.289800	0.260600	0.190300	0.279200	0.231100	0.272000
132483.2	0.228000	0.267500	0.255600	0.242900	0.261100	0.284100	0.257000	0.189200	0.269400	0.227800	0.273200
137578.7	0.223300	0.257800	0.255200	0.241300	0.258600	0.281900	0.259100	0.187500	0.265700	0.221300	0.269800
142674.2	0.220800	0.255200	0.253300	0.239300	0.254400	0.274200	0.260200	0.194600	0.265600	0.212500	0.265600
147769.7	0.222400	0.256300	0.244900	0.229400	0.247000	0.259600	0.256500	0.192000	0.259000	0.212700	0.266700
152865.2	0.218900	0.252900	0.247800	0.227200	0.243300	0.249800	0.255900	0.196300	0.256200	0.210900	0.264000
157960.7	0.225600	0.257800	0.233200	0.215100	0.233700	0.238800	0.250400	0.185200	0.246200	0.211100	0.266300
163056.2	0.221600	0.255700	0.246000	0.226300	0.234300	0.243200	0.254000	0.200400	0.252300	0.209000	0.264300
168151.7	0.220400	0.253700	0.246100	0.230500	0.237200	0.240600	0.253300	0.199100	0.250100	0.207600	0.262600
173247.2	0.223100	0.253200	0.242700	0.231300	0.231700	0.237000	0.251400	0.198100	0.245300	0.206800	0.263500
178342.8	0.223100	0.254300	0.235100	0.222900	0.225700	0.233900	0.249400	0.194800	0.238900	0.206300	0.263600
183438.3	0.219600	0.248500	0.248400	0.230000	0.224500	0.240100	0.252600	0.208000	0.241200	0.207200	0.261400
188533.8	0.216800	0.243100	0.250600	0.231300	0.220600	0.242700	0.250200	0.211900	0.239500	0.203500	0.259800
193629.3	0.222200	0.244700	0.240400	0.224600	0.216500	0.233600	0.248400	0.202600	0.234900	0.205000	0.261900
198724.8	0.219100	0.241000	0.241300	0.225900	0.213800	0.229200	0.249800	0.210000	0.236100	0.203000	0.259200
203820.3	0.225000	0.242500	0.231100	0.214200	0.207900	0.218800	0.244600	0.201600	0.230900	0.205200	0.260500
208915.8	0.220100	0.238600	0.241600	0.224400	0.204900	0.219700	0.245000	0.211800	0.233500	0.203800	0.257000
214011.3	0.223400	0.240800	0.237400	0.218300	0.200500	0.216800	0.243000	0.209700	0.230600	0.204300	0.258600
219106.8	0.220300	0.231700	0.236300	0.220100	0.197100	0.217800	0.243000	0.210500	0.231900	0.203800	0.256600
224202.3	0.221900	0.230400	0.231500	0.213000	0.193600	0.215400	0.240300	0.208400	0.230800	0.205600	0.257700
229297.8	0.219000	0.225600	0.232100	0.210200	0.193400	0.211100	0.239800	0.209500	0.233100	0.205700	0.256700
234393.3	0.223700	0.226200	0.213200	0.191800	0.186600	0.198600	0.226200	0.199200	0.225300	0.206800	0.259000
239488.8	0.224800	0.226600	0.206200	0.183100	0.185400	0.192500	0.218000	0.201600	0.226200	0.205900	0.259700
244584.3	0.222600	0.223000	0.197600	0.178700	0.183000	0.186100	0.211000	0.210200	0.225600	0.204200	0.258500
249679.8	0.225700	0.221200	0.196500	0.181900	0.184400	0.185200	0.208400	0.217500	0.229000	0.203700	0.257400
254775.3	0.225200	0.220500	0.186800	0.172100	0.181500	0.177300	0.202500	0.206800	0.224500	0.204500	0.258200
259870.9	0.226500	0.218800	0.180900	0.171600	0.179600	0.174800	0.198700	0.208500	0.223000	0.206100	0.257500
264966.4	0.221300	0.216800	0.181500	0.173300	0.179500	0.172900	0.195900	0.208700	0.223400	0.204700	0.255800
270061.9	0.226500	0.218500	0.170700	0.163600	0.175300	0.165600	0.189800	0.198500	0.218400	0.206500	0.259000
275157.4	0.220300	0.214400	0.174700	0.170500	0.176600	0.167700	0.189600	0.207300	0.222500	0.204600	0.256000
280252.9	0.218300	0.210600	0.175000	0.171000	0.175700	0.167000	0.185400	0.209200	0.221500	0.204100	0.255000
285348.4	0.222400	0.214800	0.170700	0.165700	0.174500	0.164900	0.184200	0.204700	0.220000	0.206200	0.257400
290443.9	0.228000	0.217200	0.175600	0.168500	0.177800	0.166400	0.185800	0.203900	0.220400	0.210500	0.259400
295539.4	0.225500	0.215300	0.178800	0.172000	0.178300	0.168600	0.184800	0.212100	0.221100	0.209300	0.258200
300634.9	0.228000	0.213800	0.175200	0.168800	0.177800	0.165900	0.182300	0.202200	0.215500	0.209900	0.257900
305730.4	0.227000	0.212900	0.175700	0.168000	0.177200	0.166000	0.180000	0.198800	0.215500	0.209700	0.257700
310825.9	0.229200	0.217100	0.168800	0.173800	0.157900	0.161100	0.176800	0.189100	0.211700	0.209500	0.259600
315921.4	0.229000	0.217100	0.166300	0.159400	0.175100	0.159900	0.176300	0.185000	0.210600	0.210400	0.259200
321016.9	0.224700	0.212800	0.173200	0.166700	0.174900	0.162500	0.175900	0.191800	0.213700	0.208700	0.256400
326112.4	0.230900	0.218900	0.168100	0.162400	0.173900	0.160500	0.174800	0.181900	0.211500	0.213300	0.260200
331207.9	0.226500	0.214500	0.171700	0.163300	0.174900	0.161000	0.174800	0.181700	0.212600	0.211400	0.256800
336303.4	0.229400	0.215700	0.170800	0.162400	0.175500	0.161000	0.174800	0.180200	0.213900	0.212900	0.259700
