VERSION	1200
Time[MSec.]	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio	Ratio
252847.4	0.196000	0.589300	0.604300	0.267800	0.178700	0.210000	0.491700	0.279500	0.279600	0.132100	0.162600	0.227600
257805.2	0.197500	0.593400	0.606700	0.268900	0.179200	0.210500	0.492000	0.283900	0.284600	0.130500	0.161100	0.229600
262763.0	0.199600	0.590300	0.607500	0.267200	0.180800	0.210400	0.488400	0.280100	0.278400	0.129500	0.160700	0.228400
267720.8	0.200200	0.587800	0.604200	0.266400	0.178800	0.207900	0.486500	0.279000	0.276200	0.130100	0.158900	0.225700
272678.6	0.201600	0.582900	0.601600	0.263300	0.178300	0.207200	0.485100	0.276500	0.273200	0.130900	0.159400	0.225100
277636.3	0.205800	0.583500	0.600600	0.263100	0.179300	0.207800	0.482400	0.274100	0.268200	0.134400	0.162100	0.223100
282594.1	0.203700	0.585900	0.613900	0.265900	0.181400	0.208200	0.485200	0.280400	0.275600	0.132000	0.160100	0.224600
287551.9	0.202600	0.577600	0.601100	0.260200	0.179600	0.206700	0.475900	0.273800	0.264000	0.130900	0.159500	0.224200
292509.7	0.201300	0.585800	0.619100	0.267900	0.181900	0.208700	0.482900	0.280200	0.272500	0.130200	0.159900	0.225400
297467.5	0.201700	0.582700	0.611700	0.265900	0.180500	0.205700	0.477200	0.278800	0.272700	0.128500	0.158300	0.222200
302425.3	0.202800	0.593100	0.629300	0.273100	0.181400	0.206700	0.484700	0.284900	0.282200	0.124800	0.157200	0.224300
307383.1	0.202400	0.593000	0.632600	0.275100	0.181200	0.205900	0.487500	0.289400	0.288100	0.127700	0.155800	0.223700
312340.9	0.203300	0.590700	0.638400	0.276400	0.181800	0.206200	0.484500	0.287900	0.282300	0.127500	0.157200	0.225800
317298.7	0.205400	0.588800	0.628500	0.273100	0.179900	0.205400	0.472600	0.277600	0.270000	0.131700	0.160200	0.224700
322256.5	0.206400	0.590000	0.620700	0.269800	0.177400	0.205200	0.468600	0.276300	0.267900	0.130800	0.160600	0.225900
327214.3	0.207600	0.594300	0.633500	0.274600	0.178400	0.207100	0.471300	0.281200	0.276700	0.128500	0.161000	0.227200
332172.1	0.209800	0.593600	0.629400	0.275200	0.179600	0.206900	0.472000	0.284200	0.279300	0.130600	0.160300	0.225500
337129.8	0.208800	0.594200	0.628700	0.276900	0.180400	0.207500	0.468600	0.283600	0.274400	0.138200	0.161800	0.228300
342087.6	0.207000	0.592700	0.628100	0.278100	0.180300	0.208300	0.470200	0.285500	0.276700	0.129400	0.159700	0.228600
347045.4	0.205300	0.590500	0.625300	0.277300	0.180300	0.208200	0.469100	0.282900	0.274800	0.130700	0.159000	0.229800
352003.2	0.204100	0.587000	0.628800	0.279900	0.180000	0.207500	0.465500	0.280300	0.275500	0.131200	0.158000	0.231300
356961.0	0.204600	0.585100	0.636400	0.283400	0.181500	0.208400	0.463400	0.280800	0.280200	0.128700	0.159700	0.232000
361918.8	0.205500	0.571700	0.628400	0.280400	0.180000	0.206000	0.442900	0.267200	0.263200	0.130900	0.159500	0.228200
366876.6	0.202700	0.543800	0.619800	0.285700	0.179000	0.204700	0.400600	0.259700	0.255700	0.129000	0.160500	0.227200
371834.4	0.200400	0.510900	0.605000	0.277100	0.175400	0.199400	0.359600	0.248000	0.241500	0.128700	0.160400	0.224200
376792.2	0.196500	0.487600	0.599700	0.275100	0.173900	0.196600	0.331500	0.241600	0.233800	0.130100	0.157600	0.223700
381750.0	0.188300	0.470300	0.595000	0.271000	0.169300	0.192200	0.308200	0.237700	0.231000	0.128200	0.151900	0.222500
386707.7	0.180100	0.446900	0.561700	0.254200	0.163100	0.186400	0.281300	0.225000	0.215200	0.125400	0.148900	0.219900
391665.5	0.175400	0.437200	0.544500	0.252500	0.160800	0.184200	0.266700	0.219500	0.207700	0.122200	0.147900	0.220200
396623.3	0.171000	0.425800	0.518000	0.243900	0.156700	0.181300	0.253300	0.212400	0.198800	0.120900	0.146000	0.217900
401581.1	0.163000	0.400700	0.479000	0.229100	0.153000	0.179700	0.241600	0.202200	0.188800	0.118600	0.147600	0.218300
406538.9	0.157300	0.386200	0.450600	0.222100	0.149900	0.177900	0.235200	0.194300	0.179000	0.116800	0.147700	0.218100
411496.7	0.155700	0.382400	0.434900	0.219200	0.149300	0.177300	0.232900	0.196900	0.185300	0.111200	0.144100	0.217700
416454.5	0.152400	0.376100	0.420500	0.217400	0.147900	0.177800	0.229300	0.195400	0.179300	0.111700	0.144700	0.217800
421412.3	0.151800	0.370100	0.400500	0.212200	0.146900	0.175700	0.225200	0.192100	0.177700	0.112400	0.143900	0.216800
426370.1	0.148500	0.365400	0.386200	0.207500	0.145600	0.175000	0.222000	0.188400	0.175800	0.112400	0.144600	0.216800
431327.9	0.145800	0.360200	0.365700	0.202400	0.144900	0.174400	0.218000	0.183900	0.169800	0.110000	0.143100	0.215500
436285.7	0.145800	0.359700	0.357300	0.203400	0.144500	0.174000	0.217300	0.186400	0.173800	0.112800	0.143300	0.216100
441243.4	0.143100	0.351500	0.342400	0.198300	0.143000	0.173600	0.213500	0.180900	0.165200	0.117500	0.144500	0.213800
446201.2	0.142000	0.354100	0.333900	0.197600	0.142900	0.172900	0.211500	0.179000	0.164000	0.114700	0.143600	0.213500
451159.0	0.140000	0.349000	0.319700	0.192400	0.141800	0.172500	0.210500	0.178700	0.164900	0.116700	0.142600	0.211300
456116.8	0.139800	0.346200	0.308000	0.189500	0.141300	0.172100	0.208800	0.175600	0.160600	0.108900	0.143400	0.213000
461074.6	0.139600	0.343200	0.298600	0.187500	0.142700	0.171800	0.208300	0.173900	0.158500	0.116700	0.142500	0.210300
466032.4	0.138700	0.339000	0.290200	0.186900	0.141700	0.171900	0.205600	0.170800	0.152600	0.117400	0.144200	0.209400
470990.2	0.140300	0.345300	0.285100	0.188200	0.142200	0.172200	0.207200	0.176600	0.162700	0.117000	0.141800	0.210500
475948.0	0.138600	0.342800	0.278400	0.185600	0.142600	0.172500	0.206000	0.172200	0.155600	0.115800	0.143300	0.210300
480905.8	0.136900	0.339700	0.267200	0.181500	0.143000	0.173500	0.204100	0.166300	0.149300	0.112400	0.142700	0.211700
485863.6	0.138500	0.344200	0.270100	0.187500	0.143900	0.174000	0.207000	0.176200	0.163600	0.112500	0.142200	0.210900
490821.3	0.138500	0.342700	0.259400	0.182400	0.143000	0.173600	0.205600	0.171400	0.157400	0.109800	0.141400	0.209800
495779.1	0.138400	0.339400	0.252000	0.180400	0.142300	0.173700	0.204300	0.168000	0.154200	0.111400	0.143000	0.207600
500736.9	0.138300	0.341000	0.250700	0.181200	0.142800	0.174600	0.204500	0.169400	0.156500	0.106500	0.143600	0.208500
505694.7	0.137500	0.340200	0.247400	0.180500	0.142300	0.175000	0.205300	0.168800	0.156300	0.113600	0.142800	0.208700
510652.5	0.138000	0.339600	0.239900	0.175300	0.141900	0.174300	0.203000	0.166200	0.151400	0.110100	0.144500	0.207900
515610.3	0.138600	0.337700	0.235700	0.176100	0.142900	0.174000	0.203200	0.163200	0.146700	0.113700	0.146200	0.207400
520568.1	0.138100	0.336800	0.237000	0.177700	0.141900	0.174900	0.204400	0.166300	0.151600	0.112700	0.144700	0.208200
525525.9	0.138500	0.336100	0.233900	0.175600	0.142400	0.174300	0.205000	0.167100	0.155000	0.115400	0.144800	0.208100
530483.7	0.136800	0.335300	0.227900	0.173400	0.142100	0.173400	0.203800	0.162700	0.148000	0.113500	0.145100	0.207600
535441.5	0.138700	0.337200	0.228600	0.174000	0.142600	0.174600	0.206100	0.165500	0.153400	0.114500	0.144200	0.207800
540399.3	0.139200	0.338500	0.228100	0.173900	0.143200	0.175000	0.207300	0.165600	0.153700	0.114600	0.143700	0.208900
545357.0	0.140200	0.343200	0.226500	0.175600	0.143400	0.174700	0.207900	0.165500	0.153800	0.111900	0.143300	0.206200
550314.8	0.141000	0.348500	0.227000	0.176400	0.144400	0.174200	0.210000	0.164100	0.149400	0.119500	0.145900	0.206400
555272.6	0.143500	0.361100	0.231100	0.182800	0.146200	0.176000	0.214500	0.171200	0.158800	0.117300	0.143700	0.207500
560230.4	0.145500	0.377300	0.236500	0.188300	0.150700	0.179100	0.220100	0.175000	0.163900	0.116300	0.145800	0.207900
565188.2	0.147700	0.383900	0.236700	0.189000	0.153200	0.181700	0.225500	0.172000	0.160200	0.117700	0.150100	0.209500
570146.0	0.151900	0.394100	0.242100	0.195300	0.155900	0.184000	0.231600	0.174900	0.163300	0.120200	0.152400	0.211100
575103.8	0.153800	0.400500	0.243500	0.196300	0.158400	0.185200	0.236200	0.174900	0.162300	0.120300	0.153300	0.211400
580061.6	0.156500	0.414700	0.252500	0.204700	0.161400	0.187500	0.244500	0.183700	0.172500	0.118000	0.152800	0.211500
585019.4	0.160600	0.429800	0.260500	0.208300	0.164600	0.190300	0.251700	0.187600	0.178500	0.123500	0.153700	0.212500
589977.2	0.164600	0.440000	0.264200	0.211600	0.167300	0.192100	0.256400	0.186300	0.175000	0.124700	0.157000	0.213100
594934.9	0.170000	0.457800	0.273600	0.217000	0.170500	0.194200	0.264500	0.190000	0.178800	0.127100	0.160800	0.213900
599892.7	0.174700	0.480400	0.291600	0.228100	0.175900	0.199000	0.280000	0.200500	0.191800	0.129700	0.161500	0.215700
604850.5	0.181100	0.503800	0.308500	0.234800	0.180500	0.203300	0.293000	0.209300	0.202100	0.135000	0.162300	0.216800
609808.3	0.182100	0.524900	0.325200	0.244500	0.185500	0.208200	0.306500	0.216600	0.210100	0.131900	0.163300	0.218900
614766.1	0.186100	0.534900	0.342100	0.249400	0.188900	0.211800	0.321500	0.220100	0.212800	0.137000	0.166400	0.218400
619723.9	0.191100	0.550500	0.363900	0.256300	0.192100	0.216800	0.345200	0.231300	0.226600	0.133700	0.167900	0.220800
624681.7	0.195300	0.570300	0.388400	0.264000	0.196900	0.221600	0.368200	0.245200	0.238700	0.137600	0.169600	0.220700
629639.5	0.201400	0.575500	0.402600	0.266200	0.198900	0.225300	0.381600	0.247800	0.241800	0.138500	0.173600	0.221900
634597.3	0.205100	0.589900	0.423800	0.273700	0.202800	0.228400	0.394500	0.254200	0.247700	0.146800	0.175100	0.221000
639555.1	0.208900	0.602400	0.447600	0.284400	0.205400	0.232700	0.408900	0.270200	0.267100	0.148200	0.176300	0.221100
644512.8	0.214100	0.612500	0.463500	0.288900	0.207300	0.236800	0.417700	0.276400	0.271900	0.147900	0.177500	0.220500
649470.6	0.216700	0.623900	0.485900	0.296000	0.209300	0.241800	0.429500	0.292200	0.291800	0.148900	0.178000	0.221800
654428.4	0.220000	0.625900	0.502000	0.300000	0.211700	0.246800	0.439400	0.301400	0.304400	0.151400	0.178900	0.222300
659386.2	0.221300	0.639100	0.523200	0.306400	0.214700	0.253900	0.449300	0.315200	0.319700	0.147700	0.178800	0.223200
664344.0	0.223600	0.633100	0.530000	0.303000	0.214500	0.255100	0.449100	0.315800	0.321400	0.153500	0.178600	0.222200
669301.8	0.226500	0.636800	0.533600	0.304400	0.213500	0.255800	0.451000	0.322400	0.324300	0.150800	0.182200	0.220500
674259.6	0.226800	0.644500	0.556900	0.309200	0.213800	0.258200	0.461600	0.334200	0.334800	0.149800	0.178100	0.224000
679217.4	0.226400	0.644200	0.564800	0.307200	0.213700	0.259200	0.463100	0.336100	0.338600	0.148600	0.177400	0.222400
684175.2	0.226300	0.651200	0.590400	0.316500	0.213200	0.261100	0.470700	0.341300	0.345600	0.154800	0.178800	0.223500
689133.0	0.226900	0.646700	0.596300	0.316300	0.211600	0.261000	0.472400	0.344400	0.351900	0.149500	0.176900	0.223100
694090.7	0.227900	0.649800	0.605300	0.315000	0.210100	0.260400	0.477000	0.349100	0.357100	0.146200	0.176400	0.225100
699048.5	0.230100	0.646000	0.599700	0.309800	0.208200	0.258900	0.475300	0.341700	0.342500	0.154200	0.180200	0.220400
704006.3	0.229400	0.658200	0.624400	0.318700	0.210400	0.259600	0.488300	0.355100	0.363200	0.151400	0.179100	0.224800
708964.1	0.231300	0.653100	0.617900	0.310600	0.209400	0.258300	0.483400	0.346200	0.350500	0.154000	0.181600	0.222500
713921.9	0.231300	0.658900	0.628100	0.317400	0.211300	0.257500	0.493100	0.361100	0.373100	0.146400	0.177500	0.224600
718879.7	0.230100	0.656700	0.627700	0.313300	0.210100	0.256500	0.491000	0.352200	0.365800	0.152100	0.179900	0.221700
723837.5	0.228400	0.657400	0.629200	0.312100	0.208900	0.256300	0.492900	0.355400	0.366700	0.147600	0.178800	0.222200
728795.3	0.227700	0.659900	0.627600	0.309700	0.208200	0.254900	0.492100	0.353200	0.368300	0.151000	0.179500	0.222700
733753.1	0.227900	0.659200	0.635900	0.313300	0.206900	0.256000	0.495800	0.352000	0.364600	0.152000	0.180700	0.224400
738710.9	0.226900	0.660400	0.645300	0.315400	0.206100	0.256700	0.498800	0.358200	0.373700	0.149700	0.179700	0.223600
743668.6	0.224500	0.651600	0.627200	0.308700	0.205300	0.255300	0.489700	0.345200	0.354400	0.149900	0.181800	0.221700
748626.4	0.224400	0.658300	0.640000	0.309300	0.205200	0.255700	0.493600	0.353000	0.365700	0.148000	0.178400	0.222700
753584.2	0.224400	0.649100	0.637200	0.304700	0.201500	0.253800	0.489400	0.348600	0.361100	0.148600	0.179600	0.222600
758542.0	0.222500	0.655800	0.646800	0.310200	0.204600	0.253700	0.495400	0.354000	0.364900	0.148300	0.178700	0.224000
763499.8	0.221000	0.649800	0.636200	0.304300	0.203700	0.251700	0.491900	0.348400	0.357300	0.147200	0.178400	0.223400
768457.6	0.220000	0.653700	0.647700	0.308600	0.204400	0.251700	0.498100	0.361900	0.374800	0.147000	0.173700	0.225600
773415.4	0.220200	0.644700	0.639600	0.302600	0.205500	0.249900	0.494100	0.355000	0.363000	0.144600	0.175700	0.224800
778373.2	0.218400	0.648200	0.639400	0.303400	0.207600	0.249700	0.494600	0.356200	0.363900	0.150300	0.175500	0.225700
783331.0	0.217800	0.652000	0.654100	0.305300	0.210500	0.250200	0.504500	0.365700	0.382300	0.147700	0.174500	0.227200
788288.8	0.216500	0.651200	0.640500	0.300700	0.209300	0.250000	0.502000	0.358200	0.370600	0.144300	0.174700	0.225600
793246.5	0.215800	0.646000	0.632700	0.296700	0.207100	0.248500	0.501500	0.357700	0.371900	0.149800	0.176100	0.226800
798204.3	0.213100	0.645900	0.640200	0.298500	0.209300	0.248300	0.506400	0.355900	0.369800	0.142900	0.174700	0.228100
803162.1	0.213200	0.650700	0.646600	0.299500	0.207500	0.249000	0.514200	0.360400	0.379600	0.143800	0.174400	0.229300
808119.9	0.212500	0.645300	0.644300	0.293500	0.207300	0.246900	0.511200	0.354300	0.369800	0.144200	0.177400	0.227300
813077.7	0.211400	0.651400	0.654200	0.299400	0.205700	0.247300	0.522600	0.362800	0.387000	0.144700	0.173400	0.229500
818035.5	0.210500	0.645100	0.642800	0.292900	0.203600	0.246200	0.516400	0.353900	0.376500	0.142300	0.175600	0.228900
822993.3	0.210700	0.647400	0.646300	0.292900	0.202300	0.247500	0.520300	0.355000	0.381600	0.148600	0.177400	0.228800
827951.1	0.208300	0.641400	0.634800	0.286700	0.200300	0.245500	0.516800	0.345400	0.362900	0.152000	0.179100	0.230000
832908.9	0.207500	0.647200	0.650800	0.293800	0.200000	0.248500	0.528300	0.362300	0.387700	0.142900	0.175600	0.232900
837866.7	0.206900	0.645000	0.646300	0.290900	0.202000	0.248200	0.527000	0.350900	0.371100	0.145900	0.179200	0.231700
842824.4	0.206400	0.652500	0.659500	0.295700	0.203100	0.247500	0.539100	0.363000	0.392000	0.146900	0.177900	0.233000
847782.2	0.206800	0.646200	0.640700	0.284900	0.202700	0.245300	0.529200	0.346300	0.366600	0.148400	0.181200	0.230500
852740.0	0.205900	0.654100	0.650400	0.288100	0.203200	0.245500	0.538700	0.354600	0.379500	0.143100	0.178800	0.232600
857697.8	0.204300	0.649900	0.655600	0.288300	0.204200	0.245300	0.542500	0.356100	0.378000	0.142400	0.178100	0.233800
862655.6	0.205000	0.652000	0.658200	0.287500	0.204800	0.245000	0.547700	0.360500	0.375200	0.145100	0.177900	0.233200
867613.4	0.203900	0.652800	0.655400	0.285500	0.203100	0.244900	0.550600	0.362900	0.377900	0.145900	0.179000	0.234400
872571.2	0.203300	0.657200	0.668200	0.287800	0.204200	0.245000	0.554900	0.368000	0.387000	0.144200	0.176800	0.236000
877529.0	0.202200	0.656000	0.671000	0.287400	0.206200	0.245400	0.557800	0.363200	0.381200	0.143100	0.176300	0.234600
882486.8	0.201500	0.660500	0.676400	0.287800	0.206000	0.245700	0.565700	0.369900	0.390800	0.141900	0.173900	0.236200
887444.6	0.202100	0.657000	0.662900	0.285000	0.204100	0.243800	0.558700	0.355000	0.372700	0.147100	0.176100	0.234200
892402.3	0.201600	0.658700	0.661700	0.285000	0.201900	0.243400	0.560100	0.354400	0.370900	0.145600	0.175100	0.235200
897360.1	0.202500	0.669200	0.672700	0.286800	0.201000	0.243400	0.569600	0.356700	0.381000	0.144900	0.174200	0.236400
902317.9	0.203400	0.666400	0.669300	0.287300	0.200200	0.243400	0.570500	0.356100	0.379800	0.141000	0.174200	0.235700
907275.7	0.204000	0.665300	0.667900	0.283700	0.200000	0.241500	0.567900	0.353000	0.381000	0.143700	0.174200	0.235700
912233.5	0.204600	0.660200	0.663200	0.280600	0.201700	0.242000	0.567300	0.346300	0.364700	0.145300	0.177700	0.236700
917191.3	0.204000	0.665300	0.670300	0.284200	0.201100	0.241900	0.574500	0.354400	0.378900	0.136100	0.174200	0.236800
922149.1	0.200100	0.661100	0.672900	0.284700	0.201700	0.240600	0.574600	0.351500	0.378400	0.139800	0.174400	0.237300
927106.9	0.200200	0.656900	0.659900	0.282000	0.200800	0.238600	0.568000	0.339300	0.364500	0.143000	0.174200	0.234700
932064.7	0.198700	0.657300	0.672900	0.285600	0.201200	0.239000	0.575100	0.348500	0.377200	0.138200	0.171300	0.237700
937022.5	0.199200	0.663400	0.670200	0.284800	0.200000	0.239100	0.575800	0.351200	0.380200	0.141900	0.172200	0.238200
941980.3	0.199300	0.658000	0.658900	0.281800	0.198400	0.237400	0.569300	0.343800	0.365600	0.145900	0.175400	0.235500
946938.0	0.198500	0.659300	0.664200	0.283200	0.196000	0.237200	0.569700	0.343500	0.366400	0.140000	0.174900	0.237100
951895.8	0.197500	0.659400	0.667100	0.284200	0.195000	0.237500	0.572800	0.347700	0.380000	0.140500	0.172600	0.239000
956853.6	0.197200	0.660300	0.666100	0.282600	0.193400	0.235900	0.569500	0.345200	0.373100	0.144100	0.175200	0.239700
961811.4	0.195800	0.658600	0.658000	0.281300	0.192400	0.235000	0.564400	0.345500	0.372000	0.144600	0.174900	0.239300
966769.2	0.197300	0.658800	0.661500	0.281600	0.191800	0.235000	0.566600	0.346300	0.372900	0.141100	0.174100	0.240300
971727.0	0.195100	0.653500	0.653200	0.277200	0.190000	0.234300	0.558500	0.332900	0.352900	0.145900	0.176500	0.239900
976684.8	0.195300	0.654700	0.646000	0.274300	0.188300	0.233000	0.552600	0.332700	0.353500	0.140000	0.175400	0.239200
981642.6	0.195000	0.662800	0.658700	0.279200	0.187700	0.234200	0.557000	0.343300	0.373200	0.137500	0.171900	0.238600
986600.4	0.194000	0.668300	0.661800	0.281800	0.186700	0.233900	0.558900	0.348800	0.379500	0.139900	0.171000	0.240100
991558.2	0.194800	0.664000	0.651300	0.277500	0.184700	0.233200	0.552300	0.343200	0.373300	0.132500	0.171700	0.236700
996515.9	0.193100	0.662000	0.648500	0.273600	0.183800	0.231100	0.548100	0.336000	0.361400	0.138600	0.172300	0.235600
1001473.7	0.191400	0.665300	0.657500	0.279300	0.183900	0.230500	0.556300	0.346100	0.376400	0.136700	0.168500	0.237700
1006431.5	0.191100	0.669600	0.653700	0.278100	0.185600	0.229700	0.552900	0.341000	0.370200	0.136600	0.170100	0.234500
1011389.3	0.191400	0.667600	0.657100	0.280400	0.190400	0.228800	0.555500	0.340900	0.368100	0.140200	0.173600	0.234200
1016347.1	0.190900	0.668200	0.648100	0.280000	0.190000	0.227900	0.552100	0.336000	0.366100	0.140800	0.173800	0.232600
1021304.9	0.190300	0.666700	0.654100	0.279300	0.190500	0.228500	0.551900	0.331600	0.364700	0.137800	0.172200	0.233900
1026262.7	0.190200	0.671300	0.661500	0.283300	0.191700	0.229800	0.561300	0.336400	0.374000	0.143300	0.171500	0.234200
1031220.5	0.189300	0.666500	0.648400	0.279600	0.191100	0.227700	0.557300	0.328700	0.364000	0.144100	0.172200	0.232800
